condition,layer,mode,split,mean_r2,sd_r2,n_folds,alpha_median,alpha_min,alpha_max,alpha_at_grid_max
default,12,mean_pooled,pair_novel,0.450005,0.00427,10,100.0,1.0,1000.0,0.0
default,12,mean_pooled,word_novel,0.376677,0.040581,10,100.0,1.0,1000.0,0.0
default,12,words_only,pair_novel,0.190565,0.003645,10,100.0,1.0,1000.0,0.0
default,12,words_only,word_novel,0.119923,0.011918,10,100.0,1.0,1000.0,0.0
attn_zeroed,12,mean_pooled,pair_novel,0.525369,0.004933,10,1000.0,1.0,1000.0,0.0
attn_zeroed,12,mean_pooled,word_novel,0.460756,0.032358,10,100.0,1.0,1000.0,0.0
attn_zeroed,12,words_only,pair_novel,0.186025,0.004756,10,100.0,1.0,1000.0,0.0
attn_zeroed,12,words_only,word_novel,0.11353,0.011383,10,100.0,1.0,1000.0,0.0
