condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,2.3e-05,3e-05,10,29.5,35.5
default,0,mean_pooled,word_novel,0.000173,0.000153,10,45.1,51.1
default,0,words_only,pair_novel,3.3e-05,4.9e-05,10,28.1,34.1
default,0,words_only,word_novel,0.000247,0.000179,10,31.7,37.7
default,1,mean_pooled,pair_novel,5.3e-05,4.4e-05,10,29.2,35.2
default,1,mean_pooled,word_novel,0.000527,0.000618,10,41.9,47.9
default,1,words_only,pair_novel,2e-05,2.6e-05,10,27.5,33.5
default,1,words_only,word_novel,0.000311,0.000304,10,30.6,36.6
default,2,mean_pooled,pair_novel,1.1e-05,1.2e-05,10,26.7,32.7
default,2,mean_pooled,word_novel,0.000135,0.000147,10,39.0,45.0
default,2,words_only,pair_novel,1.3e-05,2.1e-05,10,28.2,34.2
default,2,words_only,word_novel,0.000132,0.000166,10,30.9,36.9
default,3,mean_pooled,pair_novel,1.9e-05,2.4e-05,10,27.6,33.6
default,3,mean_pooled,word_novel,0.000333,0.000651,10,39.8,45.8
default,3,words_only,pair_novel,3.4e-05,3.9e-05,10,27.0,33.0
default,3,words_only,word_novel,0.000585,0.000717,10,26.1,32.1
default,4,mean_pooled,pair_novel,2.7e-05,4.5e-05,10,28.0,34.0
default,4,mean_pooled,word_novel,0.000128,0.000178,10,38.5,44.5
default,4,words_only,pair_novel,3e-05,4.8e-05,10,25.4,31.4
default,4,words_only,word_novel,0.00023,0.000205,10,29.9,35.9
default,5,mean_pooled,pair_novel,4e-05,7.8e-05,10,27.1,33.1
default,5,mean_pooled,word_novel,0.000212,0.000279,10,43.4,49.4
default,5,words_only,pair_novel,3e-05,2.9e-05,10,26.6,32.6
default,5,words_only,word_novel,0.000274,0.000407,10,32.5,38.5
default,6,mean_pooled,pair_novel,4.7e-05,5.5e-05,10,25.3,31.3
default,6,mean_pooled,word_novel,0.000275,0.000379,10,39.8,45.8
default,6,words_only,pair_novel,6.9e-05,8.6e-05,10,25.6,31.6
default,6,words_only,word_novel,0.000294,0.000495,10,29.7,35.7
default,7,mean_pooled,pair_novel,2.9e-05,3.9e-05,10,24.7,30.7
default,7,mean_pooled,word_novel,0.000186,0.000224,10,39.8,45.8
default,7,words_only,pair_novel,2.7e-05,2.7e-05,10,27.5,33.5
default,7,words_only,word_novel,0.000265,0.000326,10,26.8,32.8
default,8,mean_pooled,pair_novel,1.6e-05,1.8e-05,10,29.3,35.3
default,8,mean_pooled,word_novel,0.000143,0.000103,10,39.7,45.7
default,8,words_only,pair_novel,1.4e-05,1.4e-05,10,27.8,33.8
default,8,words_only,word_novel,0.000372,0.00033,10,32.5,38.5
default,9,mean_pooled,pair_novel,2.2e-05,2.7e-05,10,30.3,36.3
default,9,mean_pooled,word_novel,0.000228,0.000291,10,34.6,40.6
default,9,words_only,pair_novel,3.7e-05,4.7e-05,10,23.7,29.7
default,9,words_only,word_novel,0.000266,0.0003,10,31.1,37.1
default,10,mean_pooled,pair_novel,3.2e-05,5.4e-05,10,31.6,37.6
default,10,mean_pooled,word_novel,9.5e-05,9.9e-05,10,38.9,44.9
default,10,words_only,pair_novel,3.5e-05,4.7e-05,10,27.3,33.3
