condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,0.493274,0.010472,10,105.3,111.3
default,0,mean_pooled,word_novel,0.276003,0.059755,10,140.6,146.6
default,0,words_only,pair_novel,0.459151,0.02765,10,175.1,181.1
default,0,words_only,word_novel,0.211839,0.02717,10,142.8,148.8
default,1,mean_pooled,pair_novel,0.510687,0.016906,10,110.4,116.4
default,1,mean_pooled,word_novel,0.306638,0.044492,10,130.8,136.8
default,1,words_only,pair_novel,0.453112,0.00812,10,163.7,169.7
default,1,words_only,word_novel,0.217797,0.019787,10,153.6,159.6
default,2,mean_pooled,pair_novel,0.509952,0.015911,10,106.1,112.1
default,2,mean_pooled,word_novel,0.325395,0.054824,10,135.3,141.3
default,2,words_only,pair_novel,0.431062,0.014695,10,141.6,147.6
default,2,words_only,word_novel,0.224378,0.022204,10,156.9,162.9
default,3,mean_pooled,pair_novel,0.509045,0.01439,10,109.8,115.8
default,3,mean_pooled,word_novel,0.336465,0.034716,10,143.1,149.1
default,3,words_only,pair_novel,0.435014,0.014171,10,164.4,170.4
default,3,words_only,word_novel,0.227321,0.027374,10,169.1,175.1
default,4,mean_pooled,pair_novel,0.502599,0.02158,10,106.5,112.5
default,4,mean_pooled,word_novel,0.338354,0.039672,10,139.0,145.0
default,4,words_only,pair_novel,0.428095,0.009855,10,165.7,171.7
default,4,words_only,word_novel,0.218573,0.024412,10,153.4,159.4
default,5,mean_pooled,pair_novel,0.494361,0.013193,10,104.6,110.6
default,5,mean_pooled,word_novel,0.339487,0.039771,10,155.8,161.8
default,5,words_only,pair_novel,0.423131,0.014898,10,165.7,171.7
default,5,words_only,word_novel,0.230739,0.024023,10,163.0,169.0
default,6,mean_pooled,pair_novel,0.494762,0.017906,10,105.8,111.8
default,6,mean_pooled,word_novel,0.341582,0.047928,10,133.9,139.9
default,6,words_only,pair_novel,0.404061,0.030168,10,142.7,148.7
default,6,words_only,word_novel,0.230241,0.025879,10,171.0,177.0
default,7,mean_pooled,pair_novel,0.494148,0.011999,10,106.8,112.8
default,7,mean_pooled,word_novel,0.345168,0.0451,10,136.1,142.1
default,7,words_only,pair_novel,0.394106,0.020877,10,132.8,138.8
default,7,words_only,word_novel,0.228875,0.017654,10,156.6,162.6
default,8,mean_pooled,pair_novel,0.496389,0.017193,10,111.8,117.8
default,8,mean_pooled,word_novel,0.342573,0.053977,10,132.9,138.9
default,8,words_only,pair_novel,0.397073,0.015531,10,146.7,152.7
default,8,words_only,word_novel,0.22521,0.01807,10,170.5,176.5
default,9,mean_pooled,pair_novel,0.484775,0.021254,10,99.2,105.2
default,9,mean_pooled,word_novel,0.350294,0.044325,10,153.3,159.3
default,9,words_only,pair_novel,0.384294,0.022016,10,133.2,139.2
default,9,words_only,word_novel,0.218531,0.016409,10,149.4,155.4
default,10,mean_pooled,pair_novel,0.491148,0.018882,10,100.3,106.3
default,10,mean_pooled,word_novel,0.349725,0.043095,10,142.6,148.6
default,10,words_only,pair_novel,0.366425,0.041959,10,114.3,120.3
default,10,words_only,word_novel,0.219004,0.023093,10,164.5,170.5
default,11,mean_pooled,pair_novel,0.503992,0.011424,10,102.3,108.3
default,11,mean_pooled,word_novel,0.355975,0.047811,10,129.2,135.2
default,11,words_only,pair_novel,0.391466,0.044817,10,152.2,158.2
default,11,words_only,word_novel,0.222986,0.024753,10,162.5,168.5
default,12,mean_pooled,pair_novel,0.51093,0.016354,10,112.7,118.7
default,12,mean_pooled,word_novel,0.361751,0.050662,10,140.9,146.9
default,12,words_only,pair_novel,0.377899,0.045662,10,129.4,135.4
default,12,words_only,word_novel,0.221683,0.024348,10,155.0,161.0
default,13,mean_pooled,pair_novel,0.511893,0.015012,10,108.7,114.7
default,13,mean_pooled,word_novel,0.363997,0.048586,10,150.4,156.4
default,13,words_only,pair_novel,0.366273,0.046524,10,117.5,123.5
default,13,words_only,word_novel,0.21378,0.020075,10,150.0,156.0
default,14,mean_pooled,pair_novel,0.507385,0.017413,10,105.8,111.8
default,14,mean_pooled,word_novel,0.361165,0.055926,10,138.5,144.5
default,14,words_only,pair_novel,0.377647,0.040657,10,133.2,139.2
default,14,words_only,word_novel,0.216122,0.023318,10,156.6,162.6
default,15,mean_pooled,pair_novel,0.506074,0.017003,10,106.2,112.2
default,15,mean_pooled,word_novel,0.36301,0.048937,10,153.9,159.9
default,15,words_only,pair_novel,0.385668,0.023182,10,139.8,145.8
default,15,words_only,word_novel,0.214552,0.028951,10,162.4,168.4
default,16,mean_pooled,pair_novel,0.504976,0.021892,10,109.5,115.5
default,16,mean_pooled,word_novel,0.365367,0.041496,10,133.2,139.2
default,16,words_only,pair_novel,0.377954,0.038499,10,137.5,143.5
default,16,words_only,word_novel,0.213245,0.024456,10,152.2,158.2
default,17,mean_pooled,pair_novel,0.4895,0.024132,10,94.2,100.2
default,17,mean_pooled,word_novel,0.360378,0.042639,10,142.9,148.9
default,17,words_only,pair_novel,0.371622,0.03886,10,130.1,136.1
default,17,words_only,word_novel,0.222184,0.022311,10,160.0,166.0
default,18,mean_pooled,pair_novel,0.50156,0.013104,10,108.9,114.9
default,18,mean_pooled,word_novel,0.357131,0.04192,10,125.2,131.2
default,18,words_only,pair_novel,0.391272,0.012238,10,152.1,158.1
default,18,words_only,word_novel,0.227151,0.025032,10,147.6,153.6
default,19,mean_pooled,pair_novel,0.496057,0.027433,10,117.5,123.5
default,19,mean_pooled,word_novel,0.353498,0.040242,10,147.8,153.8
default,19,words_only,pair_novel,0.387511,0.011531,10,154.1,160.1
default,19,words_only,word_novel,0.22625,0.026769,10,158.3,164.3
default,20,mean_pooled,pair_novel,0.496178,0.023341,10,115.9,121.9
default,20,mean_pooled,word_novel,0.356318,0.041694,10,158.0,164.0
default,20,words_only,pair_novel,0.381449,0.023071,10,151.4,157.4
default,20,words_only,word_novel,0.228927,0.023885,10,143.2,149.2
default,21,mean_pooled,pair_novel,0.511475,0.027281,10,121.9,127.9
default,21,mean_pooled,word_novel,0.358136,0.043005,10,125.1,131.1
default,21,words_only,pair_novel,0.391077,0.023955,10,152.4,158.4
default,21,words_only,word_novel,0.228075,0.020586,10,137.1,143.1
default,22,mean_pooled,pair_novel,0.530027,0.012256,10,128.8,134.8
default,22,mean_pooled,word_novel,0.372393,0.049704,10,134.6,140.6
default,22,words_only,pair_novel,0.400801,0.017757,10,144.6,150.6
