condition,layer,mode,split,k,mean_r2,sd_r2
default,0,mean_pooled,pair_novel,1,0.248521,0.00589
default,0,mean_pooled,pair_novel,2,0.340517,0.00821
default,0,mean_pooled,pair_novel,3,0.366344,0.007242
default,0,mean_pooled,pair_novel,4,0.377411,0.006826
default,0,mean_pooled,pair_novel,5,0.381829,0.006787
default,0,mean_pooled,pair_novel,6,0.383743,0.006879
default,0,mean_pooled,pair_novel,7,0.384481,0.006885
default,0,mean_pooled,pair_novel,8,0.384804,0.006804
default,0,mean_pooled,pair_novel,9,0.384954,0.006853
default,0,mean_pooled,pair_novel,10,0.385037,0.006842
default,0,mean_pooled,pair_novel,11,0.385067,0.006809
default,0,mean_pooled,pair_novel,12,0.38508,0.006807
default,0,mean_pooled,pair_novel,13,0.385093,0.006797
default,0,mean_pooled,pair_novel,14,0.385104,0.006779
default,0,mean_pooled,pair_novel,15,0.385111,0.00677
default,0,mean_pooled,word_novel,1,0.244629,0.026907
default,0,mean_pooled,word_novel,2,0.32317,0.028818
default,0,mean_pooled,word_novel,3,0.33274,0.033444
default,0,mean_pooled,word_novel,4,0.32887,0.029591
default,0,mean_pooled,word_novel,5,0.326565,0.029158
default,0,mean_pooled,word_novel,6,0.323896,0.027309
default,0,mean_pooled,word_novel,7,0.323011,0.026824
default,0,mean_pooled,word_novel,8,0.32268,0.026585
default,0,mean_pooled,word_novel,9,0.322313,0.026522
default,0,mean_pooled,word_novel,10,0.32209,0.026539
default,0,mean_pooled,word_novel,11,0.321998,0.026473
default,0,mean_pooled,word_novel,12,0.32198,0.02637
default,0,mean_pooled,word_novel,13,0.322046,0.026322
default,0,mean_pooled,word_novel,14,0.322024,0.026238
default,0,mean_pooled,word_novel,15,0.32203,0.026268
default,0,words_only,pair_novel,1,0.168472,0.003254
default,0,words_only,pair_novel,2,0.261651,0.004427
default,0,words_only,pair_novel,3,0.285357,0.004887
default,0,words_only,pair_novel,4,0.292964,0.004794
default,0,words_only,pair_novel,5,0.295917,0.005044
default,0,words_only,pair_novel,6,0.297372,0.005129
default,0,words_only,pair_novel,7,0.298071,0.005196
default,0,words_only,pair_novel,8,0.298443,0.005132
default,0,words_only,pair_novel,9,0.298633,0.005153
default,0,words_only,pair_novel,10,0.298742,0.005182
default,0,words_only,pair_novel,11,0.298797,0.005163
default,0,words_only,pair_novel,12,0.298825,0.005144
default,0,words_only,pair_novel,13,0.298837,0.005142
default,0,words_only,pair_novel,14,0.298843,0.005145
default,0,words_only,pair_novel,15,0.298845,0.005142
default,0,words_only,word_novel,1,0.158172,0.029111
default,0,words_only,word_novel,2,0.241652,0.026745
default,0,words_only,word_novel,3,0.258616,0.032465
default,0,words_only,word_novel,4,0.262141,0.032201
default,0,words_only,word_novel,5,0.262221,0.032902
default,0,words_only,word_novel,6,0.261834,0.032169
default,0,words_only,word_novel,7,0.261758,0.031813
default,0,words_only,word_novel,8,0.261943,0.031119
default,0,words_only,word_novel,9,0.262394,0.031372
default,0,words_only,word_novel,10,0.262767,0.031269
default,0,words_only,word_novel,11,0.2631,0.031431
default,0,words_only,word_novel,12,0.263236,0.031391
default,0,words_only,word_novel,13,0.263244,0.031372
default,0,words_only,word_novel,14,0.263258,0.031385
default,0,words_only,word_novel,15,0.263243,0.031364
default,1,mean_pooled,pair_novel,1,0.326182,0.005916
default,1,mean_pooled,pair_novel,2,0.389737,0.007865
default,1,mean_pooled,pair_novel,3,0.416587,0.008087
default,1,mean_pooled,pair_novel,4,0.427702,0.008197
default,1,mean_pooled,pair_novel,5,0.435541,0.008164
default,1,mean_pooled,pair_novel,6,0.439203,0.008442
default,1,mean_pooled,pair_novel,7,0.441869,0.008274
default,1,mean_pooled,pair_novel,8,0.443883,0.008143
default,1,mean_pooled,pair_novel,9,0.445046,0.008164
default,1,mean_pooled,pair_novel,10,0.445894,0.008174
default,1,mean_pooled,pair_novel,11,0.446694,0.008083
default,1,mean_pooled,pair_novel,12,0.44712,0.008072
default,1,mean_pooled,pair_novel,13,0.447543,0.008104
default,1,mean_pooled,pair_novel,14,0.447914,0.00798
default,1,mean_pooled,pair_novel,15,0.448233,0.008048
default,1,mean_pooled,word_novel,1,0.323654,0.034166
default,1,mean_pooled,word_novel,2,0.380385,0.027623
default,1,mean_pooled,word_novel,3,0.397249,0.023064
default,1,mean_pooled,word_novel,4,0.402027,0.025188
default,1,mean_pooled,word_novel,5,0.403696,0.026608
default,1,mean_pooled,word_novel,6,0.404325,0.026981
default,1,mean_pooled,word_novel,7,0.404085,0.027667
default,1,mean_pooled,word_novel,8,0.403591,0.026135
default,1,mean_pooled,word_novel,9,0.403819,0.024901
default,1,mean_pooled,word_novel,10,0.403206,0.0248
default,1,mean_pooled,word_novel,11,0.402709,0.025193
default,1,mean_pooled,word_novel,12,0.402945,0.024626
default,1,mean_pooled,word_novel,13,0.402867,0.024394
default,1,mean_pooled,word_novel,14,0.402718,0.02403
default,1,mean_pooled,word_novel,15,0.402413,0.023683
default,1,words_only,pair_novel,1,0.317021,0.004941
default,1,words_only,pair_novel,2,0.371333,0.006323
default,1,words_only,pair_novel,3,0.392025,0.006566
default,1,words_only,pair_novel,4,0.402696,0.007084
default,1,words_only,pair_novel,5,0.408933,0.007505
default,1,words_only,pair_novel,6,0.411941,0.007389
default,1,words_only,pair_novel,7,0.4139,0.007266
default,1,words_only,pair_novel,8,0.415322,0.007403
default,1,words_only,pair_novel,9,0.416167,0.007318
default,1,words_only,pair_novel,10,0.416762,0.007319
default,1,words_only,pair_novel,11,0.417192,0.007313
default,1,words_only,pair_novel,12,0.417504,0.007234
default,1,words_only,pair_novel,13,0.417752,0.007216
default,1,words_only,pair_novel,14,0.417944,0.007206
default,1,words_only,pair_novel,15,0.418092,0.00726
default,1,words_only,word_novel,1,0.311824,0.032631
default,1,words_only,word_novel,2,0.362897,0.025115
default,1,words_only,word_novel,3,0.378628,0.022349
default,1,words_only,word_novel,4,0.384458,0.022604
default,1,words_only,word_novel,5,0.387851,0.024795
default,1,words_only,word_novel,6,0.390268,0.025448
default,1,words_only,word_novel,7,0.391731,0.024528
default,1,words_only,word_novel,8,0.39265,0.025488
default,1,words_only,word_novel,9,0.393232,0.025738
default,1,words_only,word_novel,10,0.393316,0.025566
default,1,words_only,word_novel,11,0.39334,0.025216
default,1,words_only,word_novel,12,0.393285,0.025247
default,1,words_only,word_novel,13,0.393392,0.025499
default,1,words_only,word_novel,14,0.393366,0.025616
default,1,words_only,word_novel,15,0.393493,0.025568
default,2,mean_pooled,pair_novel,1,0.334852,0.006245
default,2,mean_pooled,pair_novel,2,0.40104,0.00803
default,2,mean_pooled,pair_novel,3,0.428001,0.008415
default,2,mean_pooled,pair_novel,4,0.443041,0.007711
default,2,mean_pooled,pair_novel,5,0.4496,0.007482
default,2,mean_pooled,pair_novel,6,0.453859,0.007539
default,2,mean_pooled,pair_novel,7,0.456271,0.007491
default,2,mean_pooled,pair_novel,8,0.457977,0.007387
default,2,mean_pooled,pair_novel,9,0.459067,0.007404
default,2,mean_pooled,pair_novel,10,0.45969,0.007379
default,2,mean_pooled,pair_novel,11,0.460145,0.007366
default,2,mean_pooled,pair_novel,12,0.460464,0.007408
default,2,mean_pooled,pair_novel,13,0.460778,0.007475
default,2,mean_pooled,pair_novel,14,0.460981,0.007476
default,2,mean_pooled,pair_novel,15,0.461157,0.007493
default,2,mean_pooled,word_novel,1,0.333657,0.030535
default,2,mean_pooled,word_novel,2,0.392846,0.020849
default,2,mean_pooled,word_novel,3,0.406886,0.018432
default,2,mean_pooled,word_novel,4,0.413615,0.018814
default,2,mean_pooled,word_novel,5,0.41687,0.020827
default,2,mean_pooled,word_novel,6,0.418916,0.022569
default,2,mean_pooled,word_novel,7,0.419451,0.023527
default,2,mean_pooled,word_novel,8,0.420133,0.023366
default,2,mean_pooled,word_novel,9,0.421424,0.022879
default,2,mean_pooled,word_novel,10,0.421741,0.023034
default,2,mean_pooled,word_novel,11,0.4222,0.022503
default,2,mean_pooled,word_novel,12,0.422301,0.022674
default,2,mean_pooled,word_novel,13,0.422459,0.022782
default,2,mean_pooled,word_novel,14,0.422795,0.02253
default,2,mean_pooled,word_novel,15,0.423103,0.022662
default,2,words_only,pair_novel,1,0.325675,0.005865
default,2,words_only,pair_novel,2,0.379621,0.007064
default,2,words_only,pair_novel,3,0.400648,0.007028
default,2,words_only,pair_novel,4,0.413229,0.00681
default,2,words_only,pair_novel,5,0.418443,0.007158
default,2,words_only,pair_novel,6,0.421689,0.00724
default,2,words_only,pair_novel,7,0.423317,0.00732
default,2,words_only,pair_novel,8,0.424297,0.007305
default,2,words_only,pair_novel,9,0.424773,0.007345
default,2,words_only,pair_novel,10,0.425158,0.007278
default,2,words_only,pair_novel,11,0.425417,0.007265
default,2,words_only,pair_novel,12,0.425609,0.00727
default,2,words_only,pair_novel,13,0.425742,0.00724
default,2,words_only,pair_novel,14,0.425846,0.007216
default,2,words_only,pair_novel,15,0.425926,0.007189
default,2,words_only,word_novel,1,0.322833,0.028821
default,2,words_only,word_novel,2,0.370739,0.023591
default,2,words_only,word_novel,3,0.386626,0.022318
default,2,words_only,word_novel,4,0.393906,0.021803
default,2,words_only,word_novel,5,0.396081,0.024147
default,2,words_only,word_novel,6,0.397681,0.024454
default,2,words_only,word_novel,7,0.398917,0.023612
default,2,words_only,word_novel,8,0.399081,0.023999
default,2,words_only,word_novel,9,0.39903,0.024347
default,2,words_only,word_novel,10,0.399203,0.024302
default,2,words_only,word_novel,11,0.399304,0.02432
default,2,words_only,word_novel,12,0.399471,0.024263
default,2,words_only,word_novel,13,0.39949,0.02413
default,2,words_only,word_novel,14,0.399433,0.024171
default,2,words_only,word_novel,15,0.399402,0.024235
default,3,mean_pooled,pair_novel,1,0.303531,0.008228
default,3,mean_pooled,pair_novel,2,0.396206,0.007748
default,3,mean_pooled,pair_novel,3,0.424591,0.007758
default,3,mean_pooled,pair_novel,4,0.452437,0.007446
default,3,mean_pooled,pair_novel,5,0.463437,0.006992
default,3,mean_pooled,pair_novel,6,0.470558,0.007
default,3,mean_pooled,pair_novel,7,0.475571,0.007112
default,3,mean_pooled,pair_novel,8,0.478411,0.007257
default,3,mean_pooled,pair_novel,9,0.480036,0.007016
default,3,mean_pooled,pair_novel,10,0.481161,0.007012
default,3,mean_pooled,pair_novel,11,0.481974,0.007
default,3,mean_pooled,pair_novel,12,0.482532,0.007004
default,3,mean_pooled,pair_novel,13,0.482899,0.006955
default,3,mean_pooled,pair_novel,14,0.483126,0.006955
default,3,mean_pooled,pair_novel,15,0.483286,0.007019
default,3,mean_pooled,word_novel,1,0.303867,0.027695
default,3,mean_pooled,word_novel,2,0.391426,0.028042
default,3,mean_pooled,word_novel,3,0.414308,0.022026
default,3,mean_pooled,word_novel,4,0.435859,0.019247
default,3,mean_pooled,word_novel,5,0.441783,0.020915
default,3,mean_pooled,word_novel,6,0.445732,0.022761
default,3,mean_pooled,word_novel,7,0.448149,0.022025
default,3,mean_pooled,word_novel,8,0.448963,0.023669
default,3,mean_pooled,word_novel,9,0.449614,0.023691
default,3,mean_pooled,word_novel,10,0.450573,0.022864
default,3,mean_pooled,word_novel,11,0.450694,0.022393
default,3,mean_pooled,word_novel,12,0.450815,0.022743
default,3,mean_pooled,word_novel,13,0.450929,0.022545
default,3,mean_pooled,word_novel,14,0.451131,0.02266
default,3,mean_pooled,word_novel,15,0.45117,0.022522
default,3,words_only,pair_novel,1,0.294326,0.008332
default,3,words_only,pair_novel,2,0.383508,0.007173
default,3,words_only,pair_novel,3,0.418607,0.007714
default,3,words_only,pair_novel,4,0.433002,0.007457
default,3,words_only,pair_novel,5,0.443274,0.007215
default,3,words_only,pair_novel,6,0.448678,0.007307
default,3,words_only,pair_novel,7,0.451955,0.007217
default,3,words_only,pair_novel,8,0.453832,0.007248
default,3,words_only,pair_novel,9,0.454998,0.00717
default,3,words_only,pair_novel,10,0.455665,0.007212
default,3,words_only,pair_novel,11,0.456076,0.007083
default,3,words_only,pair_novel,12,0.456452,0.007107
default,3,words_only,pair_novel,13,0.456686,0.007056
default,3,words_only,pair_novel,14,0.456858,0.00707
default,3,words_only,pair_novel,15,0.456977,0.00706
default,3,words_only,word_novel,1,0.294212,0.027771
default,3,words_only,word_novel,2,0.377413,0.026394
default,3,words_only,word_novel,3,0.409477,0.02295
default,3,words_only,word_novel,4,0.42059,0.020161
default,3,words_only,word_novel,5,0.42765,0.019319
default,3,words_only,word_novel,6,0.430929,0.020179
default,3,words_only,word_novel,7,0.433461,0.021556
default,3,words_only,word_novel,8,0.435152,0.020738
default,3,words_only,word_novel,9,0.43552,0.020329
default,3,words_only,word_novel,10,0.435631,0.020683
default,3,words_only,word_novel,11,0.436077,0.020661
default,3,words_only,word_novel,12,0.436269,0.020695
default,3,words_only,word_novel,13,0.436445,0.020715
default,3,words_only,word_novel,14,0.43661,0.020739
default,3,words_only,word_novel,15,0.436744,0.020773
default,4,mean_pooled,pair_novel,1,0.298782,0.008256
default,4,mean_pooled,pair_novel,2,0.391152,0.006358
default,4,mean_pooled,pair_novel,3,0.446031,0.007096
default,4,mean_pooled,pair_novel,4,0.462715,0.006927
default,4,mean_pooled,pair_novel,5,0.475556,0.006888
