condition,layer,mode,split,k,mean_r2,sd_r2
default,12,mean_pooled,pair_novel,1,0.443687,0.005505
default,12,mean_pooled,pair_novel,2,0.506303,0.005518
default,12,mean_pooled,pair_novel,3,0.529112,0.004947
default,12,mean_pooled,pair_novel,4,0.542474,0.004462
default,12,mean_pooled,pair_novel,5,0.551342,0.004214
default,12,mean_pooled,pair_novel,6,0.556687,0.004453
default,12,mean_pooled,pair_novel,7,0.560443,0.00441
default,12,mean_pooled,pair_novel,8,0.562836,0.00433
default,12,mean_pooled,pair_novel,9,0.564296,0.004385
default,12,mean_pooled,pair_novel,10,0.565321,0.004224
default,12,mean_pooled,pair_novel,11,0.566192,0.004348
default,12,mean_pooled,pair_novel,12,0.566635,0.004386
default,12,mean_pooled,pair_novel,13,0.567034,0.004389
default,12,mean_pooled,pair_novel,14,0.567328,0.004443
default,12,mean_pooled,pair_novel,15,0.567521,0.004415
default,12,mean_pooled,word_novel,1,0.437749,0.037041
default,12,mean_pooled,word_novel,2,0.498562,0.040549
default,12,mean_pooled,word_novel,3,0.521536,0.042222
default,12,mean_pooled,word_novel,4,0.531746,0.043201
default,12,mean_pooled,word_novel,5,0.539679,0.041717
default,12,mean_pooled,word_novel,6,0.543703,0.0406
default,12,mean_pooled,word_novel,7,0.547334,0.039661
default,12,mean_pooled,word_novel,8,0.549171,0.039381
default,12,mean_pooled,word_novel,9,0.550771,0.039353
default,12,mean_pooled,word_novel,10,0.551439,0.039817
default,12,mean_pooled,word_novel,11,0.552224,0.039988
default,12,mean_pooled,word_novel,12,0.552998,0.039852
default,12,mean_pooled,word_novel,13,0.553656,0.039892
default,12,mean_pooled,word_novel,14,0.55398,0.03991
default,12,mean_pooled,word_novel,15,0.554252,0.039924
default,12,words_only,pair_novel,1,0.468337,0.005686
default,12,words_only,pair_novel,2,0.495916,0.005274
default,12,words_only,pair_novel,3,0.508368,0.005033
default,12,words_only,pair_novel,4,0.518699,0.005016
default,12,words_only,pair_novel,5,0.524059,0.004818
default,12,words_only,pair_novel,6,0.528843,0.00462
default,12,words_only,pair_novel,7,0.531157,0.004542
default,12,words_only,pair_novel,8,0.532693,0.004455
default,12,words_only,pair_novel,9,0.53377,0.004415
default,12,words_only,pair_novel,10,0.53429,0.00427
default,12,words_only,pair_novel,11,0.534832,0.004233
default,12,words_only,pair_novel,12,0.535191,0.004249
default,12,words_only,pair_novel,13,0.535463,0.004317
default,12,words_only,pair_novel,14,0.535745,0.004285
default,12,words_only,pair_novel,15,0.535961,0.004283
default,12,words_only,word_novel,1,0.463775,0.037088
default,12,words_only,word_novel,2,0.488161,0.037346
default,12,words_only,word_novel,3,0.498754,0.037862
default,12,words_only,word_novel,4,0.508552,0.035983
default,12,words_only,word_novel,5,0.513338,0.034476
default,12,words_only,word_novel,6,0.517993,0.03471
default,12,words_only,word_novel,7,0.520078,0.035262
default,12,words_only,word_novel,8,0.521377,0.035462
default,12,words_only,word_novel,9,0.522062,0.035478
default,12,words_only,word_novel,10,0.522153,0.03507
default,12,words_only,word_novel,11,0.522777,0.034671
default,12,words_only,word_novel,12,0.523129,0.034667
default,12,words_only,word_novel,13,0.52346,0.034757
default,12,words_only,word_novel,14,0.523846,0.034686
default,12,words_only,word_novel,15,0.524078,0.034767
attn_zeroed,12,mean_pooled,pair_novel,1,0.336622,0.011603
attn_zeroed,12,mean_pooled,pair_novel,2,0.405712,0.007261
attn_zeroed,12,mean_pooled,pair_novel,3,0.523036,0.00574
attn_zeroed,12,mean_pooled,pair_novel,4,0.561829,0.004839
attn_zeroed,12,mean_pooled,pair_novel,5,0.584184,0.005159
attn_zeroed,12,mean_pooled,pair_novel,6,0.602645,0.004488
attn_zeroed,12,mean_pooled,pair_novel,7,0.612426,0.004566
attn_zeroed,12,mean_pooled,pair_novel,8,0.622764,0.004515
attn_zeroed,12,mean_pooled,pair_novel,9,0.62982,0.005023
attn_zeroed,12,mean_pooled,pair_novel,10,0.633682,0.005054
attn_zeroed,12,mean_pooled,pair_novel,11,0.636994,0.005066
attn_zeroed,12,mean_pooled,pair_novel,12,0.639988,0.004884
attn_zeroed,12,mean_pooled,pair_novel,13,0.641861,0.005254
attn_zeroed,12,mean_pooled,pair_novel,14,0.643224,0.005402
attn_zeroed,12,mean_pooled,pair_novel,15,0.644143,0.005291
attn_zeroed,12,mean_pooled,word_novel,1,0.336185,0.075712
attn_zeroed,12,mean_pooled,word_novel,2,0.403124,0.060853
attn_zeroed,12,mean_pooled,word_novel,3,0.507962,0.055711
attn_zeroed,12,mean_pooled,word_novel,4,0.546364,0.046024
attn_zeroed,12,mean_pooled,word_novel,5,0.563118,0.042389
attn_zeroed,12,mean_pooled,word_novel,6,0.581163,0.039342
attn_zeroed,12,mean_pooled,word_novel,7,0.585708,0.035248
attn_zeroed,12,mean_pooled,word_novel,8,0.59225,0.035852
attn_zeroed,12,mean_pooled,word_novel,9,0.595558,0.036565
attn_zeroed,12,mean_pooled,word_novel,10,0.597207,0.035684
attn_zeroed,12,mean_pooled,word_novel,11,0.59917,0.034686
attn_zeroed,12,mean_pooled,word_novel,12,0.601031,0.035039
attn_zeroed,12,mean_pooled,word_novel,13,0.603005,0.034722
attn_zeroed,12,mean_pooled,word_novel,14,0.604097,0.033784
attn_zeroed,12,mean_pooled,word_novel,15,0.604867,0.03433
attn_zeroed,12,words_only,pair_novel,1,0.056246,0.001906
attn_zeroed,12,words_only,pair_novel,2,0.086,0.004147
attn_zeroed,12,words_only,pair_novel,3,0.109537,0.004716
attn_zeroed,12,words_only,pair_novel,4,0.120172,0.005808
attn_zeroed,12,words_only,pair_novel,5,0.128568,0.005744
attn_zeroed,12,words_only,pair_novel,6,0.132811,0.006065
attn_zeroed,12,words_only,pair_novel,7,0.135316,0.005837
attn_zeroed,12,words_only,pair_novel,8,0.137009,0.005859
attn_zeroed,12,words_only,pair_novel,9,0.138215,0.005907
