condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,2.3e-05,3.3e-05,10,44.5,50.5
default,0,mean_pooled,word_novel,0.00023,0.000415,10,59.5,65.5
default,0,words_only,pair_novel,7e-06,1.1e-05,10,43.7,49.7
default,0,words_only,word_novel,0.000281,0.000285,10,73.8,79.8
default,1,mean_pooled,pair_novel,2e-05,2.6e-05,10,36.3,42.3
default,1,mean_pooled,word_novel,0.000356,0.000357,10,36.6,42.6
default,1,words_only,pair_novel,6.5e-05,4.9e-05,10,28.1,34.1
default,1,words_only,word_novel,0.000125,9.1e-05,10,29.3,35.3
default,2,mean_pooled,pair_novel,3.3e-05,3.3e-05,10,29.0,35.0
default,2,mean_pooled,word_novel,0.00032,0.000461,10,48.6,54.6
default,2,words_only,pair_novel,1.7e-05,2.7e-05,10,29.9,35.9
default,2,words_only,word_novel,0.000261,0.000344,10,48.0,54.0
default,3,mean_pooled,pair_novel,2e-05,3.3e-05,10,30.8,36.8
default,3,mean_pooled,word_novel,8.9e-05,0.000128,10,61.3,67.3
default,3,words_only,pair_novel,4e-05,4.6e-05,10,28.6,34.6
default,3,words_only,word_novel,0.000391,0.000737,10,58.2,64.2
default,4,mean_pooled,pair_novel,3e-05,3.9e-05,10,38.2,44.2
default,4,mean_pooled,word_novel,0.000246,0.0003,10,65.7,71.7
default,4,words_only,pair_novel,4.6e-05,5.7e-05,10,31.0,37.0
default,4,words_only,word_novel,0.000213,0.000194,10,59.8,65.8
default,5,mean_pooled,pair_novel,3.2e-05,4.7e-05,10,34.8,40.8
default,5,mean_pooled,word_novel,0.000311,0.000292,10,61.8,67.8
default,5,words_only,pair_novel,2.9e-05,4.2e-05,10,38.2,44.2
default,5,words_only,word_novel,0.000249,0.000411,10,61.5,67.5
default,6,mean_pooled,pair_novel,2.2e-05,2.7e-05,10,29.6,35.6
default,6,mean_pooled,word_novel,0.000293,0.000463,10,56.7,62.7
default,6,words_only,pair_novel,2.2e-05,2.1e-05,10,31.0,37.0
default,6,words_only,word_novel,0.0002,0.000256,10,54.3,60.3
default,7,mean_pooled,pair_novel,2.6e-05,1.8e-05,10,35.1,41.1
default,7,mean_pooled,word_novel,0.000391,0.000679,10,59.8,65.8
default,7,words_only,pair_novel,1.4e-05,1.4e-05,10,31.9,37.9
default,7,words_only,word_novel,0.000225,0.000297,10,55.2,61.2
default,8,mean_pooled,pair_novel,3.2e-05,3.8e-05,10,30.7,36.7
default,8,mean_pooled,word_novel,0.000186,0.000177,10,59.5,65.5
default,8,words_only,pair_novel,6e-05,7.4e-05,10,29.3,35.3
default,8,words_only,word_novel,0.000286,0.000227,10,53.8,59.8
default,9,mean_pooled,pair_novel,1.4e-05,1.6e-05,10,34.1,40.1
default,9,mean_pooled,word_novel,0.000189,0.000117,10,46.1,52.1
default,9,words_only,pair_novel,2.8e-05,3.7e-05,10,29.6,35.6
default,9,words_only,word_novel,0.000135,0.000141,10,51.2,57.2
default,10,mean_pooled,pair_novel,8e-06,8e-06,10,34.3,40.3
default,10,mean_pooled,word_novel,0.000228,0.000254,10,50.8,56.8
default,10,words_only,pair_novel,4.4e-05,3.5e-05,10,32.5,38.5
default,10,words_only,word_novel,0.000166,0.000155,10,52.8,58.8
default,11,mean_pooled,pair_novel,1.9e-05,1.5e-05,10,32.5,38.5
default,11,mean_pooled,word_novel,0.000189,0.000165,10,43.9,49.9
default,11,words_only,pair_novel,3.3e-05,3.7e-05,10,34.7,40.7
default,11,words_only,word_novel,0.000278,0.0003,10,50.1,56.1
default,12,mean_pooled,pair_novel,7.4e-05,7.4e-05,10,32.6,38.6
default,12,mean_pooled,word_novel,0.000169,0.000227,10,58.1,64.1
default,12,words_only,pair_novel,4.8e-05,3.9e-05,10,29.9,35.9
default,12,words_only,word_novel,0.000232,0.000211,10,60.9,66.9
attn_zeroed,0,mean_pooled,pair_novel,3.5e-05,5.2e-05,10,36.3,42.3
attn_zeroed,0,mean_pooled,word_novel,0.000347,0.000348,10,77.1,83.1
attn_zeroed,0,words_only,pair_novel,2e-05,2.6e-05,10,40.1,46.1
attn_zeroed,0,words_only,word_novel,0.000176,0.000194,10,64.0,70.0
attn_zeroed,1,mean_pooled,pair_novel,1.5e-05,1.6e-05,10,37.2,43.2
attn_zeroed,1,mean_pooled,word_novel,0.000229,0.000229,10,78.3,84.3
attn_zeroed,1,words_only,pair_novel,3.8e-05,4.7e-05,10,29.3,35.3
attn_zeroed,1,words_only,word_novel,0.000369,0.000533,10,32.9,38.9
attn_zeroed,2,mean_pooled,pair_novel,1.8e-05,1.7e-05,10,45.7,51.7
attn_zeroed,2,mean_pooled,word_novel,0.000412,0.00048,10,48.5,54.5
attn_zeroed,2,words_only,pair_novel,3.9e-05,4.9e-05,10,34.1,40.1
attn_zeroed,2,words_only,word_novel,0.000169,0.000255,10,52.8,58.8
attn_zeroed,3,mean_pooled,pair_novel,1.6e-05,1.6e-05,10,54.1,60.1
attn_zeroed,3,mean_pooled,word_novel,8.4e-05,6.5e-05,10,46.6,52.6
attn_zeroed,3,words_only,pair_novel,1.9e-05,3e-05,10,31.8,37.8
attn_zeroed,3,words_only,word_novel,0.000224,0.000379,10,53.7,59.7
attn_zeroed,4,mean_pooled,pair_novel,4.3e-05,6.4e-05,10,48.1,54.1
attn_zeroed,4,mean_pooled,word_novel,0.00024,0.000332,10,33.8,39.8
attn_zeroed,4,words_only,pair_novel,4e-05,4.4e-05,10,34.5,40.5
attn_zeroed,4,words_only,word_novel,0.000176,0.000199,10,56.9,62.9
attn_zeroed,5,mean_pooled,pair_novel,3.3e-05,4.8e-05,10,48.9,54.9
attn_zeroed,5,mean_pooled,word_novel,0.000112,8.3e-05,10,42.1,48.1
attn_zeroed,5,words_only,pair_novel,2.8e-05,2.7e-05,10,33.3,39.3
attn_zeroed,5,words_only,word_novel,0.000253,0.000275,10,72.1,78.1
attn_zeroed,6,mean_pooled,pair_novel,3.6e-05,4.3e-05,10,44.2,50.2
