condition,layer,mode,n,estimate,se,t,p,ci_lo,ci_hi
default,4,words_only,48950,0.009429737150540355,0.012589067993209198,0.7490417206124352,0.4538356591571294,-0.015244992860735405,0.034104467161816115
default,5,individual,48950,0.02557397454626898,0.0126545589888573,2.020929735187737,0.04329247247773291,7.708813681044403e-4,0.050377067724433525
default,5,mean_pooled,48950,0.05927103687484001,0.012672960762864765,4.676968388359596,2.919233975131649e-6,0.034431875990503125,0.0841101977591769
default,5,words_only,48950,0.03155476569378601,0.01240528018312993,2.543656026141003,0.010972952920807676,0.007240262078579904,0.05586926930899212
default,6,individual,48950,0.02947069087932248,0.012573210898155112,2.3439271891674673,0.01908587361190038,0.00482704097178702,0.05411434078685794
default,6,mean_pooled,48950,0.05455723628515529,0.012296205549869153,4.436916418149488,9.145552482814995e-6,0.030456520309212105,0.07865795226109848
default,6,words_only,48950,0.025903558096824916,0.012256720030873696,2.1134168057666267,0.03457015487068793,0.001880234229741061,0.04992688196390877
default,7,individual,48950,0.017654275540330878,0.012438314251011879,1.4193463184848116,0.1558044425129705,-0.0067249752592260445,0.0420335263398878
default,7,mean_pooled,48950,0.05830666196210513,0.012335439645808998,4.726759940162731,2.2876422540830517e-6,0.034129046669622035,0.08248427725458822
default,7,words_only,48950,0.0322675564626712,0.012205933894225108,2.6435958724909763,0.008205666988910376,0.008343774055749105,0.0561913388695933
default,8,individual,48950,0.024127276173690367,0.01235789962301023,1.9523767719205072,0.050899181193512326,-9.436095375292206e-5,0.04834891330113365
default,8,mean_pooled,48950,0.057492033996576986,0.012068198138693167,4.763928577891467,1.9040310090513823e-6,0.0338382153854246,0.08114585260772937
default,8,words_only,48950,0.02186806541027701,0.012074284677137033,1.811127200908618,0.07012729121747485,-0.0017976828920079277,0.045533813712561946
default,9,individual,48950,0.027505209674459893,0.012360788562466208,2.2251986218727207,0.026072446173367996,0.0032779101897131326,0.05173250915920666
default,9,mean_pooled,48950,0.041673356148744796,0.012103728390220688,3.443018118484478,5.757417271471926e-4,0.017949897802216667,0.06539681449527293
default,9,words_only,48950,0.02275506331253439,0.012086076030897357,1.8827503032714987,0.05974014021994544,-9.337961899331462e-4,0.046443922815001926
default,10,individual,48950,0.011732944227375822,0.012446310427621397,0.9426845245107786,0.3458469438923579,-0.012661979177894946,0.03612786763264659
default,10,mean_pooled,48950,0.04758684067001752,0.01215098504546744,3.916294892303267,9.004213143285138e-5,0.023770758690820272,0.07140292264921477
default,10,words_only,48950,0.023557944827078472,0.012040705691388905,1.9565252594726485,0.05040898741453501,-4.1988245053248274e-5,0.04715787789921019
default,11,individual,48950,0.03445447303314261,0.012387005403620427,2.7815014130107985,0.005412878699267932,0.010175788213311655,0.058733157852973575
default,11,mean_pooled,48950,0.044711221615769375,0.012145071955611436,3.6814291244368684,2.321793163474893e-4,0.02090672936631289,0.06851571386522587
default,11,words_only,48950,0.03824615741307667,0.012092235910522666,3.162868943021105,0.0015631804506081777,0.014545224469847799,0.06194709035630555
default,12,individual,48950,0.043794644147681305,0.012360135905057495,3.5432170393661693,3.956450362842847e-4,0.019568623879581762,0.06802066441578085
default,12,mean_pooled,48950,0.03888188194930959,0.012146662608439286,3.2010341607986335,0.0013702269677300432,0.015074272000505536,0.06268949189811364
default,12,words_only,48950,0.024351791908500908,0.012184864749005889,1.998527879473399,0.04566498136614364,4.6930528853722855e-4,0.04823427852846458
