condition,layer,mode,n,estimate,se,t,p,ci_lo,ci_hi
attn_zeroed,0,individual,48950,-0.09844290072699542,0.012475593740869935,-7.89083892692797,3.0635289050030597e-15,-0.12289521979083544,-0.0739905816631554
attn_zeroed,0,mean_pooled,48950,-0.06745825103829221,0.012913604760039965,-5.223812583070217,1.7599217215585853e-7,-0.09276907715331459,-0.04214742492326984
attn_zeroed,0,words_only,48950,-0.10433000174398023,0.012510794502723696,-8.339198739238086,7.671839117351942e-17,-0.12885131473933298,-0.07980868874862748
attn_zeroed,1,individual,48950,-0.0951512864119588,0.012348638376643085,-7.705407147717058,1.3287433738788083e-14,-0.11935477138121212,-0.07094780144270549
attn_zeroed,1,mean_pooled,48950,-0.07589266227375027,0.012807222217173746,-5.925770708653949,3.129097346644984e-9,-0.10099497728020186,-0.05079034726729868
attn_zeroed,1,words_only,48950,-0.09847426875910827,0.012412946954156451,-7.933190170133963,2.1808716565085797e-15,-0.12280379934098416,-0.07414473817723237
attn_zeroed,2,individual,48950,-0.09070697006681566,0.012109263951181974,-7.4907088021614925,6.965182684385491e-14,-0.11444127818175034,-0.06697266195188098
attn_zeroed,2,mean_pooled,48950,-0.05470710992245724,0.012890885806434434,-4.243859634157213,2.201117297128393e-5,-0.07997340660554252,-0.029440813239371966
attn_zeroed,2,words_only,48950,-0.08372952216152581,0.012353208821905949,-6.777957320129505,1.2326427242489769e-11,-0.10794196526040024,-0.05951707906265137
attn_zeroed,3,individual,48950,-0.08093553098635424,0.012037078382571759,-6.723851786455022,1.7892038590352812e-11,-0.10452835448804129,-0.057342707484667195
attn_zeroed,3,mean_pooled,48950,-0.05684614239084329,0.01283326351892028,-4.429593634310878,9.461521085979941e-6,-0.0819994986729544,-0.03169278610873218
attn_zeroed,3,words_only,48950,-0.0729745527459003,0.012317728633020187,-5.924351389774663,3.156221059067322e-9,-0.09711745423280017,-0.04883165125900042
attn_zeroed,4,individual,48950,-0.09183084218067243,0.011976034727926254,-7.667883758431091,1.7807558364786637e-14,-0.11530401935920895,-0.06835766500213591
attn_zeroed,4,mean_pooled,48950,-0.057645149096444345,0.012527321553913276,-4.601554198825302,4.2040046212210845e-6,-0.0821988553179045,-0.03309144287498419
attn_zeroed,4,words_only,48950,-0.08400731469866926,0.012078108126537507,-6.955337195077096,3.561205822304953e-12,-0.10768055700938431,-0.06033407238795421
attn_zeroed,5,individual,48950,-0.07568106945592805,0.011803690309526558,-6.411644788312274,1.452655284950908e-10,-0.09881644942856682,-0.052545689483289276
attn_zeroed,5,mean_pooled,48950,-0.06078508785841028,0.012367172372259889,-4.915035226221469,8.905301415832054e-7,-0.08502489968983651,-0.036545276026984055
attn_zeroed,5,words_only,48950,-0.07778008248505043,0.011929476620693219,-6.519991191409925,7.099361151964472e-11,-0.10116200519372223,-0.05439815977637863
attn_zeroed,6,individual,48950,-0.07996746722780494,0.011476552522753045,-6.967899730277364,3.257614378839434e-12,-0.10246165306522441,-0.057473281390385475
attn_zeroed,6,mean_pooled,48950,-0.06519378314146318,0.012045973184063053,-5.412081045283683,6.258841452923014e-8,-0.08880404056482098,-0.04158352571810538
attn_zeroed,6,words_only,48950,-0.0716791323940943,0.011682471176921153,-6.135613887556358,8.547940306560355e-10,-0.09457692135754536,-0.048781343430643255
attn_zeroed,7,individual,48950,-0.06682499524472668,0.01158909901278949,-5.7661941770434435,8.156788606718811e-9,-0.08953977360391695,-0.044110216885536416
attn_zeroed,7,mean_pooled,48950,-0.059324681214877516,0.011964823476494519,-4.958257957706084,7.136555304658909e-7,-0.08277588420101824,-0.035873478228736794
attn_zeroed,7,words_only,48950,-0.05940796146186801,0.011545112146398202,-5.145724069939145,2.6751781735264483e-7,-0.08203652501525752,-0.036779397908478506
attn_zeroed,8,individual,48950,-0.06915789658317063,0.011282657694592357,-6.129575003974213,8.878506923935624e-10,-0.09127204614323992,-0.04704374702310135
attn_zeroed,8,mean_pooled,48950,-0.075912381801248,0.01183357950038081,-6.414997406220587,1.421070148436937e-10,-0.09910634496010691,-0.05271841864238909
attn_zeroed,8,words_only,48950,-0.0664303298626276,0.011294570322033723,-5.881616384559021,4.089114916103941e-9,-0.08856782832080429,-0.04429283140445092
attn_zeroed,9,individual,48950,-0.08770054506262573,0.011359641426193728,-7.720362093507693,1.181933432924674e-14,-0.10996558369514652,-0.06543550643010494
attn_zeroed,9,mean_pooled,48950,-0.06694928777472751,0.011782322997460579,-5.682180652249727,1.3374126725590416e-8,-0.09004278754967579,-0.04385578799977924
attn_zeroed,9,words_only,48950,-0.07554215028864338,0.011428603492606866,-6.609919605445355,3.8846548504727875e-11,-0.0979423554299702,-0.05314194514731656
attn_zeroed,10,individual,48950,-0.08172892110169226,0.011446526036609141,-7.140063355493245,9.458243226669356e-13,-0.10416425465241444,-0.05929358755097009
attn_zeroed,10,mean_pooled,48950,-0.048044092003787196,0.011845109005002515,-4.05602784942687,4.9991569515597994e-5,-0.07126065313525677,-0.02482753087231762
attn_zeroed,10,words_only,48950,-0.07072676914036921,0.011559333842603143,-6.118585214633931,9.51236388283673e-10,-0.0933832073953926,-0.048070330885345826
attn_zeroed,11,individual,48950,-0.06689007228069718,0.011626302562220144,-5.753340059982401,8.801740644152668e-9,-0.08967777005998731,-0.044102374501407055
attn_zeroed,11,mean_pooled,48950,-0.06575846943865017,0.011869653610050034,-5.540049575075424,3.039378045990246e-8,-0.08902313830161405,-0.04249380057568629
attn_zeroed,11,words_only,48950,-0.07688685386512886,0.011531682770353808,-6.667444413472178,2.6305323227653287e-11,-0.09948909567426423,-0.054284612055993504
attn_zeroed,12,individual,48950,-0.07834458195488868,0.011586564301995294,-6.761674980856676,1.379324101538738e-11,-0.10105439224936302,-0.055634771660414334
attn_zeroed,12,mean_pooled,48950,-0.06992926039093576,0.011974297658966723,-5.839946724438621,5.25465865297823e-9,-0.09339903289268361,-0.04645948788918791
attn_zeroed,12,words_only,48950,-0.08744856317824667,0.011443085995281781,-7.642043694708185,2.1768333835687198e-14,-0.10987715420513579,-0.06501997215135756
default,0,individual,48950,0.021714147445925272,0.012811074559117577,1.6949512974671919,0.09009102073381663,-0.003395718198701162,0.0468240130905517
default,0,mean_pooled,48950,0.08051392561082982,0.013583974688287525,5.92712570940309,3.103414617205717e-9,0.05388916608976742,0.10713868513189222
default,0,words_only,48950,-0.0016397208125262467,0.012850981395706442,-0.1275949876539455,0.898470022132561,-0.026827804353740853,0.023548362728688363
default,1,individual,48950,0.026125621317485866,0.012926509032578326,2.021088698552887,0.04327601661739085,7.895026676191519e-4,0.05146173996735258
default,1,mean_pooled,48950,0.05289540250724703,0.013150647971074767,4.022265870365628,5.77273759304886e-5,0.0271199687472072,0.07867083626728685
default,1,words_only,48950,0.024486552630500594,0.01280465564502152,1.9123163722111514,0.05584145768861993,-6.107318625766384e-4,0.04958383712357783
default,2,individual,48950,0.020416159584794275,0.012828186524583906,1.5915078523116886,0.11150178729014792,-0.004727245725204662,0.04555956489479321
default,2,mean_pooled,48950,0.047097734404716776,0.013119761160123481,3.5898316920483864,3.3121484422701575e-4,0.021382839178708486,0.07281262963072507
default,2,words_only,48950,0.014720631901512321,0.012801984008567944,1.149871136509801,0.250202568508841,-0.010371416150851756,0.0398126799538764
default,3,individual,48950,0.01911912939386277,0.012882556339885118,1.4841098994202628,0.1377862064881471,-0.006130841431076912,0.04436910021880246
default,3,mean_pooled,48950,0.06319041885344927,0.012931864367452233,4.886412125732703,1.0301420694762207e-6,0.037843803680551236,0.0885370340263473
default,3,words_only,48950,0.006993673656879802,0.012771348475169919,0.5476065170782017,0.58396461042991,-0.018038328368585745,0.03202567568234535
default,4,individual,48950,0.019216731050836672,0.012678548516210452,1.5156885684719095,0.12960457698210154,-0.00563338189963003,0.044066844001303375
default,4,mean_pooled,48950,0.07182321251223306,0.012876886224654162,5.5776847957792715,2.4502499741961846e-8,0.046584355183743806,0.09706206984072231
