condition,layer,mode,split,k,mean_r2,sd_r2
default,24,mean_pooled,pair_novel,1,0.066617,0.002721
default,24,mean_pooled,pair_novel,2,0.097533,0.003102
default,24,mean_pooled,pair_novel,3,0.126405,0.004052
default,24,mean_pooled,pair_novel,4,0.144516,0.003805
default,24,mean_pooled,pair_novel,5,0.156161,0.003821
default,24,mean_pooled,pair_novel,6,0.167169,0.004569
default,24,mean_pooled,pair_novel,7,0.175198,0.004288
default,24,mean_pooled,pair_novel,8,0.179765,0.003871
default,24,mean_pooled,pair_novel,9,0.184366,0.003901
default,24,mean_pooled,pair_novel,10,0.188387,0.003346
default,24,mean_pooled,pair_novel,11,0.190393,0.003195
default,24,mean_pooled,pair_novel,12,0.192093,0.003222
default,24,mean_pooled,pair_novel,13,0.19342,0.003216
default,24,mean_pooled,pair_novel,14,0.194736,0.003192
default,24,mean_pooled,pair_novel,15,0.195736,0.003222
default,24,mean_pooled,word_novel,1,0.059172,0.008604
default,24,mean_pooled,word_novel,2,0.085159,0.014723
default,24,mean_pooled,word_novel,3,0.101973,0.016014
default,24,mean_pooled,word_novel,4,0.113165,0.015266
default,24,mean_pooled,word_novel,5,0.120258,0.017473
default,24,mean_pooled,word_novel,6,0.125221,0.018986
default,24,mean_pooled,word_novel,7,0.127502,0.020356
default,24,mean_pooled,word_novel,8,0.128387,0.019461
default,24,mean_pooled,word_novel,9,0.129401,0.02032
default,24,mean_pooled,word_novel,10,0.131848,0.02048
default,24,mean_pooled,word_novel,11,0.131672,0.020708
default,24,mean_pooled,word_novel,12,0.132194,0.020259
default,24,mean_pooled,word_novel,13,0.132076,0.020148
default,24,mean_pooled,word_novel,14,0.132358,0.020236
default,24,mean_pooled,word_novel,15,0.132272,0.020111
default,24,words_only,pair_novel,1,0.05107,0.001783
default,24,words_only,pair_novel,2,0.102223,0.001952
default,24,words_only,pair_novel,3,0.12629,0.002909
default,24,words_only,pair_novel,4,0.144163,0.003089
default,24,words_only,pair_novel,5,0.155864,0.003352
default,24,words_only,pair_novel,6,0.16344,0.003488
default,24,words_only,pair_novel,7,0.169131,0.003481
default,24,words_only,pair_novel,8,0.173068,0.003535
default,24,words_only,pair_novel,9,0.175755,0.003507
default,24,words_only,pair_novel,10,0.17771,0.003504
default,24,words_only,pair_novel,11,0.179243,0.003484
default,24,words_only,pair_novel,12,0.180153,0.00361
default,24,words_only,pair_novel,13,0.181114,0.003809
default,24,words_only,pair_novel,14,0.181761,0.003969
default,24,words_only,pair_novel,15,0.182313,0.004088
default,24,words_only,word_novel,1,0.049385,0.010366
default,24,words_only,word_novel,2,0.090358,0.012879
default,24,words_only,word_novel,3,0.106319,0.014296
default,24,words_only,word_novel,4,0.118252,0.014951
default,24,words_only,word_novel,5,0.124594,0.014496
default,24,words_only,word_novel,6,0.129053,0.014818
default,24,words_only,word_novel,7,0.13108,0.012742
default,24,words_only,word_novel,8,0.13304,0.013279
default,24,words_only,word_novel,9,0.133077,0.012857
default,24,words_only,word_novel,10,0.134035,0.013639
default,24,words_only,word_novel,11,0.134188,0.013167
default,24,words_only,word_novel,12,0.134554,0.012881
default,24,words_only,word_novel,13,0.134926,0.012895
default,24,words_only,word_novel,14,0.135503,0.012412
default,24,words_only,word_novel,15,0.135466,0.013012
attn_zeroed,24,mean_pooled,pair_novel,1,0.056564,0.003298
attn_zeroed,24,mean_pooled,pair_novel,2,0.077106,0.003192
attn_zeroed,24,mean_pooled,pair_novel,3,0.110228,0.003488
attn_zeroed,24,mean_pooled,pair_novel,4,0.132869,0.003324
attn_zeroed,24,mean_pooled,pair_novel,5,0.143569,0.003301
attn_zeroed,24,mean_pooled,pair_novel,6,0.156175,0.003244
attn_zeroed,24,mean_pooled,pair_novel,7,0.165811,0.003641
attn_zeroed,24,mean_pooled,pair_novel,8,0.17266,0.003348
attn_zeroed,24,mean_pooled,pair_novel,9,0.177275,0.003176
attn_zeroed,24,mean_pooled,pair_novel,10,0.181154,0.003342
attn_zeroed,24,mean_pooled,pair_novel,11,0.184364,0.00338
attn_zeroed,24,mean_pooled,pair_novel,12,0.186356,0.003451
attn_zeroed,24,mean_pooled,pair_novel,13,0.187977,0.003448
attn_zeroed,24,mean_pooled,pair_novel,14,0.18908,0.003652
attn_zeroed,24,mean_pooled,pair_novel,15,0.189862,0.003567
attn_zeroed,24,mean_pooled,word_novel,1,0.041654,0.018891
attn_zeroed,24,mean_pooled,word_novel,2,0.053335,0.020432
attn_zeroed,24,mean_pooled,word_novel,3,0.067467,0.019395
attn_zeroed,24,mean_pooled,word_novel,4,0.075735,0.014974
attn_zeroed,24,mean_pooled,word_novel,5,0.080159,0.011627
attn_zeroed,24,mean_pooled,word_novel,6,0.085786,0.012298
attn_zeroed,24,mean_pooled,word_novel,7,0.089815,0.015728
attn_zeroed,24,mean_pooled,word_novel,8,0.093068,0.017483
attn_zeroed,24,mean_pooled,word_novel,9,0.094933,0.016828
attn_zeroed,24,mean_pooled,word_novel,10,0.095869,0.016917
attn_zeroed,24,mean_pooled,word_novel,11,0.095901,0.017123
attn_zeroed,24,mean_pooled,word_novel,12,0.096765,0.017578
attn_zeroed,24,mean_pooled,word_novel,13,0.097564,0.0175
attn_zeroed,24,mean_pooled,word_novel,14,0.097957,0.016933
attn_zeroed,24,mean_pooled,word_novel,15,0.097718,0.017411
attn_zeroed,24,words_only,pair_novel,1,0.047615,0.001637
attn_zeroed,24,words_only,pair_novel,2,0.086913,0.002826
attn_zeroed,24,words_only,pair_novel,3,0.113814,0.002981
attn_zeroed,24,words_only,pair_novel,4,0.13378,0.002697
attn_zeroed,24,words_only,pair_novel,5,0.146445,0.002903
attn_zeroed,24,words_only,pair_novel,6,0.154537,0.002932
attn_zeroed,24,words_only,pair_novel,7,0.160911,0.003095
attn_zeroed,24,words_only,pair_novel,8,0.166426,0.002615
attn_zeroed,24,words_only,pair_novel,9,0.169574,0.00262
attn_zeroed,24,words_only,pair_novel,10,0.171995,0.002884
attn_zeroed,24,words_only,pair_novel,11,0.173995,0.00305
attn_zeroed,24,words_only,pair_novel,12,0.175062,0.003021
attn_zeroed,24,words_only,pair_novel,13,0.176238,0.002954
attn_zeroed,24,words_only,pair_novel,14,0.176978,0.003017
attn_zeroed,24,words_only,pair_novel,15,0.177579,0.003122
attn_zeroed,24,words_only,word_novel,1,0.042988,0.009367
attn_zeroed,24,words_only,word_novel,2,0.073695,0.01434
attn_zeroed,24,words_only,word_novel,3,0.0904,0.015759
attn_zeroed,24,words_only,word_novel,4,0.100778,0.016862
attn_zeroed,24,words_only,word_novel,5,0.107502,0.01747
attn_zeroed,24,words_only,word_novel,6,0.111642,0.017794
attn_zeroed,24,words_only,word_novel,7,0.115044,0.017653
attn_zeroed,24,words_only,word_novel,8,0.117983,0.018752
attn_zeroed,24,words_only,word_novel,9,0.118577,0.019162
attn_zeroed,24,words_only,word_novel,10,0.119639,0.017638
attn_zeroed,24,words_only,word_novel,11,0.120752,0.017388
attn_zeroed,24,words_only,word_novel,12,0.121495,0.016084
attn_zeroed,24,words_only,word_novel,13,0.122184,0.016519
attn_zeroed,24,words_only,word_novel,14,0.122976,0.016215
attn_zeroed,24,words_only,word_novel,15,0.122981,0.016923
