fold,epoch,train_loss
0,1,23.445043411644534
0,2,21.991905005107252
0,3,21.20402451481103
0,4,20.615494126659858
0,5,20.04423391215526
0,6,19.571243615934627
0,7,19.162169305413688
0,8,18.767053115423902
0,9,18.41808988764045
0,10,18.05699693564862
0,11,17.7458133299285
0,12,17.44372191011236
0,13,17.162026302349336
0,14,16.867028855975484
0,15,16.608832992849848
0,16,16.348737231869254
0,17,16.083665730337078
0,18,15.84045837589377
0,19,15.620500510725229
0,20,15.371358529111339
0,21,15.152710674157303
0,22,14.943309499489274
0,23,14.743861082737487
0,24,14.534249233912155
0,25,14.318608273748723
0,26,14.129284984678243
0,27,13.944788049029622
0,28,13.781611338100102
0,29,13.589307967313585
0,30,13.411828396322779
0,31,13.23248340143003
0,32,13.07991573033708
0,33,12.93748595505618
0,34,12.776929264555669
0,35,12.611348314606742
0,36,12.472545965270685
0,37,12.336140194075588
0,38,12.194788049029622
0,39,12.053160112359551
0,40,11.911500255362615
0,41,11.784230081716037
0,42,11.654227528089887
0,43,11.542259959141981
0,44,11.426804136874361
0,45,11.308337589376915
0,46,11.167289325842697
0,47,11.074946373850869
0,48,10.966049540347294
0,49,10.832051838610827
0,50,10.735579673135852
0,51,10.651493232890704
0,52,10.569012385086824
0,53,10.456919050051072
0,54,10.343969611848825
0,55,10.248798518896834
0,56,10.1636421092952
0,57,10.071646450459653
0,58,9.988290985699694
0,59,9.87894024514811
0,60,9.822002681307456
0,61,9.738481230847803
0,62,9.66918922369765
0,63,9.568642747701736
0,64,9.500965909090908
0,65,9.414784218590398
0,66,9.35798391215526
0,67,9.30557073544433
0,68,9.23012704290092
0,69,9.147293794688458
0,70,9.100317926455567
0,71,9.019124106230848
0,72,8.96772791113381
0,73,8.918825970377936
0,74,8.82724846782431
0,75,8.80235188968335
0,76,8.732731741573033
0,77,8.666919050051073
0,78,8.600122574055158
0,79,8.541945863125639
0,80,8.518927477017364
0,81,8.48217313585291
0,82,8.395625638406537
0,83,8.365886746680285
0,84,8.302338483146068
0,85,8.270233018386108
0,86,8.222851123595506
0,87,8.145021705822268
0,88,8.115526046986721
0,89,8.081780515832483
0,90,8.033534218590399
0,91,7.99710993360572
0,92,7.936238508682329
0,93,7.900283452502554
0,94,7.865340270684372
0,95,7.80886746680286
0,96,7.775874616956077
0,97,7.7718360572012255
0,98,7.731294050051073
0,99,7.683339504596527
0,100,7.626128064351379
0,101,7.572526813074566
0,102,7.542316138917262
0,103,7.521733912155261
0,104,7.500116189989786
0,105,7.453321629213483
0,106,7.425959525025537
0,107,7.395974208375894
0,108,7.355335801838611
0,109,7.328511235955056
0,110,7.3085482635342185
0,111,7.277841547497446
0,112,7.236706460674157
0,113,7.222262512768131
0,114,7.16644024514811
0,115,7.133935137895812
0,116,7.124996807967314
0,117,7.097877936670072
0,118,7.06171284473953
0,119,7.033017747701736
0,120,7.007870914198161
0,121,6.9851640704800815
0,122,6.9549559499489275
0,123,6.922697906026558
0,124,6.896082099080695
0,125,6.8842039070480086
0,126,6.845534346271706
0,127,6.845357507660879
0,128,6.8127808988764045
0,129,6.777211440245148
0,130,6.739129213483146
0,131,6.723431435137896
0,132,6.6888093718079675
0,133,6.679344356486211
0,134,6.660090653728294
0,135,6.621107635342186
0,136,6.6102042900919304
0,137,6.586343207354443
0,138,6.577997318692543
0,139,6.540624361593463
0,140,6.534099846782431
0,141,6.508442926455567
0,142,6.49434435648621
0,143,6.479503319713994
0,144,6.4405694586312565
0,145,6.438191394279878
0,146,6.4000268130745654
0,147,6.388813202247191
0,148,6.367959014300307
0,149,6.34454417773238
0,150,6.330706077630235
0,151,6.313623595505618
0,152,6.3032916241062305
0,153,6.286531537282942
0,154,6.264516726251276
0,155,6.240042773237998
0,156,6.216570480081716
0,157,6.193145429009193
0,158,6.19744828907048
0,159,6.171031664964249
0,160,6.160587972420838
0,161,6.1378715526046985
0,162,6.1234493105209395
0,163,6.104908069458631
0,164,6.088352272727272
0,165,6.073501659856997
0,166,6.07124297752809
0,167,6.059894662921348
0,168,6.046920326864147
0,169,6.0289198161389175
0,170,6.011194458631256
0,171,5.993887895812053
0,172,5.971641343207354
0,173,5.962242722165475
0,174,5.941145939734423
0,175,5.942312946884576
0,176,5.909518641470888
0,177,5.8982699182839635
0,178,5.904180924412666
0,179,5.878687436159346
0,180,5.8607201225740555
0,181,5.851274897854954
0,182,5.836761363636364
0,183,5.834427987742594
0,184,5.817667262512768
0,185,5.798317160367723
0,186,5.776453013278856
0,187,5.772339121552605
0,188,5.757394662921349
0,189,5.746485572012258
0,190,5.730548391215526
0,191,5.7079813585291115
0,192,5.7114708886619
0,193,5.7053223953013275
0,194,5.685119382022472
0,195,5.664477783452503
0,196,5.661341930541369
0,197,5.639406281920327
0,198,5.622554264555669
0,199,5.636556435137896
0,200,5.606944586312564
