input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_train_r
concat,pair_novel,10,200,306037.8,34004.2,0.402328,0.00528,0.161893,0.004239,0.337881,0.004681,0.629733
