input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_train_r
concat,word_novel,10,39.5,275479.4,3445.8,0.362259,0.035608,0.132373,0.02561,0.321456,0.030906,0.563068
