input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_test_acc,std_test_acc,mean_train_r
concat,word_novel,10,23.6,275487.3,3453.7,-0.00139,0.016859,0.000258,0.000271,-0.005572,0.016026,0.498339,0.007388,0.038662
