condition,layer,mode,split,k,mean_r2,sd_r2
default,24,mean_pooled,pair_novel,1,0.205989,0.004841
default,24,mean_pooled,pair_novel,2,0.283267,0.00461
default,24,mean_pooled,pair_novel,3,0.314453,0.003473
default,24,mean_pooled,pair_novel,4,0.343601,0.003266
default,24,mean_pooled,pair_novel,5,0.369227,0.003156
default,24,mean_pooled,pair_novel,6,0.386909,0.0056
default,24,mean_pooled,pair_novel,7,0.400435,0.004407
default,24,mean_pooled,pair_novel,8,0.421289,0.005189
default,24,mean_pooled,pair_novel,9,0.432461,0.00598
default,24,mean_pooled,pair_novel,10,0.447996,0.006446
default,24,mean_pooled,pair_novel,11,0.458481,0.006146
default,24,mean_pooled,pair_novel,12,0.469674,0.006618
default,24,mean_pooled,pair_novel,13,0.477032,0.006357
default,24,mean_pooled,pair_novel,14,0.484293,0.005753
default,24,mean_pooled,pair_novel,15,0.491343,0.005594
default,24,mean_pooled,word_novel,1,0.202889,0.03084
default,24,mean_pooled,word_novel,2,0.271599,0.049069
default,24,mean_pooled,word_novel,3,0.292669,0.049564
default,24,mean_pooled,word_novel,4,0.312971,0.047831
default,24,mean_pooled,word_novel,5,0.325813,0.050699
default,24,mean_pooled,word_novel,6,0.337711,0.048952
default,24,mean_pooled,word_novel,7,0.347632,0.044801
default,24,mean_pooled,word_novel,8,0.36042,0.042656
default,24,mean_pooled,word_novel,9,0.369055,0.044339
default,24,mean_pooled,word_novel,10,0.380558,0.044707
default,24,mean_pooled,word_novel,11,0.388179,0.042087
default,24,mean_pooled,word_novel,12,0.395452,0.045527
default,24,mean_pooled,word_novel,13,0.400843,0.041504
default,24,mean_pooled,word_novel,14,0.40355,0.0413
default,24,mean_pooled,word_novel,15,0.407507,0.042375
default,24,words_only,pair_novel,1,0.020883,0.00108
default,24,words_only,pair_novel,2,0.03788,0.001946
default,24,words_only,pair_novel,3,0.067304,0.003173
default,24,words_only,pair_novel,4,0.082464,0.003851
default,24,words_only,pair_novel,5,0.095997,0.003671
default,24,words_only,pair_novel,6,0.106905,0.003831
default,24,words_only,pair_novel,7,0.121142,0.004522
default,24,words_only,pair_novel,8,0.132431,0.003753
default,24,words_only,pair_novel,9,0.140895,0.003508
default,24,words_only,pair_novel,10,0.15442,0.003529
default,24,words_only,pair_novel,11,0.16446,0.003914
default,24,words_only,pair_novel,12,0.178045,0.004123
default,24,words_only,pair_novel,13,0.186874,0.004893
default,24,words_only,pair_novel,14,0.192858,0.004835
default,24,words_only,pair_novel,15,0.199717,0.005245
default,24,words_only,word_novel,1,0.022715,0.007855
default,24,words_only,word_novel,2,0.03523,0.009757
default,24,words_only,word_novel,3,0.056733,0.016703
default,24,words_only,word_novel,4,0.067175,0.023989
default,24,words_only,word_novel,5,0.072423,0.01923
default,24,words_only,word_novel,6,0.077599,0.02125
default,24,words_only,word_novel,7,0.082606,0.020381
default,24,words_only,word_novel,8,0.085625,0.019752
default,24,words_only,word_novel,9,0.088283,0.017296
default,24,words_only,word_novel,10,0.091509,0.014937
default,24,words_only,word_novel,11,0.093165,0.015261
default,24,words_only,word_novel,12,0.096469,0.013758
default,24,words_only,word_novel,13,0.098868,0.014923
default,24,words_only,word_novel,14,0.100994,0.016052
default,24,words_only,word_novel,15,0.104425,0.017541
attn_zeroed,24,mean_pooled,pair_novel,1,0.285881,0.006281
attn_zeroed,24,mean_pooled,pair_novel,2,0.356298,0.0068
attn_zeroed,24,mean_pooled,pair_novel,3,0.393163,0.007426
attn_zeroed,24,mean_pooled,pair_novel,4,0.426408,0.007918
attn_zeroed,24,mean_pooled,pair_novel,5,0.445857,0.007576
attn_zeroed,24,mean_pooled,pair_novel,6,0.470917,0.007142
attn_zeroed,24,mean_pooled,pair_novel,7,0.489339,0.006752
attn_zeroed,24,mean_pooled,pair_novel,8,0.507833,0.006625
attn_zeroed,24,mean_pooled,pair_novel,9,0.523891,0.006258
attn_zeroed,24,mean_pooled,pair_novel,10,0.537179,0.006451
attn_zeroed,24,mean_pooled,pair_novel,11,0.550346,0.006813
attn_zeroed,24,mean_pooled,pair_novel,12,0.562703,0.007501
attn_zeroed,24,mean_pooled,pair_novel,13,0.572827,0.007138
attn_zeroed,24,mean_pooled,pair_novel,14,0.580691,0.007002
attn_zeroed,24,mean_pooled,pair_novel,15,0.588032,0.006555
attn_zeroed,24,mean_pooled,word_novel,1,0.282836,0.026299
attn_zeroed,24,mean_pooled,word_novel,2,0.345091,0.031036
attn_zeroed,24,mean_pooled,word_novel,3,0.377581,0.043137
attn_zeroed,24,mean_pooled,word_novel,4,0.408701,0.048007
attn_zeroed,24,mean_pooled,word_novel,5,0.424091,0.04187
attn_zeroed,24,mean_pooled,word_novel,6,0.444854,0.040742
attn_zeroed,24,mean_pooled,word_novel,7,0.459631,0.037428
attn_zeroed,24,mean_pooled,word_novel,8,0.474051,0.037901
attn_zeroed,24,mean_pooled,word_novel,9,0.485383,0.03551
attn_zeroed,24,mean_pooled,word_novel,10,0.498104,0.032868
attn_zeroed,24,mean_pooled,word_novel,11,0.507645,0.034806
attn_zeroed,24,mean_pooled,word_novel,12,0.51611,0.036553
attn_zeroed,24,mean_pooled,word_novel,13,0.522787,0.037472
attn_zeroed,24,mean_pooled,word_novel,14,0.530064,0.036742
attn_zeroed,24,mean_pooled,word_novel,15,0.535506,0.038893
attn_zeroed,24,words_only,pair_novel,1,0.017692,0.000968
attn_zeroed,24,words_only,pair_novel,2,0.033605,0.00189
attn_zeroed,24,words_only,pair_novel,3,0.059891,0.003108
attn_zeroed,24,words_only,pair_novel,4,0.076567,0.004149
attn_zeroed,24,words_only,pair_novel,5,0.090004,0.004031
attn_zeroed,24,words_only,pair_novel,6,0.099972,0.004299
attn_zeroed,24,words_only,pair_novel,7,0.11673,0.005139
attn_zeroed,24,words_only,pair_novel,8,0.125377,0.004722
attn_zeroed,24,words_only,pair_novel,9,0.135701,0.004249
attn_zeroed,24,words_only,pair_novel,10,0.148935,0.004481
attn_zeroed,24,words_only,pair_novel,11,0.158786,0.004734
attn_zeroed,24,words_only,pair_novel,12,0.172501,0.005153
attn_zeroed,24,words_only,pair_novel,13,0.18043,0.005622
attn_zeroed,24,words_only,pair_novel,14,0.185742,0.005386
attn_zeroed,24,words_only,pair_novel,15,0.192412,0.005812
attn_zeroed,24,words_only,word_novel,1,0.019146,0.006202
attn_zeroed,24,words_only,word_novel,2,0.030864,0.007918
attn_zeroed,24,words_only,word_novel,3,0.049636,0.013313
attn_zeroed,24,words_only,word_novel,4,0.060963,0.019813
attn_zeroed,24,words_only,word_novel,5,0.065965,0.01709
attn_zeroed,24,words_only,word_novel,6,0.070608,0.019767
attn_zeroed,24,words_only,word_novel,7,0.075635,0.019348
attn_zeroed,24,words_only,word_novel,8,0.077984,0.020563
attn_zeroed,24,words_only,word_novel,9,0.080837,0.019651
attn_zeroed,24,words_only,word_novel,10,0.083426,0.015727
attn_zeroed,24,words_only,word_novel,11,0.084882,0.016335
attn_zeroed,24,words_only,word_novel,12,0.088606,0.015592
attn_zeroed,24,words_only,word_novel,13,0.090638,0.016084
attn_zeroed,24,words_only,word_novel,14,0.092615,0.016446
attn_zeroed,24,words_only,word_novel,15,0.09529,0.018077
