condition,layer,mode,split,k,mean_r2,sd_r2
default,12,mean_pooled,pair_novel,1,0.110253,0.005134
default,12,mean_pooled,pair_novel,2,0.196825,0.005209
default,12,mean_pooled,pair_novel,3,0.239692,0.005631
default,12,mean_pooled,pair_novel,4,0.265196,0.005878
default,12,mean_pooled,pair_novel,5,0.292104,0.006434
default,12,mean_pooled,pair_novel,6,0.315641,0.006296
default,12,mean_pooled,pair_novel,7,0.334795,0.005808
default,12,mean_pooled,pair_novel,8,0.352647,0.005554
default,12,mean_pooled,pair_novel,9,0.365988,0.005946
default,12,mean_pooled,pair_novel,10,0.3792,0.005623
default,12,mean_pooled,pair_novel,11,0.392938,0.005458
default,12,mean_pooled,pair_novel,12,0.4013,0.005975
default,12,mean_pooled,pair_novel,13,0.410957,0.005913
default,12,mean_pooled,pair_novel,14,0.415029,0.006087
default,12,mean_pooled,pair_novel,15,0.421623,0.006109
default,12,mean_pooled,word_novel,1,0.10176,0.031901
default,12,mean_pooled,word_novel,2,0.175114,0.03567
default,12,mean_pooled,word_novel,3,0.211367,0.031658
default,12,mean_pooled,word_novel,4,0.234945,0.034059
default,12,mean_pooled,word_novel,5,0.254624,0.03391
default,12,mean_pooled,word_novel,6,0.269789,0.034268
default,12,mean_pooled,word_novel,7,0.281541,0.036982
default,12,mean_pooled,word_novel,8,0.293727,0.033484
default,12,mean_pooled,word_novel,9,0.30107,0.034454
default,12,mean_pooled,word_novel,10,0.310763,0.033866
default,12,mean_pooled,word_novel,11,0.319922,0.032631
default,12,mean_pooled,word_novel,12,0.325084,0.030697
default,12,mean_pooled,word_novel,13,0.331172,0.02954
default,12,mean_pooled,word_novel,14,0.333209,0.028544
default,12,mean_pooled,word_novel,15,0.332617,0.027609
default,12,words_only,pair_novel,1,0.021046,0.001252
default,12,words_only,pair_novel,2,0.035208,0.001562
default,12,words_only,pair_novel,3,0.067142,0.003195
default,12,words_only,pair_novel,4,0.082753,0.004151
default,12,words_only,pair_novel,5,0.0954,0.005088
default,12,words_only,pair_novel,6,0.111112,0.004611
default,12,words_only,pair_novel,7,0.1191,0.004934
default,12,words_only,pair_novel,8,0.129696,0.00572
default,12,words_only,pair_novel,9,0.136411,0.005677
default,12,words_only,pair_novel,10,0.144053,0.005681
default,12,words_only,pair_novel,11,0.151143,0.005487
default,12,words_only,pair_novel,12,0.158488,0.00532
default,12,words_only,pair_novel,13,0.164521,0.004988
default,12,words_only,pair_novel,14,0.170278,0.00511
default,12,words_only,pair_novel,15,0.176297,0.005069
default,12,words_only,word_novel,1,0.020626,0.013083
default,12,words_only,word_novel,2,0.033091,0.015463
default,12,words_only,word_novel,3,0.051331,0.018288
default,12,words_only,word_novel,4,0.057153,0.016927
default,12,words_only,word_novel,5,0.062846,0.021298
default,12,words_only,word_novel,6,0.070145,0.023889
default,12,words_only,word_novel,7,0.073665,0.024142
default,12,words_only,word_novel,8,0.078181,0.023493
default,12,words_only,word_novel,9,0.079241,0.022094
default,12,words_only,word_novel,10,0.078188,0.02354
default,12,words_only,word_novel,11,0.078538,0.022894
default,12,words_only,word_novel,12,0.080691,0.025245
default,12,words_only,word_novel,13,0.081448,0.025153
default,12,words_only,word_novel,14,0.079833,0.020308
default,12,words_only,word_novel,15,0.081155,0.016944
attn_zeroed,12,mean_pooled,pair_novel,1,0.173765,0.006989
attn_zeroed,12,mean_pooled,pair_novel,2,0.232574,0.007654
attn_zeroed,12,mean_pooled,pair_novel,3,0.2834,0.006715
attn_zeroed,12,mean_pooled,pair_novel,4,0.335734,0.007646
attn_zeroed,12,mean_pooled,pair_novel,5,0.373438,0.007714
attn_zeroed,12,mean_pooled,pair_novel,6,0.415865,0.007094
attn_zeroed,12,mean_pooled,pair_novel,7,0.463287,0.007173
attn_zeroed,12,mean_pooled,pair_novel,8,0.494474,0.007252
attn_zeroed,12,mean_pooled,pair_novel,9,0.515892,0.007495
attn_zeroed,12,mean_pooled,pair_novel,10,0.531524,0.006705
attn_zeroed,12,mean_pooled,pair_novel,11,0.546906,0.00751
attn_zeroed,12,mean_pooled,pair_novel,12,0.55984,0.007393
attn_zeroed,12,mean_pooled,pair_novel,13,0.570474,0.007379
attn_zeroed,12,mean_pooled,pair_novel,14,0.579526,0.006671
attn_zeroed,12,mean_pooled,pair_novel,15,0.587292,0.006678
attn_zeroed,12,mean_pooled,word_novel,1,0.16633,0.040604
attn_zeroed,12,mean_pooled,word_novel,2,0.228732,0.045726
attn_zeroed,12,mean_pooled,word_novel,3,0.273554,0.046234
attn_zeroed,12,mean_pooled,word_novel,4,0.318491,0.036704
attn_zeroed,12,mean_pooled,word_novel,5,0.351224,0.03492
attn_zeroed,12,mean_pooled,word_novel,6,0.392691,0.038436
attn_zeroed,12,mean_pooled,word_novel,7,0.4329,0.039767
attn_zeroed,12,mean_pooled,word_novel,8,0.460243,0.028263
attn_zeroed,12,mean_pooled,word_novel,9,0.482151,0.019393
attn_zeroed,12,mean_pooled,word_novel,10,0.496041,0.020362
attn_zeroed,12,mean_pooled,word_novel,11,0.510342,0.026203
attn_zeroed,12,mean_pooled,word_novel,12,0.524501,0.027103
attn_zeroed,12,mean_pooled,word_novel,13,0.534996,0.023493
attn_zeroed,12,mean_pooled,word_novel,14,0.544766,0.024468
attn_zeroed,12,mean_pooled,word_novel,15,0.553921,0.023651
attn_zeroed,12,words_only,pair_novel,1,0.023758,0.001415
attn_zeroed,12,words_only,pair_novel,2,0.038722,0.001841
attn_zeroed,12,words_only,pair_novel,3,0.068511,0.003624
attn_zeroed,12,words_only,pair_novel,4,0.083898,0.004401
attn_zeroed,12,words_only,pair_novel,5,0.096475,0.005102
attn_zeroed,12,words_only,pair_novel,6,0.113018,0.005094
attn_zeroed,12,words_only,pair_novel,7,0.122395,0.005119
attn_zeroed,12,words_only,pair_novel,8,0.132797,0.005947
attn_zeroed,12,words_only,pair_novel,9,0.13992,0.005995
attn_zeroed,12,words_only,pair_novel,10,0.147269,0.006072
attn_zeroed,12,words_only,pair_novel,11,0.154567,0.005748
attn_zeroed,12,words_only,pair_novel,12,0.161974,0.005616
attn_zeroed,12,words_only,pair_novel,13,0.168073,0.005383
attn_zeroed,12,words_only,pair_novel,14,0.173955,0.005554
attn_zeroed,12,words_only,pair_novel,15,0.180069,0.005555
attn_zeroed,12,words_only,word_novel,1,0.023566,0.014586
attn_zeroed,12,words_only,word_novel,2,0.037486,0.017059
attn_zeroed,12,words_only,word_novel,3,0.055328,0.022332
attn_zeroed,12,words_only,word_novel,4,0.059903,0.018581
attn_zeroed,12,words_only,word_novel,5,0.065204,0.02061
attn_zeroed,12,words_only,word_novel,6,0.072544,0.023145
attn_zeroed,12,words_only,word_novel,7,0.076824,0.023444
attn_zeroed,12,words_only,word_novel,8,0.081937,0.02496
attn_zeroed,12,words_only,word_novel,9,0.083384,0.024018
attn_zeroed,12,words_only,word_novel,10,0.082153,0.025088
attn_zeroed,12,words_only,word_novel,11,0.082158,0.024073
attn_zeroed,12,words_only,word_novel,12,0.083998,0.024474
attn_zeroed,12,words_only,word_novel,13,0.085019,0.024457
attn_zeroed,12,words_only,word_novel,14,0.082671,0.018684
attn_zeroed,12,words_only,word_novel,15,0.084496,0.01606
