condition,layer,mode,split,k,mean_r2,sd_r2
default,24,mean_pooled,pair_novel,1,0.079736,0.002798
default,24,mean_pooled,pair_novel,2,0.115183,0.004506
default,24,mean_pooled,pair_novel,3,0.138624,0.004822
default,24,mean_pooled,pair_novel,4,0.15296,0.004466
default,24,mean_pooled,pair_novel,5,0.162117,0.004813
default,24,mean_pooled,pair_novel,6,0.170033,0.005016
default,24,mean_pooled,pair_novel,7,0.175126,0.004838
default,24,mean_pooled,pair_novel,8,0.178952,0.004977
default,24,mean_pooled,pair_novel,9,0.181098,0.005266
default,24,mean_pooled,pair_novel,10,0.183055,0.004986
default,24,mean_pooled,pair_novel,11,0.184582,0.005136
default,24,mean_pooled,pair_novel,12,0.185568,0.005103
default,24,mean_pooled,pair_novel,13,0.186267,0.004941
default,24,mean_pooled,pair_novel,14,0.186688,0.004929
default,24,mean_pooled,pair_novel,15,0.187062,0.004884
default,24,mean_pooled,word_novel,1,0.072761,0.010735
default,24,mean_pooled,word_novel,2,0.098191,0.013428
default,24,mean_pooled,word_novel,3,0.111238,0.018552
default,24,mean_pooled,word_novel,4,0.118372,0.016813
default,24,mean_pooled,word_novel,5,0.122622,0.019643
default,24,mean_pooled,word_novel,6,0.123568,0.01828
default,24,mean_pooled,word_novel,7,0.123385,0.018459
default,24,mean_pooled,word_novel,8,0.124131,0.018414
default,24,mean_pooled,word_novel,9,0.124656,0.018636
default,24,mean_pooled,word_novel,10,0.124985,0.018945
default,24,mean_pooled,word_novel,11,0.12481,0.019207
default,24,mean_pooled,word_novel,12,0.124992,0.019041
default,24,mean_pooled,word_novel,13,0.125089,0.019315
default,24,mean_pooled,word_novel,14,0.125959,0.0198
default,24,mean_pooled,word_novel,15,0.125754,0.019792
default,24,words_only,pair_novel,1,0.050666,0.0021
default,24,words_only,pair_novel,2,0.107993,0.002691
default,24,words_only,pair_novel,3,0.135223,0.003193
default,24,words_only,pair_novel,4,0.151788,0.003522
default,24,words_only,pair_novel,5,0.160845,0.003493
default,24,words_only,pair_novel,6,0.165067,0.00335
default,24,words_only,pair_novel,7,0.169122,0.002801
default,24,words_only,pair_novel,8,0.171581,0.003276
default,24,words_only,pair_novel,9,0.173352,0.00338
default,24,words_only,pair_novel,10,0.17462,0.003105
default,24,words_only,pair_novel,11,0.17546,0.00322
default,24,words_only,pair_novel,12,0.176113,0.003321
default,24,words_only,pair_novel,13,0.176577,0.003317
default,24,words_only,pair_novel,14,0.176891,0.003206
default,24,words_only,pair_novel,15,0.177139,0.003209
default,24,words_only,word_novel,1,0.049212,0.012868
default,24,words_only,word_novel,2,0.091462,0.015779
default,24,words_only,word_novel,3,0.110742,0.017931
default,24,words_only,word_novel,4,0.117853,0.017807
default,24,words_only,word_novel,5,0.12385,0.018932
default,24,words_only,word_novel,6,0.124204,0.019044
default,24,words_only,word_novel,7,0.127575,0.019919
default,24,words_only,word_novel,8,0.128103,0.019565
default,24,words_only,word_novel,9,0.128486,0.018652
default,24,words_only,word_novel,10,0.129211,0.018987
default,24,words_only,word_novel,11,0.129227,0.018381
default,24,words_only,word_novel,12,0.129619,0.018141
default,24,words_only,word_novel,13,0.129623,0.018066
default,24,words_only,word_novel,14,0.129781,0.017982
default,24,words_only,word_novel,15,0.12966,0.018322
attn_zeroed,24,mean_pooled,pair_novel,1,0.064331,0.00224
attn_zeroed,24,mean_pooled,pair_novel,2,0.081993,0.002739
attn_zeroed,24,mean_pooled,pair_novel,3,0.114496,0.004276
attn_zeroed,24,mean_pooled,pair_novel,4,0.130281,0.005265
attn_zeroed,24,mean_pooled,pair_novel,5,0.148762,0.005211
attn_zeroed,24,mean_pooled,pair_novel,6,0.160458,0.005251
attn_zeroed,24,mean_pooled,pair_novel,7,0.167571,0.004934
attn_zeroed,24,mean_pooled,pair_novel,8,0.172332,0.005232
attn_zeroed,24,mean_pooled,pair_novel,9,0.175466,0.005206
attn_zeroed,24,mean_pooled,pair_novel,10,0.17808,0.005477
attn_zeroed,24,mean_pooled,pair_novel,11,0.180134,0.00575
attn_zeroed,24,mean_pooled,pair_novel,12,0.181493,0.005733
attn_zeroed,24,mean_pooled,pair_novel,13,0.182449,0.00554
attn_zeroed,24,mean_pooled,pair_novel,14,0.183089,0.005582
attn_zeroed,24,mean_pooled,pair_novel,15,0.1836,0.00556
attn_zeroed,24,mean_pooled,word_novel,1,0.045621,0.014601
attn_zeroed,24,mean_pooled,word_novel,2,0.057599,0.015565
attn_zeroed,24,mean_pooled,word_novel,3,0.072936,0.021381
attn_zeroed,24,mean_pooled,word_novel,4,0.076038,0.018126
attn_zeroed,24,mean_pooled,word_novel,5,0.083339,0.017147
attn_zeroed,24,mean_pooled,word_novel,6,0.087565,0.016483
attn_zeroed,24,mean_pooled,word_novel,7,0.090632,0.016504
attn_zeroed,24,mean_pooled,word_novel,8,0.092575,0.017374
attn_zeroed,24,mean_pooled,word_novel,9,0.093502,0.017502
attn_zeroed,24,mean_pooled,word_novel,10,0.093191,0.017928
attn_zeroed,24,mean_pooled,word_novel,11,0.092981,0.017431
attn_zeroed,24,mean_pooled,word_novel,12,0.092201,0.018019
attn_zeroed,24,mean_pooled,word_novel,13,0.092521,0.018305
attn_zeroed,24,mean_pooled,word_novel,14,0.092507,0.018455
attn_zeroed,24,mean_pooled,word_novel,15,0.092,0.018097
attn_zeroed,24,words_only,pair_novel,1,0.046773,0.00185
attn_zeroed,24,words_only,pair_novel,2,0.092207,0.001579
attn_zeroed,24,words_only,pair_novel,3,0.120927,0.001891
attn_zeroed,24,words_only,pair_novel,4,0.138412,0.002018
attn_zeroed,24,words_only,pair_novel,5,0.151848,0.001831
attn_zeroed,24,words_only,pair_novel,6,0.157812,0.001617
attn_zeroed,24,words_only,pair_novel,7,0.162675,0.001685
attn_zeroed,24,words_only,pair_novel,8,0.166434,0.001725
attn_zeroed,24,words_only,pair_novel,9,0.168852,0.001624
attn_zeroed,24,words_only,pair_novel,10,0.170508,0.001565
attn_zeroed,24,words_only,pair_novel,11,0.171617,0.001624
attn_zeroed,24,words_only,pair_novel,12,0.172487,0.001547
attn_zeroed,24,words_only,pair_novel,13,0.173135,0.001471
attn_zeroed,24,words_only,pair_novel,14,0.17351,0.001571
attn_zeroed,24,words_only,pair_novel,15,0.1738,0.001586
attn_zeroed,24,words_only,word_novel,1,0.038851,0.010195
attn_zeroed,24,words_only,word_novel,2,0.070777,0.012621
attn_zeroed,24,words_only,word_novel,3,0.0885,0.0122
attn_zeroed,24,words_only,word_novel,4,0.098282,0.014362
attn_zeroed,24,words_only,word_novel,5,0.104115,0.013169
attn_zeroed,24,words_only,word_novel,6,0.106732,0.014922
attn_zeroed,24,words_only,word_novel,7,0.108893,0.014507
attn_zeroed,24,words_only,word_novel,8,0.111328,0.013257
attn_zeroed,24,words_only,word_novel,9,0.111765,0.01287
attn_zeroed,24,words_only,word_novel,10,0.112432,0.012039
attn_zeroed,24,words_only,word_novel,11,0.11268,0.012556
attn_zeroed,24,words_only,word_novel,12,0.112998,0.013054
attn_zeroed,24,words_only,word_novel,13,0.113124,0.012166
attn_zeroed,24,words_only,word_novel,14,0.112845,0.01181
attn_zeroed,24,words_only,word_novel,15,0.112973,0.012381
