condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,12,mean_pooled,pair_novel,0.587377,0.004557,10,21.7,27.7
default,12,mean_pooled,word_novel,0.522178,0.021382,10,22.2,28.2
default,12,words_only,pair_novel,0.570055,0.006274,10,13.4,19.4
default,12,words_only,word_novel,0.507119,0.02076,10,13.1,19.1
attn_zeroed,12,mean_pooled,pair_novel,0.603536,0.004686,10,36.1,42.1
attn_zeroed,12,mean_pooled,word_novel,0.52688,0.021616,10,36.8,42.8
attn_zeroed,12,words_only,pair_novel,0.605364,0.005884,10,15.2,21.2
attn_zeroed,12,words_only,word_novel,0.535156,0.016808,10,14.1,20.1
default,0,mean_pooled,pair_novel,0.469321,0.007657,10,29.8,35.8
default,0,mean_pooled,word_novel,0.332517,0.024523,10,33.8,39.8
default,0,words_only,pair_novel,0.474311,0.005916,10,12.7,18.7
default,0,words_only,word_novel,0.319017,0.025427,10,12.2,18.2
default,1,mean_pooled,pair_novel,0.550145,0.0056,10,27.9,33.9
default,1,mean_pooled,word_novel,0.440149,0.026645,10,27.2,33.2
default,1,words_only,pair_novel,0.536038,0.006195,10,14.1,20.1
default,1,words_only,word_novel,0.416767,0.026857,10,14.1,20.1
default,2,mean_pooled,pair_novel,0.567245,0.008164,10,25.8,31.8
default,2,mean_pooled,word_novel,0.465092,0.020675,10,28.0,34.0
default,2,words_only,pair_novel,0.551282,0.005452,10,14.8,20.8
default,2,words_only,word_novel,0.445698,0.023167,10,15.0,21.0
default,3,mean_pooled,pair_novel,0.589929,0.00754,10,28.5,34.5
default,3,mean_pooled,word_novel,0.503162,0.028787,10,29.1,35.1
default,3,words_only,pair_novel,0.572259,0.005907,10,20.7,26.7
default,3,words_only,word_novel,0.487172,0.02222,10,22.4,28.4
default,4,mean_pooled,pair_novel,0.605818,0.006679,10,34.6,40.6
default,4,mean_pooled,word_novel,0.534927,0.02203,10,36.6,42.6
default,4,words_only,pair_novel,0.586545,0.007323,10,28.8,34.8
