condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,24,mean_pooled,pair_novel,4e-05,3.8e-05,10,7.1,13.1
default,24,mean_pooled,word_novel,0.000291,0.000268,10,6.4,12.4
default,24,words_only,pair_novel,5.7e-05,7.4e-05,10,3.5,9.5
default,24,words_only,word_novel,0.000365,0.000347,10,3.8,9.8
attn_zeroed,24,mean_pooled,pair_novel,2.7e-05,3.3e-05,10,10.9,16.9
attn_zeroed,24,mean_pooled,word_novel,0.000274,0.000496,10,12.6,18.6
attn_zeroed,24,words_only,pair_novel,3.2e-05,2.5e-05,10,2.9,8.9
attn_zeroed,24,words_only,word_novel,0.000451,0.000426,10,3.7,9.7
default,0,mean_pooled,pair_novel,5.1e-05,7.9e-05,10,7.1,13.1
default,0,mean_pooled,word_novel,0.000195,0.000213,10,9.4,15.4
default,0,words_only,pair_novel,1.5e-05,1.7e-05,10,1.8,7.8
default,0,words_only,word_novel,0.000133,0.000154,10,1.8,7.8
default,1,mean_pooled,pair_novel,2.9e-05,2.7e-05,10,7.4,13.4
default,1,mean_pooled,word_novel,0.000106,9.4e-05,10,8.3,14.3
default,1,words_only,pair_novel,5e-05,5.3e-05,10,2.0,8.0
default,1,words_only,word_novel,0.000517,0.000482,10,2.7,8.7
default,2,mean_pooled,pair_novel,3.3e-05,3.6e-05,10,7.1,13.1
default,2,mean_pooled,word_novel,0.000258,0.000446,10,6.9,12.9
default,2,words_only,pair_novel,1.8e-05,1.2e-05,10,2.5,8.5
default,2,words_only,word_novel,0.00035,0.000782,10,2.4,8.4
default,3,mean_pooled,pair_novel,1.3e-05,1.4e-05,10,7.7,13.7
default,3,mean_pooled,word_novel,0.000269,0.000313,10,7.6,13.6
default,3,words_only,pair_novel,1.7e-05,2.8e-05,10,2.2,8.2
default,3,words_only,word_novel,0.000125,0.000182,10,2.7,8.7
default,4,mean_pooled,pair_novel,4.8e-05,3.2e-05,10,7.9,13.9
default,4,mean_pooled,word_novel,0.000108,0.000115,10,7.7,13.7
default,4,words_only,pair_novel,4.3e-05,8.5e-05,10,3.3,9.3
default,4,words_only,word_novel,0.000222,0.000263,10,3.9,9.9
default,5,mean_pooled,pair_novel,1.8e-05,1.6e-05,10,9.1,15.1
default,5,mean_pooled,word_novel,0.000293,0.000269,10,9.0,15.0
default,5,words_only,pair_novel,3.7e-05,3.2e-05,10,4.5,10.5
