fold,n_train,n_test,train_r,train_r2,test_r,test_r2,test_rho,test_acc,stopped_epoch
0,279306,3086,0.06335,0.004013,-0.023116,0.000534,-0.020786,0.497408,22
1,271560,3838,0.045252,0.002048,-0.010105,0.000102,-0.013333,0.501042,21
2,273072,3787,0.058785,0.003456,0.004103,1.7e-05,0.014203,0.506734,22
3,277277,3203,0.064902,0.004212,-0.027175,0.000738,-0.04067,0.494224,22
4,273362,3746,0.058591,0.003433,-0.015272,0.000233,-0.013126,0.502136,22
5,275538,3408,0.039818,0.001586,-0.012369,0.000153,-0.015313,0.494718,21
6,272895,3839,0.055015,0.003027,0.003353,1.1e-05,0.008174,0.520969,22
7,278245,3162,0.06108,0.003731,-0.016808,0.000283,-0.020394,0.492726,22
8,276139,3294,0.038967,0.001518,0.027072,0.000733,0.019769,0.5,21
9,277479,3174,0.045822,0.0021,-0.005741,3.3e-05,-0.006504,0.488028,21
