fold,n_train,n_test,train_r,train_r2,test_r,test_r2,test_rho,test_acc,stopped_epoch
0,279306,3086,0.557932,0.311289,0.161862,0.026199,0.177439,0.570642,126
1,271560,3838,0.544843,0.296854,0.245546,0.060293,0.231737,0.577905,100
2,273072,3787,0.521922,0.272402,0.3029,0.091748,0.273711,0.589121,126
3,277277,3203,0.560643,0.31432,0.221649,0.049128,0.217311,0.572276,134
4,273362,3746,0.549953,0.302448,0.250903,0.062952,0.240766,0.579285,99
5,275538,3408,0.530357,0.281278,0.263989,0.06969,0.237934,0.570716,64
6,272895,3839,0.54357,0.295468,0.253569,0.064297,0.231568,0.583746,86
7,278245,3162,0.556978,0.310225,0.304315,0.092608,0.252288,0.577166,123
8,276139,3294,0.551787,0.304469,0.20281,0.041132,0.185891,0.565877,109
9,277479,3174,0.546816,0.299008,0.278022,0.077296,0.25216,0.57656,93
