condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,2.3e-05,3.1e-05,10,30.0,36.0
default,0,mean_pooled,word_novel,0.000387,0.000718,10,45.3,51.3
default,0,words_only,pair_novel,1.9e-05,2.9e-05,10,21.2,27.2
default,0,words_only,word_novel,0.000305,0.000399,10,25.5,31.5
default,1,mean_pooled,pair_novel,3.2e-05,4.2e-05,10,22.5,28.5
default,1,mean_pooled,word_novel,0.000109,0.000118,10,26.9,32.9
default,1,words_only,pair_novel,1.1e-05,1e-05,10,17.6,23.6
default,1,words_only,word_novel,0.000315,0.000397,10,18.0,24.0
default,2,mean_pooled,pair_novel,3.6e-05,4.5e-05,10,24.5,30.5
default,2,mean_pooled,word_novel,0.000397,0.000489,10,28.8,34.8
default,2,words_only,pair_novel,2.6e-05,2.1e-05,10,15.5,21.5
default,2,words_only,word_novel,0.000379,0.000429,10,19.3,25.3
default,3,mean_pooled,pair_novel,4.1e-05,5.1e-05,10,23.1,29.1
default,3,mean_pooled,word_novel,0.000367,0.000688,10,26.0,32.0
default,3,words_only,pair_novel,3.4e-05,2.5e-05,10,15.2,21.2
default,3,words_only,word_novel,0.000158,0.000179,10,20.3,26.3
default,4,mean_pooled,pair_novel,2.4e-05,4.2e-05,10,21.6,27.6
default,4,mean_pooled,word_novel,0.000199,0.000189,10,25.2,31.2
default,4,words_only,pair_novel,3.1e-05,3.4e-05,10,17.7,23.7
default,4,words_only,word_novel,0.000277,0.000337,10,20.3,26.3
default,5,mean_pooled,pair_novel,2.3e-05,2.7e-05,10,18.8,24.8
default,5,mean_pooled,word_novel,0.000473,0.000351,10,22.1,28.1
default,5,words_only,pair_novel,3.9e-05,3.3e-05,10,14.7,20.7
default,5,words_only,word_novel,0.000328,0.000479,10,17.7,23.7
default,6,mean_pooled,pair_novel,4.6e-05,6.6e-05,10,22.9,28.9
default,6,mean_pooled,word_novel,0.000281,0.000359,10,21.7,27.7
default,6,words_only,pair_novel,2.2e-05,2.8e-05,10,15.7,21.7
default,6,words_only,word_novel,0.000512,0.000576,10,16.8,22.8
default,7,mean_pooled,pair_novel,1.8e-05,1.9e-05,10,18.7,24.7
default,7,mean_pooled,word_novel,0.000234,0.000268,10,23.0,29.0
default,7,words_only,pair_novel,4.8e-05,4.2e-05,10,12.9,18.9
default,7,words_only,word_novel,0.000193,0.00024,10,16.6,22.6
default,8,mean_pooled,pair_novel,1.5e-05,1.5e-05,10,15.2,21.2
default,8,mean_pooled,word_novel,0.000191,0.000233,10,20.4,26.4
