condition,layer,mode,split,k,mean_r2,sd_r2
default,16,mean_pooled,pair_novel,1,0.356705,0.006838
default,16,mean_pooled,pair_novel,2,0.416059,0.005866
default,16,mean_pooled,pair_novel,3,0.452216,0.005348
default,16,mean_pooled,pair_novel,4,0.477625,0.005424
default,16,mean_pooled,pair_novel,5,0.496943,0.004568
default,16,mean_pooled,pair_novel,6,0.510501,0.004515
default,16,mean_pooled,pair_novel,7,0.521123,0.004227
default,16,mean_pooled,pair_novel,8,0.528874,0.004647
default,16,mean_pooled,pair_novel,9,0.536593,0.003391
default,16,mean_pooled,pair_novel,10,0.543246,0.003223
default,16,mean_pooled,pair_novel,11,0.550394,0.003396
default,16,mean_pooled,pair_novel,12,0.55581,0.003763
default,16,mean_pooled,pair_novel,13,0.560724,0.003683
default,16,mean_pooled,pair_novel,14,0.56472,0.003397
default,16,mean_pooled,pair_novel,15,0.56845,0.003153
default,16,mean_pooled,word_novel,1,0.329915,0.040575
default,16,mean_pooled,word_novel,2,0.37172,0.032259
default,16,mean_pooled,word_novel,3,0.395992,0.030327
default,16,mean_pooled,word_novel,4,0.41237,0.027859
default,16,mean_pooled,word_novel,5,0.424409,0.028835
default,16,mean_pooled,word_novel,6,0.429028,0.034212
default,16,mean_pooled,word_novel,7,0.433082,0.035289
default,16,mean_pooled,word_novel,8,0.434486,0.034255
default,16,mean_pooled,word_novel,9,0.436126,0.035617
default,16,mean_pooled,word_novel,10,0.437941,0.033249
default,16,mean_pooled,word_novel,11,0.437232,0.032022
default,16,mean_pooled,word_novel,12,0.43587,0.033993
default,16,mean_pooled,word_novel,13,0.43594,0.030826
default,16,mean_pooled,word_novel,14,0.436307,0.030923
default,16,mean_pooled,word_novel,15,0.436407,0.030764
default,16,words_only,pair_novel,1,0.178706,0.005904
default,16,words_only,pair_novel,2,0.25285,0.004724
default,16,words_only,pair_novel,3,0.296574,0.003586
default,16,words_only,pair_novel,4,0.327173,0.004355
default,16,words_only,pair_novel,5,0.345442,0.004032
default,16,words_only,pair_novel,6,0.356994,0.004411
default,16,words_only,pair_novel,7,0.364384,0.004857
default,16,words_only,pair_novel,8,0.36985,0.005095
default,16,words_only,pair_novel,9,0.374697,0.004813
default,16,words_only,pair_novel,10,0.378849,0.004955
default,16,words_only,pair_novel,11,0.382026,0.004827
default,16,words_only,pair_novel,12,0.384348,0.004936
default,16,words_only,pair_novel,13,0.386335,0.004915
default,16,words_only,pair_novel,14,0.38806,0.004925
default,16,words_only,pair_novel,15,0.389609,0.004813
default,16,words_only,word_novel,1,0.120428,0.035781
default,16,words_only,word_novel,2,0.161221,0.031331
default,16,words_only,word_novel,3,0.195862,0.030384
default,16,words_only,word_novel,4,0.221701,0.028438
