input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_test_acc,std_test_acc,mean_train_r
diff,word_novel,10,21.2,275487.3,3453.7,-0.004944,0.013494,0.000188,0.000176,-0.007413,0.01678,0.498839,0.009576,0.056028
