fold,n_train,n_test,train_r,train_r2,test_r,test_r2,test_rho,test_acc,stopped_epoch
0,306037,34005,0.051107,0.002612,0.004101,1.7e-05,0.007374,0.505279,21
1,306037,34005,0.049966,0.002497,-0.006253,3.9e-05,-0.008731,0.496898,21
2,306038,34004,0.050442,0.002544,-0.001978,4e-06,-0.000127,0.502647,21
3,306038,34004,0.049273,0.002428,0.006833,4.7e-05,0.005556,0.501235,21
4,306038,34004,0.046118,0.002127,0.001582,3e-06,0.001436,0.502706,21
5,306038,34004,0.050475,0.002548,-0.001243,2e-06,0.000992,0.499529,21
6,306038,34004,0.05207,0.002711,0.004408,1.9e-05,0.008011,0.503264,21
7,306038,34004,0.048465,0.002349,-0.007073,5e-05,-0.005628,0.499471,21
8,306038,34004,0.04836,0.002339,-0.000132,0.0,0.000646,0.497236,21
9,306038,34004,0.050418,0.002542,-0.009535,9.1e-05,-0.006872,0.503147,21
