fold,n_train,n_test,r,r2,acc
1,40166,493,-0.034566,0.001195,0.474645
2,40129,499,0.023002,0.000529,0.519038
3,39267,606,-0.083097,0.006905,0.466997
4,39663,515,-0.01282,0.000164,0.497087
5,39495,529,-0.020762,0.000431,0.52552
6,39622,526,-0.069275,0.004799,0.446768
7,38849,632,-0.00106,1e-06,0.503165
8,39802,470,0.046972,0.002206,0.514894
9,39986,528,0.010245,0.000105,0.505682
10,39933,514,-0.02667,0.000711,0.488327
