label,condition,kind,decile,mid_log_freq_z,mid_log_freq,mid_freq,term,beta,lo,hi
BabyLM-125M,attn_zeroed,decile,1,-0.3123619778970425,0,1,y_pred,0.39599187259844787,0.3869124115906873,0.4051291477359754
BabyLM-125M,attn_zeroed,decile,1,-0.3123619778970425,0,1,rel_freq,0.36044115770187296,0.3424160232056036,0.37879857206776657
BabyLM-125M,attn_zeroed,decile,2,-0.3123619778970425,0,1,y_pred,0.39599187259844787,0.3869124115906873,0.4051291477359754
BabyLM-125M,attn_zeroed,decile,2,-0.3123619778970425,0,1,rel_freq,0.36044115770187296,0.3424160232056036,0.37879857206776657
BabyLM-125M,attn_zeroed,decile,3,-0.3123619778970425,0,1,y_pred,0.39599187259844787,0.3869124115906873,0.4051291477359754
BabyLM-125M,attn_zeroed,decile,3,-0.3123619778970425,0,1,rel_freq,0.36044115770187296,0.3424160232056036,0.37879857206776657
BabyLM-125M,attn_zeroed,decile,4,-0.3123619778970425,0,1,y_pred,0.39599187259844787,0.3869124115906873,0.4051291477359754
BabyLM-125M,attn_zeroed,decile,4,-0.3123619778970425,0,1,rel_freq,0.36044115770187296,0.3424160232056036,0.37879857206776657
BabyLM-125M,attn_zeroed,decile,5,-0.3123619778970425,0,1,y_pred,0.39599187259844787,0.3869124115906873,0.4051291477359754
BabyLM-125M,attn_zeroed,decile,5,-0.3123619778970425,0,1,rel_freq,0.36044115770187296,0.3424160232056036,0.37879857206776657
BabyLM-125M,attn_zeroed,decile,6,-0.3123619778970425,0,1,y_pred,0.39599187259844787,0.3869124115906873,0.4051291477359754
BabyLM-125M,attn_zeroed,decile,6,-0.3123619778970425,0,1,rel_freq,0.36044115770187296,0.3424160232056036,0.37879857206776657
BabyLM-125M,attn_zeroed,decile,7,-0.3123619778970425,0,1,y_pred,0.39599187259844787,0.3869124115906873,0.4051291477359754
BabyLM-125M,attn_zeroed,decile,7,-0.3123619778970425,0,1,rel_freq,0.36044115770187296,0.3424160232056036,0.37879857206776657
BabyLM-125M,attn_zeroed,decile,8,0.3807852026629028,0.6931471805599453,2,y_pred,0.37871246097268996,0.3696953283899572,0.38757727664368996
BabyLM-125M,attn_zeroed,decile,8,0.3807852026629028,0.6931471805599453,2,rel_freq,0.4902157314414036,0.4704039239440781,0.510566064007051
BabyLM-125M,attn_zeroed,decile,9,0.3807852026629028,0.6931471805599453,2,y_pred,0.37871246097268996,0.3696953283899572,0.38757727664368996
BabyLM-125M,attn_zeroed,decile,9,0.3807852026629028,0.6931471805599453,2,rel_freq,0.4902157314414036,0.4704039239440781,0.510566064007051
BabyLM-125M,attn_zeroed,decile,10,1.2970759345370577,1.6094379124341003,4.999999999999999,y_pred,0.35587032128147733,0.339646191506933,0.37235133693601025
BabyLM-125M,attn_zeroed,decile,10,1.2970759345370577,1.6094379124341003,4.999999999999999,rel_freq,0.6617683864697209,0.6199097617253456,0.7037785033337809
BabyLM-125M,attn_zeroed,grid,NA,-0.3123619778970425,0,1,y_pred,0.39599187259844787,0.3869124115906873,0.4051291477359754
BabyLM-125M,attn_zeroed,grid,NA,-0.3123619778970425,0,1,rel_freq,0.36044115770187296,0.3424160232056036,0.37879857206776657
BabyLM-125M,attn_zeroed,grid,NA,-0.2429247932533961,0.0694371846436464,1.071904727012578,y_pred,0.3942608784759268,0.38554179553931156,0.4029513615781722
BabyLM-125M,attn_zeroed,grid,NA,-0.2429247932533961,0.0694371846436464,1.071904727012578,rel_freq,0.37344154389910567,0.35628614029092415,0.39090057057707683
BabyLM-125M,attn_zeroed,grid,NA,-0.17348760860974968,0.13887436928729283,1.1489797437919094,y_pred,0.3925298843534057,0.3840654332574364,0.4009908576631293
BabyLM-125M,attn_zeroed,grid,NA,-0.17348760860974968,0.13887436928729283,1.1489797437919094,rel_freq,0.3864419300963384,0.3699183157601041,0.4033512706945468
BabyLM-125M,attn_zeroed,grid,NA,-0.10405042396610326,0.20831155393093925,1.2315968186122486,y_pred,0.39079889023088465,0.38270778435284847,0.39894733734153676
BabyLM-125M,attn_zeroed,grid,NA,-0.10405042396610326,0.20831155393093925,1.2315968186122486,rel_freq,0.39944231629357113,0.38329805465414113,0.4160899248319432
BabyLM-125M,attn_zeroed,grid,NA,-0.03461323932245686,0.27774873857458565,1.3201544516441217,y_pred,0.38906789610836356,0.3811131809332606,0.3971497249291453
BabyLM-125M,attn_zeroed,grid,NA,-0.03461323932245686,0.27774873857458565,1.3201544516441217,rel_freq,0.4124427024908039,0.3965536205650827,0.4290209077445816
BabyLM-125M,attn_zeroed,grid,NA,0.03482394532118954,0.34718592321823205,1.4150797971040319,y_pred,0.3873369019858425,0.3793322136757066,0.395290478054761
BabyLM-125M,attn_zeroed,grid,NA,0.03482394532118954,0.34718592321823205,1.4150797971040319,rel_freq,0.4254430886880366,0.4094669709202667,0.4419572601266175
BabyLM-125M,attn_zeroed,grid,NA,0.104261129964836,0.4166231078618785,1.5168307236158116,y_pred,0.3856059078633214,0.3775463585020691,0.3935836648395809
BabyLM-125M,attn_zeroed,grid,NA,0.104261129964836,0.4166231078618785,1.5168307236158116,rel_freq,0.43844347488526936,0.42201844032686875,0.4552990844473795
BabyLM-125M,attn_zeroed,grid,NA,0.1736983146084824,0.4860602925055249,1.6258980227216977,y_pred,0.38387491374080035,0.3756398537675628,0.3918940175842651
BabyLM-125M,attn_zeroed,grid,NA,0.1736983146084824,0.4860602925055249,1.6258980227216977,rel_freq,0.45144386108250206,0.4343324982968998,0.46887390350035346
BabyLM-125M,attn_zeroed,grid,NA,0.2431354992521288,0.5554974771491713,1.7428077761957919,y_pred,0.38214391961827926,0.37378265979157554,0.3903206838687556
BabyLM-125M,attn_zeroed,grid,NA,0.2431354992521288,0.5554974771491713,1.7428077761957919,rel_freq,0.4644442472797348,0.4465961041984831,0.4826812403585769
BabyLM-125M,attn_zeroed,grid,NA,0.31257268389577525,0.6249346617928178,1.8681238935785485,y_pred,0.38041292549575817,0.3717776192148389,0.3888446816066007
BabyLM-125M,attn_zeroed,grid,NA,0.31257268389577525,0.6249346617928178,1.8681238935785485,rel_freq,0.47744463347696753,0.45864979322868715,0.49660257463474067
BabyLM-125M,attn_zeroed,grid,NA,0.3820098685394216,0.6943718464364641,2.0024508321719883,y_pred,0.3786819313732371,0.3696605766553137,0.3875677001092792
BabyLM-125M,attn_zeroed,grid,NA,0.3820098685394216,0.6943718464364641,2.0024508321719883,rel_freq,0.4904450196742003,0.47060278895679186,0.5108139180668048
BabyLM-125M,attn_zeroed,grid,NA,0.45144705318306805,0.7638090310801106,2.146436512615425,y_pred,0.37695093725071604,0.36751433078831836,0.3862569342092235
BabyLM-125M,attn_zeroed,grid,NA,0.45144705318306805,0.7638090310801106,2.146436512615425,rel_freq,0.503445405871433,0.4822747783023972,0.5250603568508829
BabyLM-125M,attn_zeroed,grid,NA,0.5208842378267144,0.833246215723757,2.300775444104867,y_pred,0.37521994312819495,0.36532795891622727,0.38495706961360043
BabyLM-125M,attn_zeroed,grid,NA,0.5208842378267144,0.833246215723757,2.300775444104867,rel_freq,0.5164457920686657,0.4938802687186353,0.5393196324070375
BabyLM-125M,attn_zeroed,grid,NA,0.5903214224703608,0.9026834003674034,2.4662120743304703,y_pred,0.37348894900567386,0.36317035204308196,0.3836522757356095
BabyLM-125M,attn_zeroed,grid,NA,0.5903214224703608,0.9026834003674034,2.4662120743304703,rel_freq,0.5294461782658985,0.5055349897504297,0.5538361914784945
BabyLM-125M,attn_zeroed,grid,NA,0.6597586071140074,0.9721205850110499,2.6435443802903267,y_pred,0.3717579548831528,0.3609510438671791,0.38249759355389584
BabyLM-125M,attn_zeroed,grid,NA,0.6597586071140074,0.9721205850110499,2.6435443802903267,rel_freq,0.5424465644631312,0.5169386795981046,0.5683451095584573
BabyLM-125M,attn_zeroed,grid,NA,0.7291957917576537,1.0415577696546963,2.8336277173007374,y_pred,0.3700269607606317,0.3586865672880997,0.3813186284519349
BabyLM-125M,attn_zeroed,grid,NA,0.7291957917576537,1.0415577696546963,2.8336277173007374,rel_freq,0.555446950660364,0.528445712418989,0.5828532457930462
BabyLM-125M,attn_zeroed,grid,NA,0.7986329764013,1.1109949542983426,3.037378944768521,y_pred,0.36829596663811065,0.3564765201002351,0.380120209334866
BabyLM-125M,attn_zeroed,grid,NA,0.7986329764013,1.1109949542983426,3.037378944768521,rel_freq,0.5684473368575966,0.5398346453816184,0.5974278384537587
BabyLM-125M,attn_zeroed,grid,NA,0.8680701610449464,1.180432138941989,3.2557808486258537,y_pred,0.36656497251558956,0.35412381945312843,0.3789414589063247
BabyLM-125M,attn_zeroed,grid,NA,0.8680701610449464,1.180432138941989,3.2557808486258537,rel_freq,0.5814477230548294,0.5509792395354015,0.6125325408069437
BabyLM-125M,attn_zeroed,grid,NA,0.937507345688593,1.2498693235856355,3.489886881759076,y_pred,0.36483397839306847,0.35177815013436275,0.37782216554806725
BabyLM-125M,attn_zeroed,grid,NA,0.937507345688593,1.2498693235856355,3.489886881759076,rel_freq,0.5944481092520622,0.5622918941820928,0.6272945030467207
BabyLM-125M,attn_zeroed,grid,NA,1.0069445303322393,1.3193065082292819,3.7408262452967387,y_pred,0.36310298427054744,0.34950716665128695,0.37670353377882654
BabyLM-125M,attn_zeroed,grid,NA,1.0069445303322393,1.3193065082292819,3.7408262452967387,rel_freq,0.6074484954492949,0.5734707786622527,0.641736908990748
BabyLM-125M,attn_zeroed,grid,NA,1.0763817149758856,1.3887436928729282,4.009809335266288,y_pred,0.36137199014802635,0.3471338803054441,0.3756914531823178
BabyLM-125M,attn_zeroed,grid,NA,1.0763817149758856,1.3887436928729282,4.009809335266288,rel_freq,0.6204488816465276,0.5845859680424765,0.6565605731103389
BabyLM-125M,attn_zeroed,grid,NA,1.1458188996195322,1.4581808775165748,4.298133580891098,y_pred,0.35964099602550526,0.3448075909522103,0.37466814143223404
BabyLM-125M,attn_zeroed,grid,NA,1.1458188996195322,1.4581808775165748,4.298133580891098,rel_freq,0.6334492678437603,0.5957592343339078,0.6713972022743524
BabyLM-125M,attn_zeroed,grid,NA,1.2152560842631785,1.5276180621602211,4.607189702688666,y_pred,0.35791000190298417,0.34241661562659387,0.37356165742767733
BabyLM-125M,attn_zeroed,grid,NA,1.2152560842631785,1.5276180621602211,4.607189702688666,rel_freq,0.6464496540409931,0.6069812311705044,0.6861756003778063
BabyLM-125M,attn_zeroed,grid,NA,1.284693268906825,1.5970552468038675,4.938468420555655,y_pred,0.35617900778046313,0.34006272448916197,0.3725264500725519
BabyLM-125M,attn_zeroed,grid,NA,1.284693268906825,1.5970552468038675,4.938468420555655,rel_freq,0.6594500402382258,0.617976010502568,0.7010728919045589
BabyLM-125M,attn_zeroed,grid,NA,1.3541304535504715,1.666492431447514,5.293567644195948,y_pred,0.35444801365794204,0.33768423118391017,0.37145690640597584
BabyLM-125M,attn_zeroed,grid,NA,1.3541304535504715,1.666492431447514,5.293567644195948,rel_freq,0.6724504264354586,0.6289958870432693,0.7161858719571417
BabyLM-125M,attn_zeroed,grid,NA,1.4235676381941178,1.7359296160911604,5.674200180574473,y_pred,0.35271701953542095,0.3352351748485897,0.3703316299014443
BabyLM-125M,attn_zeroed,grid,NA,1.4235676381941178,1.7359296160911604,5.674200180574473,rel_freq,0.6854508126326913,0.6401754000124047,0.731165096379136
BabyLM-125M,attn_zeroed,grid,NA,1.4930048228377641,1.8053668007348067,6.0822019955734,y_pred,0.35098602541289986,0.33272850488988154,0.36934245970599017
BabyLM-125M,attn_zeroed,grid,NA,1.4930048228377641,1.8053668007348067,6.0822019955734,rel_freq,0.698451198829924,0.6512055046331079,0.7460237892822003
BabyLM-125M,attn_zeroed,grid,NA,1.5624420074814105,1.874803985378453,6.5195410697004625,y_pred,0.3492550312903788,0.33025100418694364,0.3682719474714908
BabyLM-125M,attn_zeroed,grid,NA,1.5624420074814105,1.874803985378453,6.5195410697004625,rel_freq,0.7114515850271567,0.6623633353406562,0.7610485006631164
BabyLM-125M,attn_zeroed,grid,NA,1.631879192125057,1.9442411700220996,6.988326890564566,y_pred,0.34752403716785774,0.327758895532912,0.36737756314441045
BabyLM-125M,attn_zeroed,grid,NA,1.631879192125057,1.9442411700220996,6.988326890564566,rel_freq,0.7244519712243894,0.6736039461884924,0.7758932280950763
