condition,layer,mode,split,mean_r2,sd_r2,n_folds,alpha_median,alpha_min,alpha_max,alpha_at_grid_max
default,12,mean_pooled,pair_novel,0.38939,0.006527,10,100.0,1.0,1000.0,0.0
default,12,mean_pooled,word_novel,0.251247,0.032495,10,100.0,100.0,100.0,0.0
default,12,words_only,pair_novel,0.26088,0.006784,10,100.0,1.0,1000.0,0.0
default,12,words_only,word_novel,0.148653,0.025423,10,1.0,1.0,1000.0,0.0
attn_zeroed,12,mean_pooled,pair_novel,0.73502,0.003914,10,55.0,1.0,100.0,0.0
attn_zeroed,12,mean_pooled,word_novel,0.701219,0.025745,10,1.0,1.0,100.0,0.0
attn_zeroed,12,words_only,pair_novel,0.261467,0.006826,10,100.0,1.0,1000.0,0.0
attn_zeroed,12,words_only,word_novel,0.149193,0.025222,10,1.0,1.0,1000.0,0.0
