condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,0.880146,0.013472,10,70.5,76.5
default,0,mean_pooled,word_novel,0.78482,0.03309,10,64.3,70.3
default,0,words_only,pair_novel,0.608165,0.025262,10,95.6,101.6
default,0,words_only,word_novel,0.159906,0.049401,10,90.2,96.2
default,1,mean_pooled,pair_novel,0.764586,0.02185,10,93.3,99.3
default,1,mean_pooled,word_novel,0.622089,0.032478,10,98.2,104.2
default,1,words_only,pair_novel,0.613236,0.024131,10,88.9,94.9
default,1,words_only,word_novel,0.201177,0.047566,10,91.6,97.6
default,2,mean_pooled,pair_novel,0.746514,0.020182,10,78.7,84.7
default,2,mean_pooled,word_novel,0.605851,0.023483,10,90.6,96.6
default,2,words_only,pair_novel,0.578485,0.030898,10,77.4,83.4
default,2,words_only,word_novel,0.197268,0.042363,10,88.9,94.9
default,3,mean_pooled,pair_novel,0.738222,0.022384,10,84.5,90.5
default,3,mean_pooled,word_novel,0.587754,0.040397,10,100.1,106.1
default,3,words_only,pair_novel,0.574144,0.021535,10,77.6,83.6
default,3,words_only,word_novel,0.189494,0.021685,10,93.0,99.0
default,4,mean_pooled,pair_novel,0.735818,0.019686,10,86.4,92.4
default,4,mean_pooled,word_novel,0.56737,0.041585,10,94.6,100.6
default,4,words_only,pair_novel,0.599739,0.025628,10,101.6,107.6
default,4,words_only,word_novel,0.185074,0.046828,10,93.3,99.3
default,5,mean_pooled,pair_novel,0.724917,0.022472,10,80.5,86.5
default,5,mean_pooled,word_novel,0.549764,0.066008,10,102.1,108.1
default,5,words_only,pair_novel,0.589557,0.032358,10,102.7,108.7
default,5,words_only,word_novel,0.179734,0.050157,10,99.7,105.7
default,6,mean_pooled,pair_novel,0.718782,0.02958,10,86.6,92.6
default,6,mean_pooled,word_novel,0.539945,0.02868,10,97.7,103.7
default,6,words_only,pair_novel,0.562823,0.040286,10,94.5,100.5
default,6,words_only,word_novel,0.166293,0.046527,10,94.3,100.3
default,7,mean_pooled,pair_novel,0.71465,0.02317,10,86.3,92.3
default,7,mean_pooled,word_novel,0.516744,0.02108,10,82.9,88.9
default,7,words_only,pair_novel,0.537873,0.038822,10,82.2,88.2
default,7,words_only,word_novel,0.158028,0.041433,10,87.6,93.6
default,8,mean_pooled,pair_novel,0.69784,0.040812,10,86.2,92.2
default,8,mean_pooled,word_novel,0.525403,0.054697,10,104.2,110.2
default,8,words_only,pair_novel,0.566308,0.031028,10,106.0,112.0
default,8,words_only,word_novel,0.171622,0.042641,10,109.6,115.6
default,9,mean_pooled,pair_novel,0.702044,0.023607,10,88.3,94.3
default,9,mean_pooled,word_novel,0.512743,0.038055,10,95.7,101.7
default,9,words_only,pair_novel,0.542541,0.034932,10,96.0,102.0
default,9,words_only,word_novel,0.16195,0.044284,10,100.4,106.4
default,10,mean_pooled,pair_novel,0.696631,0.014491,10,85.5,91.5
default,10,mean_pooled,word_novel,0.508834,0.039654,10,95.3,101.3
default,10,words_only,pair_novel,0.554103,0.041749,10,108.5,114.5
default,10,words_only,word_novel,0.165092,0.051035,10,106.3,112.3
default,11,mean_pooled,pair_novel,0.684501,0.030648,10,86.8,92.8
default,11,mean_pooled,word_novel,0.488864,0.049773,10,94.5,100.5
default,11,words_only,pair_novel,0.526547,0.050338,10,102.8,108.8
default,11,words_only,word_novel,0.163691,0.0473,10,112.1,118.1
default,12,mean_pooled,pair_novel,0.6884,0.021622,10,90.9,96.9
default,12,mean_pooled,word_novel,0.480405,0.062866,10,94.7,100.7
default,12,words_only,pair_novel,0.535091,0.041029,10,108.1,114.1
default,12,words_only,word_novel,0.159562,0.051406,10,110.8,116.8
default,13,mean_pooled,pair_novel,0.687673,0.027233,10,97.4,103.4
default,13,mean_pooled,word_novel,0.501344,0.050509,10,116.5,122.5
default,13,words_only,pair_novel,0.510967,0.0409,10,96.0,102.0
default,13,words_only,word_novel,0.151655,0.047432,10,109.1,115.1
default,14,mean_pooled,pair_novel,0.676689,0.021873,10,89.0,95.0
