condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,4.3e-05,5.1e-05,10,16.8,22.8
default,0,mean_pooled,word_novel,0.00027,0.000284,10,24.7,30.7
default,0,words_only,pair_novel,4.2e-05,5.4e-05,10,12.4,18.4
default,0,words_only,word_novel,0.000221,0.000199,10,15.9,21.9
default,1,mean_pooled,pair_novel,2.7e-05,3.8e-05,10,17.1,23.1
default,1,mean_pooled,word_novel,0.000737,0.001046,10,25.1,31.1
default,1,words_only,pair_novel,2.1e-05,2.7e-05,10,18.2,24.2
default,1,words_only,word_novel,0.000474,0.000432,10,21.7,27.7
default,2,mean_pooled,pair_novel,4.7e-05,5.6e-05,10,18.7,24.7
default,2,mean_pooled,word_novel,0.000233,0.000519,10,23.2,29.2
default,2,words_only,pair_novel,3.4e-05,3.8e-05,10,19.0,25.0
default,2,words_only,word_novel,0.000424,0.000545,10,25.3,31.3
default,3,mean_pooled,pair_novel,3.5e-05,4.9e-05,10,19.0,25.0
default,3,mean_pooled,word_novel,0.00023,0.000317,10,25.0,31.0
default,3,words_only,pair_novel,2.6e-05,3.4e-05,10,18.2,24.2
default,3,words_only,word_novel,0.000328,0.000573,10,22.4,28.4
default,4,mean_pooled,pair_novel,1.2e-05,1.4e-05,10,21.1,27.1
default,4,mean_pooled,word_novel,0.000262,0.000187,10,27.3,33.3
default,4,words_only,pair_novel,2.5e-05,4.2e-05,10,20.7,26.7
default,4,words_only,word_novel,0.000175,0.000165,10,24.7,30.7
default,5,mean_pooled,pair_novel,1.8e-05,2.2e-05,10,22.3,28.3
default,5,mean_pooled,word_novel,0.000242,0.00021,10,26.3,32.3
default,5,words_only,pair_novel,2.3e-05,2.7e-05,10,21.2,27.2
default,5,words_only,word_novel,0.00019,0.000277,10,23.6,29.6
default,6,mean_pooled,pair_novel,1.7e-05,2.2e-05,10,18.1,24.1
default,6,mean_pooled,word_novel,0.000422,0.000494,10,29.1,35.1
default,6,words_only,pair_novel,2.3e-05,2.4e-05,10,21.9,27.9
default,6,words_only,word_novel,0.000415,0.000594,10,26.8,32.8
default,7,mean_pooled,pair_novel,2.3e-05,2.8e-05,10,22.9,28.9
default,7,mean_pooled,word_novel,0.000302,0.000371,10,23.0,29.0
default,7,words_only,pair_novel,2.4e-05,3.2e-05,10,23.9,29.9
default,7,words_only,word_novel,0.000334,0.000344,10,28.1,34.1
default,8,mean_pooled,pair_novel,1.9e-05,1.5e-05,10,21.6,27.6
default,8,mean_pooled,word_novel,0.000332,0.000486,10,27.2,33.2
default,8,words_only,pair_novel,2.7e-05,2.3e-05,10,26.3,32.3
default,8,words_only,word_novel,0.000156,0.00018,10,28.4,34.4
default,9,mean_pooled,pair_novel,2.7e-05,3e-05,10,21.4,27.4
default,9,mean_pooled,word_novel,0.00028,0.000266,10,24.1,30.1
default,9,words_only,pair_novel,4.3e-05,4.3e-05,10,25.4,31.4
default,9,words_only,word_novel,0.000436,0.000394,10,23.3,29.3
default,10,mean_pooled,pair_novel,4.9e-05,5.5e-05,10,22.0,28.0
default,10,mean_pooled,word_novel,0.000195,0.000296,10,25.4,31.4
default,10,words_only,pair_novel,2.9e-05,2.9e-05,10,23.7,29.7
default,10,words_only,word_novel,0.00023,0.000202,10,26.3,32.3
default,11,mean_pooled,pair_novel,4.9e-05,8.9e-05,10,26.1,32.1
default,11,mean_pooled,word_novel,0.000212,0.000353,10,29.0,35.0
default,11,words_only,pair_novel,2.8e-05,3.1e-05,10,23.2,29.2
default,11,words_only,word_novel,0.000422,0.000685,10,28.5,34.5
default,12,mean_pooled,pair_novel,2.4e-05,1.7e-05,10,23.1,29.1
default,12,mean_pooled,word_novel,0.000373,0.000445,10,28.3,34.3
default,12,words_only,pair_novel,2.7e-05,2.8e-05,10,24.9,30.9
default,12,words_only,word_novel,0.000242,0.00034,10,30.7,36.7
default,13,mean_pooled,pair_novel,1.7e-05,1.9e-05,10,21.6,27.6
default,13,mean_pooled,word_novel,0.000331,0.000388,10,31.0,37.0
default,13,words_only,pair_novel,1.2e-05,1.6e-05,10,22.3,28.3
default,13,words_only,word_novel,0.000162,0.000184,10,34.0,40.0
default,14,mean_pooled,pair_novel,2.1e-05,2.9e-05,10,25.4,31.4
default,14,mean_pooled,word_novel,0.000305,0.00044,10,31.4,37.4
default,14,words_only,pair_novel,5.5e-05,7.2e-05,10,27.9,33.9
