input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_test_acc,std_test_acc,mean_train_r
diff,word_novel,10,43.0,275487.3,3453.7,0.326307,0.035303,0.107598,0.022972,0.29457,0.025651,0.594732,0.011892,0.492614
