fold,n_train,n_test,r,r2,acc
1,279306,3086,-0.019787,0.000392,0.510693
2,271560,3838,0.018164,0.00033,0.508859
3,273072,3787,0.03576,0.001279,0.500396
4,277277,3203,-0.006099,3.7e-05,0.493288
5,273362,3746,-0.014116,0.000199,0.499733
6,275538,3408,-0.007884,6.2e-05,0.496479
7,272895,3839,-0.015533,0.000241,0.499609
8,278245,3162,-0.000201,0.0,0.511385
9,276139,3294,0.027795,0.000773,0.515786
10,277479,3174,-0.046979,0.002207,0.494644
