fold,n_train,n_test,r,r2,acc
1,40166,493,-0.057593,0.003317,0.440162
2,40129,499,-0.037434,0.001401,0.521042
3,39267,606,0.034222,0.001171,0.5
4,39663,515,0.040663,0.001653,0.52233
5,39495,529,0.020304,0.000412,0.502836
6,39622,526,0.032819,0.001077,0.51711
7,38849,632,-0.025378,0.000644,0.498418
8,39802,470,0.017664,0.000312,0.506383
9,39986,528,0.038132,0.001454,0.511364
10,39933,514,-0.013504,0.000182,0.498054
