fold,n_train,n_test,train_r,train_r2,test_r,test_r2,test_rho,test_acc,stopped_epoch
0,306037,34005,0.046483,0.002161,-0.004961,2.5e-05,-0.003539,0.500485,23
1,306037,34005,0.041516,0.001724,-0.004776,2.3e-05,-0.003871,0.502456,23
2,306038,34004,0.04442,0.001973,-0.003564,1.3e-05,-0.001519,0.501235,23
3,306038,34004,0.054971,0.003022,-0.001902,4e-06,0.002014,0.503,25
4,306038,34004,0.040578,0.001647,0.006638,4.4e-05,0.006404,0.502647,23
5,306038,34004,0.029773,0.000886,-0.005558,3.1e-05,-0.004213,0.498912,22
6,306038,34004,0.032114,0.001031,0.003945,1.6e-05,0.003132,0.499059,22
7,306038,34004,0.03369,0.001135,0.001222,1e-06,0.001181,0.49603,22
8,306038,34004,0.036046,0.001299,0.002996,9e-06,0.005503,0.502059,23
9,306038,34004,0.029903,0.000894,0.005357,2.9e-05,0.00876,0.506029,22
