condition,layer,mode,split,k,mean_r2,sd_r2
default,16,mean_pooled,pair_novel,1,0.256648,0.005729
default,16,mean_pooled,pair_novel,2,0.329177,0.006613
default,16,mean_pooled,pair_novel,3,0.382564,0.006526
default,16,mean_pooled,pair_novel,4,0.413957,0.005966
default,16,mean_pooled,pair_novel,5,0.429354,0.005662
default,16,mean_pooled,pair_novel,6,0.440835,0.005324
default,16,mean_pooled,pair_novel,7,0.447948,0.005272
default,16,mean_pooled,pair_novel,8,0.45503,0.005196
default,16,mean_pooled,pair_novel,9,0.459053,0.005149
default,16,mean_pooled,pair_novel,10,0.462323,0.00538
default,16,mean_pooled,pair_novel,11,0.46402,0.005467
default,16,mean_pooled,pair_novel,12,0.465636,0.00565
default,16,mean_pooled,pair_novel,13,0.466955,0.005651
default,16,mean_pooled,pair_novel,14,0.467766,0.005592
default,16,mean_pooled,pair_novel,15,0.468346,0.005561
default,16,mean_pooled,word_novel,1,0.252516,0.021485
default,16,mean_pooled,word_novel,2,0.31238,0.026518
default,16,mean_pooled,word_novel,3,0.362145,0.030251
default,16,mean_pooled,word_novel,4,0.392982,0.026147
default,16,mean_pooled,word_novel,5,0.405945,0.025262
default,16,mean_pooled,word_novel,6,0.415171,0.026644
default,16,mean_pooled,word_novel,7,0.421214,0.025813
default,16,mean_pooled,word_novel,8,0.426973,0.026566
default,16,mean_pooled,word_novel,9,0.430815,0.027389
default,16,mean_pooled,word_novel,10,0.432863,0.028603
default,16,mean_pooled,word_novel,11,0.434313,0.027599
default,16,mean_pooled,word_novel,12,0.43449,0.027471
default,16,mean_pooled,word_novel,13,0.435734,0.027524
default,16,mean_pooled,word_novel,14,0.436032,0.027623
default,16,mean_pooled,word_novel,15,0.436527,0.028
default,16,words_only,pair_novel,1,0.209452,0.004262
default,16,words_only,pair_novel,2,0.303995,0.006292
default,16,words_only,pair_novel,3,0.35255,0.006794
default,16,words_only,pair_novel,4,0.371888,0.006349
default,16,words_only,pair_novel,5,0.386506,0.006388
default,16,words_only,pair_novel,6,0.399874,0.006758
default,16,words_only,pair_novel,7,0.40814,0.006481
default,16,words_only,pair_novel,8,0.41366,0.006236
default,16,words_only,pair_novel,9,0.417261,0.005774
default,16,words_only,pair_novel,10,0.420162,0.005482
default,16,words_only,pair_novel,11,0.42164,0.005417
default,16,words_only,pair_novel,12,0.422717,0.005345
default,16,words_only,pair_novel,13,0.423614,0.005266
default,16,words_only,pair_novel,14,0.4241,0.005172
default,16,words_only,pair_novel,15,0.424401,0.005151
default,16,words_only,word_novel,1,0.206793,0.018898
default,16,words_only,word_novel,2,0.29856,0.025788
default,16,words_only,word_novel,3,0.340047,0.023301
default,16,words_only,word_novel,4,0.353863,0.020622
default,16,words_only,word_novel,5,0.365879,0.021549
default,16,words_only,word_novel,6,0.377674,0.022224
default,16,words_only,word_novel,7,0.381548,0.020189
default,16,words_only,word_novel,8,0.384328,0.021375
default,16,words_only,word_novel,9,0.3871,0.020949
default,16,words_only,word_novel,10,0.388595,0.023051
default,16,words_only,word_novel,11,0.389867,0.022614
default,16,words_only,word_novel,12,0.390487,0.023161
default,16,words_only,word_novel,13,0.390987,0.023551
default,16,words_only,word_novel,14,0.391215,0.023531
default,16,words_only,word_novel,15,0.391568,0.023243
attn_zeroed,16,mean_pooled,pair_novel,1,0.245251,0.004087
attn_zeroed,16,mean_pooled,pair_novel,2,0.339113,0.003779
attn_zeroed,16,mean_pooled,pair_novel,3,0.390175,0.003755
attn_zeroed,16,mean_pooled,pair_novel,4,0.410315,0.004194
attn_zeroed,16,mean_pooled,pair_novel,5,0.43493,0.003931
attn_zeroed,16,mean_pooled,pair_novel,6,0.443761,0.003881
attn_zeroed,16,mean_pooled,pair_novel,7,0.454192,0.004001
attn_zeroed,16,mean_pooled,pair_novel,8,0.460861,0.00395
attn_zeroed,16,mean_pooled,pair_novel,9,0.466658,0.004217
attn_zeroed,16,mean_pooled,pair_novel,10,0.470613,0.004029
attn_zeroed,16,mean_pooled,pair_novel,11,0.47244,0.004083
attn_zeroed,16,mean_pooled,pair_novel,12,0.473991,0.003985
attn_zeroed,16,mean_pooled,pair_novel,13,0.475305,0.003836
attn_zeroed,16,mean_pooled,pair_novel,14,0.476071,0.004004
attn_zeroed,16,mean_pooled,pair_novel,15,0.476618,0.004052
attn_zeroed,16,mean_pooled,word_novel,1,0.244828,0.021391
attn_zeroed,16,mean_pooled,word_novel,2,0.330473,0.02654
attn_zeroed,16,mean_pooled,word_novel,3,0.381231,0.023265
attn_zeroed,16,mean_pooled,word_novel,4,0.399058,0.02394
attn_zeroed,16,mean_pooled,word_novel,5,0.416975,0.024541
attn_zeroed,16,mean_pooled,word_novel,6,0.422165,0.025894
attn_zeroed,16,mean_pooled,word_novel,7,0.427734,0.024373
attn_zeroed,16,mean_pooled,word_novel,8,0.432525,0.025584
attn_zeroed,16,mean_pooled,word_novel,9,0.434468,0.024647
attn_zeroed,16,mean_pooled,word_novel,10,0.434195,0.024357
attn_zeroed,16,mean_pooled,word_novel,11,0.434543,0.025229
attn_zeroed,16,mean_pooled,word_novel,12,0.435197,0.025231
attn_zeroed,16,mean_pooled,word_novel,13,0.435575,0.025473
attn_zeroed,16,mean_pooled,word_novel,14,0.435786,0.025987
