condition,layer,mode,split,k,mean_r2,sd_r2
default,16,mean_pooled,pair_novel,1,0.250518,0.005384
default,16,mean_pooled,pair_novel,2,0.313432,0.005071
default,16,mean_pooled,pair_novel,3,0.393488,0.003808
default,16,mean_pooled,pair_novel,4,0.419716,0.003431
default,16,mean_pooled,pair_novel,5,0.431503,0.003974
default,16,mean_pooled,pair_novel,6,0.442205,0.003967
default,16,mean_pooled,pair_novel,7,0.451664,0.004151
default,16,mean_pooled,pair_novel,8,0.456077,0.004411
default,16,mean_pooled,pair_novel,9,0.459327,0.00461
default,16,mean_pooled,pair_novel,10,0.46145,0.004732
default,16,mean_pooled,pair_novel,11,0.46301,0.004919
default,16,mean_pooled,pair_novel,12,0.464119,0.005101
default,16,mean_pooled,pair_novel,13,0.464744,0.005255
default,16,mean_pooled,pair_novel,14,0.465111,0.005274
default,16,mean_pooled,pair_novel,15,0.465388,0.00539
default,16,mean_pooled,word_novel,1,0.249662,0.029568
default,16,mean_pooled,word_novel,2,0.309856,0.023861
default,16,mean_pooled,word_novel,3,0.380839,0.021105
default,16,mean_pooled,word_novel,4,0.405192,0.022669
default,16,mean_pooled,word_novel,5,0.41291,0.024047
default,16,mean_pooled,word_novel,6,0.42125,0.02316
default,16,mean_pooled,word_novel,7,0.428104,0.02445
default,16,mean_pooled,word_novel,8,0.431024,0.024063
default,16,mean_pooled,word_novel,9,0.433569,0.025401
default,16,mean_pooled,word_novel,10,0.43472,0.024644
default,16,mean_pooled,word_novel,11,0.435934,0.0251
default,16,mean_pooled,word_novel,12,0.437043,0.024155
default,16,mean_pooled,word_novel,13,0.437878,0.024733
default,16,mean_pooled,word_novel,14,0.43808,0.024298
default,16,mean_pooled,word_novel,15,0.437927,0.024408
default,16,words_only,pair_novel,1,0.165194,0.003906
default,16,words_only,pair_novel,2,0.261972,0.003501
default,16,words_only,pair_novel,3,0.322768,0.003511
default,16,words_only,pair_novel,4,0.357086,0.003514
default,16,words_only,pair_novel,5,0.372433,0.003359
default,16,words_only,pair_novel,6,0.383285,0.003321
default,16,words_only,pair_novel,7,0.389559,0.003115
default,16,words_only,pair_novel,8,0.39659,0.003294
default,16,words_only,pair_novel,9,0.400026,0.003388
default,16,words_only,pair_novel,10,0.402458,0.003395
default,16,words_only,pair_novel,11,0.404339,0.003705
default,16,words_only,pair_novel,12,0.405403,0.003681
default,16,words_only,pair_novel,13,0.406063,0.00364
default,16,words_only,pair_novel,14,0.406466,0.003834
default,16,words_only,pair_novel,15,0.406767,0.00404
