condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,0.208082,0.007579,10,97.5,103.5
default,0,mean_pooled,word_novel,0.076913,0.018417,10,115.8,121.8
default,0,words_only,pair_novel,0.266209,0.00575,10,70.5,76.5
default,0,words_only,word_novel,0.117613,0.023842,10,74.6,80.6
default,1,mean_pooled,pair_novel,0.259941,0.009955,10,69.7,75.7
default,1,mean_pooled,word_novel,0.12923,0.027115,10,81.3,87.3
default,1,words_only,pair_novel,0.259377,0.008414,10,51.1,57.1
default,1,words_only,word_novel,0.137137,0.024379,10,57.5,63.5
default,2,mean_pooled,pair_novel,0.266674,0.009374,10,72.4,78.4
default,2,mean_pooled,word_novel,0.137588,0.023201,10,80.1,86.1
default,2,words_only,pair_novel,0.269309,0.009099,10,61.7,67.7
default,2,words_only,word_novel,0.141693,0.020003,10,57.5,63.5
default,3,mean_pooled,pair_novel,0.27481,0.011348,10,73.4,79.4
default,3,mean_pooled,word_novel,0.153551,0.024055,10,78.3,84.3
default,3,words_only,pair_novel,0.269424,0.006533,10,59.2,65.2
default,3,words_only,word_novel,0.151732,0.018817,10,67.9,73.9
default,4,mean_pooled,pair_novel,0.291668,0.006397,10,63.9,69.9
default,4,mean_pooled,word_novel,0.172973,0.016912,10,75.9,81.9
default,4,words_only,pair_novel,0.283338,0.006249,10,59.6,65.6
default,4,words_only,word_novel,0.16068,0.023246,10,56.0,62.0
default,5,mean_pooled,pair_novel,0.29666,0.011243,10,59.6,65.6
default,5,mean_pooled,word_novel,0.173812,0.01962,10,79.0,85.0
default,5,words_only,pair_novel,0.281781,0.011683,10,52.3,58.3
default,5,words_only,word_novel,0.160894,0.02027,10,55.6,61.6
default,6,mean_pooled,pair_novel,0.309122,0.011816,10,68.2,74.2
default,6,mean_pooled,word_novel,0.175088,0.018723,10,66.6,72.6
default,6,words_only,pair_novel,0.286298,0.008195,10,53.0,59.0
default,6,words_only,word_novel,0.160274,0.022786,10,57.9,63.9
default,7,mean_pooled,pair_novel,0.304959,0.008249,10,60.2,66.2
default,7,mean_pooled,word_novel,0.17417,0.019376,10,63.5,69.5
default,7,words_only,pair_novel,0.292049,0.004838,10,55.9,61.9
default,7,words_only,word_novel,0.162998,0.024718,10,54.5,60.5
default,8,mean_pooled,pair_novel,0.307245,0.006875,10,58.6,64.6
default,8,mean_pooled,word_novel,0.174496,0.018742,10,68.1,74.1
default,8,words_only,pair_novel,0.295117,0.007804,10,57.2,63.2
default,8,words_only,word_novel,0.165123,0.021629,10,52.5,58.5
default,9,mean_pooled,pair_novel,0.312374,0.003828,10,61.0,67.0
default,9,mean_pooled,word_novel,0.178022,0.016768,10,68.8,74.8
default,9,words_only,pair_novel,0.29468,0.004646,10,50.5,56.5
default,9,words_only,word_novel,0.164509,0.021361,10,54.1,60.1
default,10,mean_pooled,pair_novel,0.3108,0.005423,10,56.4,62.4
default,10,mean_pooled,word_novel,0.17471,0.019123,10,65.1,71.1
default,10,words_only,pair_novel,0.299827,0.005624,10,52.2,58.2
default,10,words_only,word_novel,0.171379,0.021573,10,54.4,60.4
default,11,mean_pooled,pair_novel,0.31677,0.00539,10,62.9,68.9
default,11,mean_pooled,word_novel,0.17322,0.02179,10,62.8,68.8
default,11,words_only,pair_novel,0.302609,0.007656,10,51.3,57.3
default,11,words_only,word_novel,0.170858,0.022298,10,52.9,58.9
default,12,mean_pooled,pair_novel,0.315391,0.005802,10,59.7,65.7
default,12,mean_pooled,word_novel,0.176651,0.021955,10,66.3,72.3
default,12,words_only,pair_novel,0.305384,0.007865,10,51.0,57.0
default,12,words_only,word_novel,0.17402,0.022892,10,53.7,59.7
default,13,mean_pooled,pair_novel,0.31302,0.007593,10,54.9,60.9
default,13,mean_pooled,word_novel,0.178709,0.02243,10,68.0,74.0
default,13,words_only,pair_novel,0.30316,0.007146,10,46.7,52.7
default,13,words_only,word_novel,0.171476,0.025101,10,52.2,58.2
default,14,mean_pooled,pair_novel,0.315091,0.004378,10,57.0,63.0
default,14,mean_pooled,word_novel,0.17831,0.02161,10,62.3,68.3
default,14,words_only,pair_novel,0.30328,0.00766,10,45.2,51.2
default,14,words_only,word_novel,0.176662,0.025547,10,52.8,58.8
default,15,mean_pooled,pair_novel,0.314385,0.006304,10,54.2,60.2
default,15,mean_pooled,word_novel,0.174527,0.024031,10,61.4,67.4
