condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,9e-06,1.1e-05,10,30.3,36.3
default,0,mean_pooled,word_novel,0.000283,0.000584,10,36.6,42.6
default,0,words_only,pair_novel,3.6e-05,4e-05,10,19.2,25.2
default,0,words_only,word_novel,0.000213,0.000254,10,20.8,26.8
default,1,mean_pooled,pair_novel,2.3e-05,2.8e-05,10,16.4,22.4
default,1,mean_pooled,word_novel,0.000289,0.000392,10,19.1,25.1
default,1,words_only,pair_novel,1.6e-05,2.4e-05,10,13.1,19.1
default,1,words_only,word_novel,0.000187,0.000271,10,16.0,22.0
default,2,mean_pooled,pair_novel,2.3e-05,2.5e-05,10,19.0,25.0
default,2,mean_pooled,word_novel,8.9e-05,0.000125,10,23.8,29.8
default,2,words_only,pair_novel,2.3e-05,2.5e-05,10,15.6,21.6
default,2,words_only,word_novel,0.00022,0.000457,10,16.6,22.6
default,3,mean_pooled,pair_novel,3e-05,2.8e-05,10,19.2,25.2
default,3,mean_pooled,word_novel,0.000244,0.000285,10,22.5,28.5
default,3,words_only,pair_novel,3.4e-05,4.2e-05,10,12.7,18.7
default,3,words_only,word_novel,0.000452,0.000757,10,15.2,21.2
default,4,mean_pooled,pair_novel,2.3e-05,2.6e-05,10,16.7,22.7
default,4,mean_pooled,word_novel,0.000156,0.000256,10,20.3,26.3
default,4,words_only,pair_novel,1.1e-05,1.7e-05,10,13.7,19.7
default,4,words_only,word_novel,0.000291,0.000357,10,16.0,22.0
default,5,mean_pooled,pair_novel,3.8e-05,6.6e-05,10,17.4,23.4
default,5,mean_pooled,word_novel,0.000159,0.000131,10,19.3,25.3
default,5,words_only,pair_novel,3.3e-05,5e-05,10,11.7,17.7
default,5,words_only,word_novel,9.2e-05,0.000121,10,14.6,20.6
default,6,mean_pooled,pair_novel,1.3e-05,1.6e-05,10,14.3,20.3
default,6,mean_pooled,word_novel,0.000442,0.000535,10,19.1,25.1
default,6,words_only,pair_novel,2.6e-05,3.4e-05,10,10.1,16.1
default,6,words_only,word_novel,0.000461,0.000468,10,13.6,19.6
default,7,mean_pooled,pair_novel,1.5e-05,1.9e-05,10,15.1,21.1
default,7,mean_pooled,word_novel,0.000322,0.000329,10,19.3,25.3
default,7,words_only,pair_novel,1.3e-05,1.3e-05,10,11.2,17.2
default,7,words_only,word_novel,0.000311,0.000282,10,13.0,19.0
default,8,mean_pooled,pair_novel,3.8e-05,4.3e-05,10,13.4,19.4
default,8,mean_pooled,word_novel,0.000326,0.000452,10,19.0,25.0
default,8,words_only,pair_novel,3e-05,3.9e-05,10,10.9,16.9
default,8,words_only,word_novel,0.000575,0.00053,10,11.9,17.9
default,9,mean_pooled,pair_novel,1.9e-05,2.1e-05,10,13.6,19.6
default,9,mean_pooled,word_novel,0.000598,0.001048,10,16.4,22.4
default,9,words_only,pair_novel,2.8e-05,3.7e-05,10,10.1,16.1
default,9,words_only,word_novel,0.000404,0.000432,10,13.3,19.3
default,10,mean_pooled,pair_novel,1.9e-05,3.2e-05,10,13.0,19.0
default,10,mean_pooled,word_novel,0.000145,0.000225,10,16.5,22.5
default,10,words_only,pair_novel,2.4e-05,2.5e-05,10,10.5,16.5
default,10,words_only,word_novel,0.00018,0.000189,10,12.3,18.3
default,11,mean_pooled,pair_novel,1.7e-05,3.6e-05,10,14.2,20.2
default,11,mean_pooled,word_novel,0.000247,0.000369,10,18.2,24.2
default,11,words_only,pair_novel,3.8e-05,5.5e-05,10,11.8,17.8
default,11,words_only,word_novel,9.4e-05,8.7e-05,10,12.3,18.3
default,12,mean_pooled,pair_novel,3.2e-05,3.8e-05,10,13.7,19.7
default,12,mean_pooled,word_novel,0.000364,0.00038,10,19.0,25.0
default,12,words_only,pair_novel,3.4e-05,4.7e-05,10,11.1,17.1
default,12,words_only,word_novel,0.000101,0.000152,10,13.2,19.2
default,13,mean_pooled,pair_novel,3.1e-05,2.7e-05,10,15.9,21.9
default,13,mean_pooled,word_novel,0.000235,0.000244,10,16.7,22.7
default,13,words_only,pair_novel,2.4e-05,2.6e-05,10,11.7,17.7
default,13,words_only,word_novel,0.000517,0.000714,10,12.7,18.7
default,14,mean_pooled,pair_novel,3e-05,2.5e-05,10,12.6,18.6
default,14,mean_pooled,word_novel,0.000129,0.000143,10,18.2,24.2
default,14,words_only,pair_novel,5.8e-05,5.1e-05,10,10.5,16.5
default,14,words_only,word_novel,0.000544,0.000644,10,13.6,19.6
default,15,mean_pooled,pair_novel,2.8e-05,2.5e-05,10,14.1,20.1
default,15,mean_pooled,word_novel,0.000315,0.000306,10,17.8,23.8
default,15,words_only,pair_novel,3.1e-05,3.9e-05,10,11.1,17.1
default,15,words_only,word_novel,0.000357,0.000552,10,11.7,17.7
default,16,mean_pooled,pair_novel,4.2e-05,6.9e-05,10,15.3,21.3
default,16,mean_pooled,word_novel,0.000165,0.000173,10,17.5,23.5
default,16,words_only,pair_novel,3.8e-05,4e-05,10,10.1,16.1
default,16,words_only,word_novel,0.000103,5.7e-05,10,13.1,19.1
default,17,mean_pooled,pair_novel,2.5e-05,4.1e-05,10,16.4,22.4
default,17,mean_pooled,word_novel,0.000364,0.00052,10,17.7,23.7
default,17,words_only,pair_novel,1.7e-05,1.6e-05,10,11.2,17.2
default,17,words_only,word_novel,0.00026,0.000324,10,13.2,19.2
default,18,mean_pooled,pair_novel,2.7e-05,3.4e-05,10,14.4,20.4
default,18,mean_pooled,word_novel,6.9e-05,7.1e-05,10,16.6,22.6
default,18,words_only,pair_novel,3.9e-05,5.1e-05,10,10.7,16.7
default,18,words_only,word_novel,9.4e-05,0.000133,10,13.6,19.6
default,19,mean_pooled,pair_novel,5.6e-05,4.2e-05,10,16.2,22.2
default,19,mean_pooled,word_novel,0.000305,0.000321,10,17.2,23.2
default,19,words_only,pair_novel,3.2e-05,3.6e-05,10,11.3,17.3
default,19,words_only,word_novel,0.000218,0.000176,10,12.6,18.6
default,20,mean_pooled,pair_novel,2.2e-05,3e-05,10,16.5,22.5
default,20,mean_pooled,word_novel,0.000154,0.000223,10,17.3,23.3
default,20,words_only,pair_novel,5e-05,7.3e-05,10,10.0,16.0
default,20,words_only,word_novel,0.000428,0.00054,10,12.8,18.8
default,21,mean_pooled,pair_novel,2.3e-05,2.4e-05,10,14.4,20.4
default,21,mean_pooled,word_novel,0.000137,0.000179,10,16.1,22.1
default,21,words_only,pair_novel,1.2e-05,2.1e-05,10,10.4,16.4
default,21,words_only,word_novel,0.000241,0.000299,10,11.6,17.6
default,22,mean_pooled,pair_novel,2.6e-05,4.3e-05,10,14.5,20.5
default,22,mean_pooled,word_novel,0.000474,0.000528,10,16.7,22.7
default,22,words_only,pair_novel,1.4e-05,1.7e-05,10,9.5,15.5
default,22,words_only,word_novel,0.000216,0.000311,10,11.5,17.5
default,23,mean_pooled,pair_novel,5.4e-05,4.3e-05,10,12.3,18.3
default,23,mean_pooled,word_novel,0.000173,0.00024,10,17.8,23.8
default,23,words_only,pair_novel,3.1e-05,3.2e-05,10,10.4,16.4
default,23,words_only,word_novel,0.000225,0.000252,10,12.7,18.7
default,24,mean_pooled,pair_novel,4.7e-05,6.1e-05,10,12.9,18.9
default,24,mean_pooled,word_novel,0.000295,0.000466,10,15.3,21.3
default,24,words_only,pair_novel,1.7e-05,2e-05,10,9.8,15.8
default,24,words_only,word_novel,0.000237,0.000182,10,11.0,17.0
attn_zeroed,0,mean_pooled,pair_novel,2.5e-05,4e-05,10,30.4,36.4
attn_zeroed,0,mean_pooled,word_novel,0.000289,0.000344,10,39.2,45.2
attn_zeroed,0,words_only,pair_novel,5e-05,9.3e-05,10,19.6,25.6
attn_zeroed,0,words_only,word_novel,0.000216,0.000346,10,23.2,29.2
attn_zeroed,1,mean_pooled,pair_novel,1.3e-05,1.8e-05,10,21.1,27.1
attn_zeroed,1,mean_pooled,word_novel,0.000249,0.000336,10,24.8,30.8
attn_zeroed,1,words_only,pair_novel,1.6e-05,2.6e-05,10,13.4,19.4
attn_zeroed,1,words_only,word_novel,0.000309,0.000289,10,17.5,23.5
attn_zeroed,2,mean_pooled,pair_novel,6.9e-05,9.6e-05,10,26.1,32.1
attn_zeroed,2,mean_pooled,word_novel,0.000276,0.000398,10,31.5,37.5
attn_zeroed,2,words_only,pair_novel,2.4e-05,1.7e-05,10,14.4,20.4
attn_zeroed,2,words_only,word_novel,0.000262,0.000284,10,16.3,22.3
attn_zeroed,3,mean_pooled,pair_novel,2.5e-05,3e-05,10,25.2,31.2
attn_zeroed,3,mean_pooled,word_novel,0.00036,0.00033,10,30.3,36.3
attn_zeroed,3,words_only,pair_novel,3.8e-05,4.2e-05,10,14.8,20.8
attn_zeroed,3,words_only,word_novel,0.000316,0.000412,10,16.8,22.8
attn_zeroed,4,mean_pooled,pair_novel,2e-05,2.8e-05,10,24.8,30.8
attn_zeroed,4,mean_pooled,word_novel,0.000305,0.000363,10,29.6,35.6
attn_zeroed,4,words_only,pair_novel,3.5e-05,5.6e-05,10,13.2,19.2
attn_zeroed,4,words_only,word_novel,0.000464,0.000489,10,16.0,22.0
attn_zeroed,5,mean_pooled,pair_novel,1.7e-05,2.8e-05,10,24.1,30.1
attn_zeroed,5,mean_pooled,word_novel,0.000168,0.000187,10,31.4,37.4
attn_zeroed,5,words_only,pair_novel,3.5e-05,4.4e-05,10,11.6,17.6
attn_zeroed,5,words_only,word_novel,0.000192,0.000482,10,15.7,21.7
attn_zeroed,6,mean_pooled,pair_novel,2.9e-05,3.5e-05,10,21.9,27.9
attn_zeroed,6,mean_pooled,word_novel,0.000247,0.000261,10,26.9,32.9
attn_zeroed,6,words_only,pair_novel,1.3e-05,2.3e-05,10,11.7,17.7
attn_zeroed,6,words_only,word_novel,0.000469,0.000553,10,14.4,20.4
attn_zeroed,7,mean_pooled,pair_novel,3.3e-05,4.1e-05,10,22.7,28.7
attn_zeroed,7,mean_pooled,word_novel,0.000262,0.000329,10,23.9,29.9
attn_zeroed,7,words_only,pair_novel,1.2e-05,1.8e-05,10,12.1,18.1
attn_zeroed,7,words_only,word_novel,0.000468,0.000329,10,13.5,19.5
attn_zeroed,8,mean_pooled,pair_novel,2.9e-05,2.7e-05,10,21.7,27.7
attn_zeroed,8,mean_pooled,word_novel,0.000278,0.000299,10,31.0,37.0
attn_zeroed,8,words_only,pair_novel,2.9e-05,4.5e-05,10,13.3,19.3
attn_zeroed,8,words_only,word_novel,0.000468,0.000572,10,13.3,19.3
attn_zeroed,9,mean_pooled,pair_novel,4.7e-05,9.9e-05,10,19.9,25.9
