fold,n_train,n_test,r,r2,acc
1,279306,3086,0.011386,0.00013,0.506481
2,271560,3838,-0.024345,0.000593,0.491402
3,273072,3787,0.017969,0.000323,0.506205
4,277277,3203,-0.037987,0.001443,0.491414
5,273362,3746,-0.020431,0.000417,0.488254
6,275538,3408,-0.025638,0.000657,0.485622
7,272895,3839,-0.000701,0.0,0.498307
8,278245,3162,-0.007254,5.3e-05,0.501581
9,276139,3294,0.021665,0.000469,0.50425
10,277479,3174,-0.021332,0.000455,0.497795
