input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_test_acc,std_test_acc,mean_train_r
concat,word_novel,10,21.7,275487.3,3453.7,-0.003619,0.023528,0.000511,0.000782,-0.004479,0.022101,0.499595,0.008502,0.052808
