condition,layer,mode,split,k,mean_r2,sd_r2
default,24,mean_pooled,pair_novel,1,0.038535,0.00294
default,24,mean_pooled,pair_novel,2,0.098854,0.006075
default,24,mean_pooled,pair_novel,3,0.150205,0.005432
default,24,mean_pooled,pair_novel,4,0.182825,0.006821
default,24,mean_pooled,pair_novel,5,0.21034,0.00761
default,24,mean_pooled,pair_novel,6,0.242793,0.008304
default,24,mean_pooled,pair_novel,7,0.260484,0.008213
default,24,mean_pooled,pair_novel,8,0.28599,0.006873
default,24,mean_pooled,pair_novel,9,0.304988,0.007217
default,24,mean_pooled,pair_novel,10,0.320817,0.008666
default,24,mean_pooled,pair_novel,11,0.332809,0.008307
default,24,mean_pooled,pair_novel,12,0.345321,0.008507
default,24,mean_pooled,pair_novel,13,0.358186,0.008185
default,24,mean_pooled,pair_novel,14,0.366739,0.007547
default,24,mean_pooled,pair_novel,15,0.374865,0.007333
default,24,mean_pooled,word_novel,1,0.030447,0.017296
default,24,mean_pooled,word_novel,2,0.055028,0.024433
default,24,mean_pooled,word_novel,3,0.07897,0.028166
default,24,mean_pooled,word_novel,4,0.092874,0.028447
default,24,mean_pooled,word_novel,5,0.104906,0.031487
default,24,mean_pooled,word_novel,6,0.119732,0.030892
default,24,mean_pooled,word_novel,7,0.126571,0.029131
default,24,mean_pooled,word_novel,8,0.139891,0.041336
default,24,mean_pooled,word_novel,9,0.148941,0.042394
default,24,mean_pooled,word_novel,10,0.157289,0.04128
default,24,mean_pooled,word_novel,11,0.164566,0.042012
default,24,mean_pooled,word_novel,12,0.172976,0.043077
default,24,mean_pooled,word_novel,13,0.182142,0.044912
default,24,mean_pooled,word_novel,14,0.186839,0.042713
default,24,mean_pooled,word_novel,15,0.191292,0.039379
default,24,words_only,pair_novel,1,0.029021,0.003109
default,24,words_only,pair_novel,2,0.048343,0.003708
default,24,words_only,pair_novel,3,0.094503,0.004952
default,24,words_only,pair_novel,4,0.103423,0.004132
default,24,words_only,pair_novel,5,0.127077,0.004927
default,24,words_only,pair_novel,6,0.140147,0.005117
default,24,words_only,pair_novel,7,0.153883,0.005999
default,24,words_only,pair_novel,8,0.171622,0.006261
default,24,words_only,pair_novel,9,0.182804,0.006202
default,24,words_only,pair_novel,10,0.194722,0.005956
default,24,words_only,pair_novel,11,0.203324,0.006388
default,24,words_only,pair_novel,12,0.210367,0.006507
default,24,words_only,pair_novel,13,0.216679,0.006363
