condition,layer,mode,split,k,mean_r2,sd_r2
default,12,mean_pooled,pair_novel,1,0.292479,0.006215
default,12,mean_pooled,pair_novel,2,0.391662,0.006575
default,12,mean_pooled,pair_novel,3,0.454399,0.006061
default,12,mean_pooled,pair_novel,4,0.491801,0.005914
default,12,mean_pooled,pair_novel,5,0.526732,0.006562
default,12,mean_pooled,pair_novel,6,0.5427,0.005949
default,12,mean_pooled,pair_novel,7,0.556165,0.006163
default,12,mean_pooled,pair_novel,8,0.566627,0.005658
default,12,mean_pooled,pair_novel,9,0.573734,0.005223
default,12,mean_pooled,pair_novel,10,0.583174,0.005243
default,12,mean_pooled,pair_novel,11,0.590597,0.005304
default,12,mean_pooled,pair_novel,12,0.595239,0.005262
default,12,mean_pooled,pair_novel,13,0.601907,0.005213
default,12,mean_pooled,pair_novel,14,0.607011,0.005312
default,12,mean_pooled,pair_novel,15,0.611416,0.005165
default,12,mean_pooled,word_novel,1,0.284095,0.041776
default,12,mean_pooled,word_novel,2,0.374746,0.031335
default,12,mean_pooled,word_novel,3,0.434741,0.025038
default,12,mean_pooled,word_novel,4,0.466349,0.025936
default,12,mean_pooled,word_novel,5,0.493541,0.022287
default,12,mean_pooled,word_novel,6,0.508751,0.021524
default,12,mean_pooled,word_novel,7,0.520229,0.020223
default,12,mean_pooled,word_novel,8,0.529342,0.020105
default,12,mean_pooled,word_novel,9,0.534292,0.021385
default,12,mean_pooled,word_novel,10,0.540884,0.019796
default,12,mean_pooled,word_novel,11,0.546472,0.01828
default,12,mean_pooled,word_novel,12,0.549284,0.021273
default,12,mean_pooled,word_novel,13,0.55368,0.02014
default,12,mean_pooled,word_novel,14,0.558084,0.021114
default,12,mean_pooled,word_novel,15,0.560841,0.021427
default,12,words_only,pair_novel,1,0.243721,0.004167
default,12,words_only,pair_novel,2,0.347606,0.005563
default,12,words_only,pair_novel,3,0.387732,0.0063
default,12,words_only,pair_novel,4,0.413668,0.006055
default,12,words_only,pair_novel,5,0.434136,0.006283
default,12,words_only,pair_novel,6,0.441834,0.006065
default,12,words_only,pair_novel,7,0.451404,0.005798
default,12,words_only,pair_novel,8,0.456984,0.005903
default,12,words_only,pair_novel,9,0.462339,0.005556
default,12,words_only,pair_novel,10,0.466575,0.005562
default,12,words_only,pair_novel,11,0.469946,0.005884
default,12,words_only,pair_novel,12,0.473515,0.005735
default,12,words_only,pair_novel,13,0.475837,0.005579
default,12,words_only,pair_novel,14,0.47801,0.005557
default,12,words_only,pair_novel,15,0.479828,0.005689
default,12,words_only,word_novel,1,0.239516,0.025626
default,12,words_only,word_novel,2,0.336283,0.034997
default,12,words_only,word_novel,3,0.370158,0.027407
default,12,words_only,word_novel,4,0.39439,0.02761
default,12,words_only,word_novel,5,0.407746,0.027114
default,12,words_only,word_novel,6,0.41281,0.028349
default,12,words_only,word_novel,7,0.418584,0.029193
default,12,words_only,word_novel,8,0.422924,0.029567
default,12,words_only,word_novel,9,0.425758,0.027291
default,12,words_only,word_novel,10,0.427583,0.026907
default,12,words_only,word_novel,11,0.428826,0.028988
default,12,words_only,word_novel,12,0.431077,0.03027
default,12,words_only,word_novel,13,0.43161,0.030284
default,12,words_only,word_novel,14,0.432174,0.029888
default,12,words_only,word_novel,15,0.432707,0.030356
attn_zeroed,12,mean_pooled,pair_novel,1,0.352291,0.006401
attn_zeroed,12,mean_pooled,pair_novel,2,0.43992,0.005786
attn_zeroed,12,mean_pooled,pair_novel,3,0.486566,0.005962
attn_zeroed,12,mean_pooled,pair_novel,4,0.515368,0.006539
attn_zeroed,12,mean_pooled,pair_novel,5,0.532008,0.007124
attn_zeroed,12,mean_pooled,pair_novel,6,0.546536,0.006934
attn_zeroed,12,mean_pooled,pair_novel,7,0.556214,0.006102
attn_zeroed,12,mean_pooled,pair_novel,8,0.563475,0.005695
attn_zeroed,12,mean_pooled,pair_novel,9,0.571125,0.006262
attn_zeroed,12,mean_pooled,pair_novel,10,0.57552,0.006621
attn_zeroed,12,mean_pooled,pair_novel,11,0.579302,0.006706
attn_zeroed,12,mean_pooled,pair_novel,12,0.584606,0.006653
attn_zeroed,12,mean_pooled,pair_novel,13,0.587781,0.006422
attn_zeroed,12,mean_pooled,pair_novel,14,0.591469,0.006527
attn_zeroed,12,mean_pooled,pair_novel,15,0.594278,0.006204
attn_zeroed,12,mean_pooled,word_novel,1,0.343516,0.050792
attn_zeroed,12,mean_pooled,word_novel,2,0.418602,0.03144
attn_zeroed,12,mean_pooled,word_novel,3,0.458145,0.031263
attn_zeroed,12,mean_pooled,word_novel,4,0.477101,0.025552
attn_zeroed,12,mean_pooled,word_novel,5,0.487094,0.026351
attn_zeroed,12,mean_pooled,word_novel,6,0.494816,0.027321
attn_zeroed,12,mean_pooled,word_novel,7,0.497962,0.028342
attn_zeroed,12,mean_pooled,word_novel,8,0.498866,0.028037
attn_zeroed,12,mean_pooled,word_novel,9,0.500353,0.029811
attn_zeroed,12,mean_pooled,word_novel,10,0.501304,0.030747
attn_zeroed,12,mean_pooled,word_novel,11,0.501408,0.032565
