condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,4.2e-05,3.5e-05,10,34.2,40.2
default,0,mean_pooled,word_novel,0.000362,0.00054,10,50.6,56.6
default,0,words_only,pair_novel,3.9e-05,4.6e-05,10,30.6,36.6
default,0,words_only,word_novel,0.000201,0.000223,10,56.9,62.9
default,1,mean_pooled,pair_novel,3.5e-05,3.2e-05,10,32.4,38.4
default,1,mean_pooled,word_novel,0.000245,0.000322,10,53.9,59.9
default,1,words_only,pair_novel,3.2e-05,3.5e-05,10,29.3,35.3
default,1,words_only,word_novel,0.00016,0.000115,10,32.8,38.8
default,2,mean_pooled,pair_novel,3.1e-05,3.3e-05,10,27.0,33.0
default,2,mean_pooled,word_novel,0.000297,0.000306,10,44.4,50.4
default,2,words_only,pair_novel,3.2e-05,4.6e-05,10,28.6,34.6
default,2,words_only,word_novel,0.000188,0.000304,10,34.6,40.6
default,3,mean_pooled,pair_novel,3e-05,4e-05,10,30.7,36.7
default,3,mean_pooled,word_novel,0.000407,0.000476,10,52.4,58.4
default,3,words_only,pair_novel,2.6e-05,3.5e-05,10,27.4,33.4
default,3,words_only,word_novel,0.000237,0.000192,10,27.4,33.4
default,4,mean_pooled,pair_novel,3.1e-05,4.3e-05,10,29.6,35.6
default,4,mean_pooled,word_novel,0.000241,0.000554,10,54.9,60.9
default,4,words_only,pair_novel,2.4e-05,2.7e-05,10,30.3,36.3
default,4,words_only,word_novel,0.000212,0.000225,10,28.0,34.0
default,5,mean_pooled,pair_novel,4.1e-05,4.2e-05,10,30.1,36.1
default,5,mean_pooled,word_novel,0.000325,0.000332,10,44.2,50.2
default,5,words_only,pair_novel,2.7e-05,3.4e-05,10,28.8,34.8
default,5,words_only,word_novel,0.000397,0.000602,10,41.5,47.5
default,6,mean_pooled,pair_novel,4.6e-05,7.3e-05,10,35.1,41.1
default,6,mean_pooled,word_novel,0.000418,0.000481,10,42.2,48.2
default,6,words_only,pair_novel,5.1e-05,7.1e-05,10,26.6,32.6
default,6,words_only,word_novel,0.000254,0.000319,10,40.6,46.6
default,7,mean_pooled,pair_novel,4.3e-05,7.1e-05,10,30.8,36.8
default,7,mean_pooled,word_novel,0.000143,0.000106,10,55.8,61.8
default,7,words_only,pair_novel,2.4e-05,2.8e-05,10,27.3,33.3
default,7,words_only,word_novel,0.000339,0.000291,10,35.9,41.9
default,8,mean_pooled,pair_novel,5.4e-05,5.6e-05,10,29.0,35.0
default,8,mean_pooled,word_novel,0.000121,0.000106,10,50.0,56.0
default,8,words_only,pair_novel,2.8e-05,3.4e-05,10,25.8,31.8
default,8,words_only,word_novel,0.000152,0.000134,10,43.5,49.5
default,9,mean_pooled,pair_novel,2.8e-05,2.4e-05,10,31.7,37.7
default,9,mean_pooled,word_novel,0.000264,0.00029,10,55.1,61.1
default,9,words_only,pair_novel,3.7e-05,2.8e-05,10,29.0,35.0
default,9,words_only,word_novel,0.000345,0.000413,10,38.2,44.2
default,10,mean_pooled,pair_novel,1.8e-05,2e-05,10,26.4,32.4
default,10,mean_pooled,word_novel,0.000214,0.000243,10,44.6,50.6
default,10,words_only,pair_novel,6.4e-05,7.9e-05,10,28.5,34.5
default,10,words_only,word_novel,0.000173,0.000221,10,34.7,40.7
default,11,mean_pooled,pair_novel,3.9e-05,6.5e-05,10,29.7,35.7
default,11,mean_pooled,word_novel,0.000366,0.000495,10,54.4,60.4
default,11,words_only,pair_novel,4.8e-05,5.4e-05,10,30.3,36.3
default,11,words_only,word_novel,0.000443,0.000616,10,46.4,52.4
default,12,mean_pooled,pair_novel,2.1e-05,2.6e-05,10,28.4,34.4
default,12,mean_pooled,word_novel,0.00019,0.000307,10,54.1,60.1
default,12,words_only,pair_novel,4e-05,4.2e-05,10,27.5,33.5
default,12,words_only,word_novel,0.000318,0.000364,10,51.2,57.2
attn_zeroed,0,mean_pooled,pair_novel,3.8e-05,3.1e-05,10,29.0,35.0
attn_zeroed,0,mean_pooled,word_novel,0.000494,0.000662,10,58.1,64.1
attn_zeroed,0,words_only,pair_novel,4e-05,4.6e-05,10,29.9,35.9
attn_zeroed,0,words_only,word_novel,0.000196,0.000238,10,56.8,62.8
attn_zeroed,1,mean_pooled,pair_novel,4.2e-05,5.2e-05,10,30.7,36.7
attn_zeroed,1,mean_pooled,word_novel,0.000516,0.00039,10,50.3,56.3
attn_zeroed,1,words_only,pair_novel,3.9e-05,4.3e-05,10,28.9,34.9
attn_zeroed,1,words_only,word_novel,0.000172,0.000169,10,33.4,39.4
attn_zeroed,2,mean_pooled,pair_novel,1.5e-05,1.6e-05,10,36.0,42.0
attn_zeroed,2,mean_pooled,word_novel,0.000256,0.000312,10,35.5,41.5
attn_zeroed,2,words_only,pair_novel,2e-05,2.2e-05,10,29.0,35.0
attn_zeroed,2,words_only,word_novel,0.000219,0.00025,10,29.6,35.6
attn_zeroed,3,mean_pooled,pair_novel,1.5e-05,1.8e-05,10,34.9,40.9
attn_zeroed,3,mean_pooled,word_novel,0.000205,0.00027,10,29.0,35.0
