condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,2.9e-05,3.3e-05,10,14.9,20.9
default,0,mean_pooled,word_novel,0.00033,0.000365,10,21.2,27.2
default,0,words_only,pair_novel,3.5e-05,4.6e-05,10,10.8,16.8
default,0,words_only,word_novel,0.000238,0.000214,10,12.9,18.9
default,1,mean_pooled,pair_novel,3.4e-05,5.4e-05,10,16.3,22.3
default,1,mean_pooled,word_novel,0.000565,0.000753,10,21.9,27.9
default,1,words_only,pair_novel,3e-05,4e-05,10,15.3,21.3
default,1,words_only,word_novel,0.00039,0.000284,10,19.4,25.4
default,2,mean_pooled,pair_novel,1.1e-05,1.4e-05,10,15.8,21.8
default,2,mean_pooled,word_novel,0.000267,0.000464,10,21.0,27.0
default,2,words_only,pair_novel,2.2e-05,2.2e-05,10,16.8,22.8
default,2,words_only,word_novel,0.000279,0.000648,10,21.5,27.5
default,3,mean_pooled,pair_novel,2.8e-05,3.7e-05,10,17.8,23.8
default,3,mean_pooled,word_novel,0.000198,0.000247,10,17.8,23.8
default,3,words_only,pair_novel,3.4e-05,4.3e-05,10,15.7,21.7
default,3,words_only,word_novel,0.000262,0.000376,10,20.6,26.6
default,4,mean_pooled,pair_novel,1.6e-05,1.8e-05,10,19.3,25.3
default,4,mean_pooled,word_novel,0.000357,0.000429,10,24.2,30.2
default,4,words_only,pair_novel,2e-05,3.9e-05,10,15.3,21.3
default,4,words_only,word_novel,0.000383,0.000867,10,23.7,29.7
default,5,mean_pooled,pair_novel,2.3e-05,1.9e-05,10,18.9,24.9
default,5,mean_pooled,word_novel,0.000136,0.000194,10,25.5,31.5
default,5,words_only,pair_novel,3.8e-05,4.6e-05,10,18.3,24.3
default,5,words_only,word_novel,5.2e-05,8.2e-05,10,20.9,26.9
default,6,mean_pooled,pair_novel,3.3e-05,5.4e-05,10,19.2,25.2
default,6,mean_pooled,word_novel,0.000631,0.000944,10,24.3,30.3
default,6,words_only,pair_novel,1.3e-05,1.5e-05,10,20.0,26.0
default,6,words_only,word_novel,0.000626,0.000677,10,24.5,30.5
default,7,mean_pooled,pair_novel,4.3e-05,8e-05,10,18.9,24.9
default,7,mean_pooled,word_novel,0.000283,0.00069,10,23.1,29.1
default,7,words_only,pair_novel,2.4e-05,2.7e-05,10,20.1,26.1
default,7,words_only,word_novel,0.000199,0.00017,10,24.8,30.8
default,8,mean_pooled,pair_novel,1.1e-05,1.6e-05,10,21.5,27.5
default,8,mean_pooled,word_novel,0.000353,0.000324,10,25.5,31.5
default,8,words_only,pair_novel,3.6e-05,7.2e-05,10,22.1,28.1
default,8,words_only,word_novel,0.000437,0.000722,10,22.6,28.6
default,9,mean_pooled,pair_novel,3e-05,3.2e-05,10,18.3,24.3
default,9,mean_pooled,word_novel,0.000326,0.000436,10,21.1,27.1
default,9,words_only,pair_novel,2.4e-05,2.2e-05,10,19.9,25.9
default,9,words_only,word_novel,0.000549,0.000835,10,23.4,29.4
default,10,mean_pooled,pair_novel,2.6e-05,3e-05,10,20.3,26.3
default,10,mean_pooled,word_novel,0.000288,0.000475,10,27.0,33.0
default,10,words_only,pair_novel,1.7e-05,2.5e-05,10,21.8,27.8
default,10,words_only,word_novel,0.000345,0.000565,10,24.3,30.3
default,11,mean_pooled,pair_novel,1.8e-05,2.1e-05,10,25.8,31.8
default,11,mean_pooled,word_novel,0.000195,0.000202,10,30.7,36.7
default,11,words_only,pair_novel,2e-05,1.5e-05,10,22.4,28.4
default,11,words_only,word_novel,0.00012,0.000166,10,27.0,33.0
default,12,mean_pooled,pair_novel,4e-05,6.1e-05,10,22.7,28.7
default,12,mean_pooled,word_novel,0.000232,0.000385,10,26.6,32.6
default,12,words_only,pair_novel,4.4e-05,5.1e-05,10,22.0,28.0
default,12,words_only,word_novel,0.00037,0.000482,10,30.2,36.2
default,13,mean_pooled,pair_novel,1.4e-05,1.2e-05,10,21.5,27.5
default,13,mean_pooled,word_novel,0.000331,0.000454,10,27.3,33.3
default,13,words_only,pair_novel,3.1e-05,3.2e-05,10,23.5,29.5
default,13,words_only,word_novel,0.000263,0.000306,10,28.2,34.2
default,14,mean_pooled,pair_novel,3.7e-05,5.5e-05,10,24.9,30.9
default,14,mean_pooled,word_novel,0.000122,0.000197,10,26.4,32.4
default,14,words_only,pair_novel,3.2e-05,6.3e-05,10,22.8,28.8
default,14,words_only,word_novel,0.000185,0.000176,10,26.6,32.6
default,15,mean_pooled,pair_novel,2.3e-05,3e-05,10,21.1,27.1
default,15,mean_pooled,word_novel,0.000142,0.000139,10,27.0,33.0
default,15,words_only,pair_novel,3.2e-05,5.1e-05,10,22.4,28.4
default,15,words_only,word_novel,0.00024,0.000452,10,27.2,33.2
default,16,mean_pooled,pair_novel,1.7e-05,1.4e-05,10,30.1,36.1
default,16,mean_pooled,word_novel,0.000383,0.000345,10,26.6,32.6
default,16,words_only,pair_novel,3.4e-05,3.7e-05,10,23.8,29.8
default,16,words_only,word_novel,0.000256,0.000334,10,28.0,34.0
default,17,mean_pooled,pair_novel,2.7e-05,3.4e-05,10,24.7,30.7
default,17,mean_pooled,word_novel,0.000559,0.000805,10,26.4,32.4
default,17,words_only,pair_novel,3.9e-05,4.4e-05,10,22.0,28.0
default,17,words_only,word_novel,0.000215,0.000239,10,26.9,32.9
default,18,mean_pooled,pair_novel,2.8e-05,3e-05,10,22.4,28.4
default,18,mean_pooled,word_novel,9.5e-05,0.000106,10,23.4,29.4
default,18,words_only,pair_novel,1.9e-05,2.2e-05,10,22.4,28.4
default,18,words_only,word_novel,0.000198,0.000184,10,30.3,36.3
default,19,mean_pooled,pair_novel,2.3e-05,1.9e-05,10,23.9,29.9
default,19,mean_pooled,word_novel,0.000854,0.000993,10,25.1,31.1
default,19,words_only,pair_novel,1.6e-05,1.8e-05,10,25.3,31.3
default,19,words_only,word_novel,0.00022,0.00025,10,27.7,33.7
default,20,mean_pooled,pair_novel,2.6e-05,2.5e-05,10,24.1,30.1
default,20,mean_pooled,word_novel,0.000445,0.000416,10,29.3,35.3
default,20,words_only,pair_novel,2e-05,2.2e-05,10,28.0,34.0
default,20,words_only,word_novel,0.000498,0.000772,10,31.3,37.3
default,21,mean_pooled,pair_novel,2.1e-05,2e-05,10,26.4,32.4
default,21,mean_pooled,word_novel,0.000199,0.000277,10,34.2,40.2
default,21,words_only,pair_novel,1e-05,1.7e-05,10,24.7,30.7
default,21,words_only,word_novel,7.8e-05,7.9e-05,10,25.3,31.3
default,22,mean_pooled,pair_novel,3.6e-05,4e-05,10,26.4,32.4
default,22,mean_pooled,word_novel,0.000415,0.000524,10,27.5,33.5
default,22,words_only,pair_novel,3.8e-05,4.5e-05,10,25.7,31.7
default,22,words_only,word_novel,0.000135,0.000262,10,27.0,33.0
default,23,mean_pooled,pair_novel,2.5e-05,3.7e-05,10,29.1,35.1
default,23,mean_pooled,word_novel,0.000219,0.000369,10,29.2,35.2
default,23,words_only,pair_novel,3.7e-05,4.2e-05,10,26.7,32.7
default,23,words_only,word_novel,0.000139,0.000252,10,39.2,45.2
default,24,mean_pooled,pair_novel,5e-05,7.6e-05,10,23.3,29.3
default,24,mean_pooled,word_novel,0.00079,0.000638,10,30.7,36.7
default,24,words_only,pair_novel,2.4e-05,2.8e-05,10,29.2,35.2
default,24,words_only,word_novel,0.000393,0.000349,10,32.1,38.1
attn_zeroed,0,mean_pooled,pair_novel,2.7e-05,3.1e-05,10,15.4,21.4
attn_zeroed,0,mean_pooled,word_novel,0.0003,0.000335,10,20.8,26.8
attn_zeroed,0,words_only,pair_novel,3.6e-05,5.1e-05,10,10.5,16.5
attn_zeroed,0,words_only,word_novel,0.00025,0.000237,10,12.9,18.9
attn_zeroed,1,mean_pooled,pair_novel,3.8e-05,3.1e-05,10,17.4,23.4
attn_zeroed,1,mean_pooled,word_novel,0.000607,0.000704,10,21.1,27.1
attn_zeroed,1,words_only,pair_novel,3.2e-05,4.3e-05,10,15.6,21.6
attn_zeroed,1,words_only,word_novel,0.000415,0.000309,10,19.4,25.4
attn_zeroed,2,mean_pooled,pair_novel,3.2e-05,4.1e-05,10,20.6,26.6
attn_zeroed,2,mean_pooled,word_novel,0.00024,0.000639,10,19.1,25.1
attn_zeroed,2,words_only,pair_novel,2.3e-05,2.4e-05,10,16.8,22.8
attn_zeroed,2,words_only,word_novel,0.000341,0.00067,10,21.2,27.2
attn_zeroed,3,mean_pooled,pair_novel,1.6e-05,1.3e-05,10,21.8,27.8
attn_zeroed,3,mean_pooled,word_novel,0.000137,0.000181,10,22.6,28.6
attn_zeroed,3,words_only,pair_novel,2.3e-05,3.2e-05,10,15.8,21.8
attn_zeroed,3,words_only,word_novel,0.00024,0.000202,10,21.5,27.5
attn_zeroed,4,mean_pooled,pair_novel,1.3e-05,1.6e-05,10,21.0,27.0
attn_zeroed,4,mean_pooled,word_novel,0.000471,0.000585,10,24.6,30.6
attn_zeroed,4,words_only,pair_novel,2.3e-05,4.3e-05,10,16.9,22.9
attn_zeroed,4,words_only,word_novel,0.000439,0.000831,10,21.5,27.5
attn_zeroed,5,mean_pooled,pair_novel,2.6e-05,4e-05,10,20.2,26.2
