condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,0.913408,0.009548,10,67.9,73.9
default,0,mean_pooled,word_novel,0.837984,0.024534,10,64.4,70.4
default,0,words_only,pair_novel,0.637084,0.022097,10,101.4,107.4
default,0,words_only,word_novel,0.212689,0.049418,10,118.2,124.2
default,1,mean_pooled,pair_novel,0.778629,0.023069,10,77.1,83.1
default,1,mean_pooled,word_novel,0.667404,0.041804,10,97.5,103.5
default,1,words_only,pair_novel,0.644822,0.01702,10,94.3,100.3
default,1,words_only,word_novel,0.245795,0.038814,10,91.4,97.4
default,2,mean_pooled,pair_novel,0.774689,0.011851,10,80.6,86.6
default,2,mean_pooled,word_novel,0.648478,0.021187,10,87.2,93.2
default,2,words_only,pair_novel,0.623212,0.030394,10,92.5,98.5
default,2,words_only,word_novel,0.242434,0.052558,10,87.7,93.7
default,3,mean_pooled,pair_novel,0.767271,0.015824,10,83.6,89.6
default,3,mean_pooled,word_novel,0.60787,0.051202,10,73.3,79.3
default,3,words_only,pair_novel,0.608015,0.036982,10,88.0,94.0
default,3,words_only,word_novel,0.234277,0.053319,10,98.6,104.6
default,4,mean_pooled,pair_novel,0.765974,0.014556,10,87.7,93.7
default,4,mean_pooled,word_novel,0.632672,0.040714,10,107.2,113.2
default,4,words_only,pair_novel,0.604705,0.038486,10,88.1,94.1
default,4,words_only,word_novel,0.233604,0.04543,10,94.3,100.3
default,5,mean_pooled,pair_novel,0.75721,0.021446,10,88.7,94.7
default,5,mean_pooled,word_novel,0.611596,0.044966,10,98.5,104.5
default,5,words_only,pair_novel,0.608421,0.031001,10,101.3,107.3
default,5,words_only,word_novel,0.226676,0.049919,10,92.8,98.8
default,6,mean_pooled,pair_novel,0.749663,0.016107,10,88.0,94.0
default,6,mean_pooled,word_novel,0.593266,0.048659,10,95.5,101.5
default,6,words_only,pair_novel,0.603439,0.035991,10,104.1,110.1
default,6,words_only,word_novel,0.232532,0.044573,10,110.7,116.7
default,7,mean_pooled,pair_novel,0.743996,0.020749,10,88.2,94.2
default,7,mean_pooled,word_novel,0.590433,0.041499,10,94.8,100.8
default,7,words_only,pair_novel,0.588231,0.040645,10,94.3,100.3
default,7,words_only,word_novel,0.22258,0.056696,10,105.6,111.6
default,8,mean_pooled,pair_novel,0.738434,0.034664,10,90.8,96.8
default,8,mean_pooled,word_novel,0.576694,0.05232,10,91.6,97.6
default,8,words_only,pair_novel,0.578239,0.03742,10,90.4,96.4
default,8,words_only,word_novel,0.220498,0.054726,10,107.1,113.1
default,9,mean_pooled,pair_novel,0.738225,0.018856,10,89.4,95.4
default,9,mean_pooled,word_novel,0.572863,0.048044,10,93.6,99.6
default,9,words_only,pair_novel,0.585438,0.036888,10,98.8,104.8
default,9,words_only,word_novel,0.222628,0.047492,10,109.1,115.1
default,10,mean_pooled,pair_novel,0.739477,0.012461,10,92.5,98.5
default,10,mean_pooled,word_novel,0.569636,0.048079,10,90.8,96.8
default,10,words_only,pair_novel,0.560207,0.045922,10,88.2,94.2
default,10,words_only,word_novel,0.21042,0.049699,10,95.8,101.8
default,11,mean_pooled,pair_novel,0.719115,0.026977,10,81.4,87.4
default,11,mean_pooled,word_novel,0.577204,0.04793,10,107.2,113.2
default,11,words_only,pair_novel,0.563132,0.030439,10,90.4,96.4
default,11,words_only,word_novel,0.216683,0.055163,10,107.9,113.9
default,12,mean_pooled,pair_novel,0.728805,0.025526,10,91.8,97.8
default,12,mean_pooled,word_novel,0.57834,0.044167,10,111.3,117.3
default,12,words_only,pair_novel,0.54891,0.035773,10,87.6,93.6
default,12,words_only,word_novel,0.21219,0.047324,10,106.5,112.5
default,13,mean_pooled,pair_novel,0.727316,0.017618,10,89.9,95.9
default,13,mean_pooled,word_novel,0.579758,0.039551,10,116.8,122.8
default,13,words_only,pair_novel,0.543808,0.058827,10,87.1,93.1
default,13,words_only,word_novel,0.212046,0.046997,10,100.6,106.6
default,14,mean_pooled,pair_novel,0.739604,0.017364,10,105.0,111.0
default,14,mean_pooled,word_novel,0.565595,0.052054,10,103.9,109.9
default,14,words_only,pair_novel,0.543503,0.032049,10,86.5,92.5
default,14,words_only,word_novel,0.212881,0.047138,10,109.7,115.7
default,15,mean_pooled,pair_novel,0.728216,0.017193,10,96.1,102.1
default,15,mean_pooled,word_novel,0.567387,0.041987,10,111.6,117.6
default,15,words_only,pair_novel,0.567644,0.038245,10,103.7,109.7
default,15,words_only,word_novel,0.205771,0.051759,10,101.6,107.6
default,16,mean_pooled,pair_novel,0.704033,0.02647,10,84.2,90.2
default,16,mean_pooled,word_novel,0.550449,0.048084,10,107.1,113.1
default,16,words_only,pair_novel,0.551717,0.041821,10,98.7,104.7
default,16,words_only,word_novel,0.207943,0.053366,10,109.7,115.7
default,17,mean_pooled,pair_novel,0.719732,0.017616,10,95.5,101.5
default,17,mean_pooled,word_novel,0.532601,0.058471,10,96.5,102.5
default,17,words_only,pair_novel,0.537384,0.061449,10,97.6,103.6
default,17,words_only,word_novel,0.193964,0.038471,10,96.9,102.9
default,18,mean_pooled,pair_novel,0.703658,0.027482,10,89.2,95.2
default,18,mean_pooled,word_novel,0.559039,0.033695,10,114.8,120.8
default,18,words_only,pair_novel,0.538174,0.047543,10,99.2,105.2
default,18,words_only,word_novel,0.197784,0.054937,10,103.9,109.9
default,19,mean_pooled,pair_novel,0.698738,0.033085,10,91.4,97.4
default,19,mean_pooled,word_novel,0.530166,0.062457,10,101.9,107.9
default,19,words_only,pair_novel,0.506107,0.057908,10,85.2,91.2
default,19,words_only,word_novel,0.202991,0.052126,10,110.0,116.0
default,20,mean_pooled,pair_novel,0.706584,0.034905,10,98.0,104.0
default,20,mean_pooled,word_novel,0.544512,0.047866,10,110.1,116.1
default,20,words_only,pair_novel,0.543546,0.04481,10,102.0,108.0
default,20,words_only,word_novel,0.203515,0.04775,10,108.0,114.0
default,21,mean_pooled,pair_novel,0.715459,0.02725,10,109.6,115.6
default,21,mean_pooled,word_novel,0.552033,0.044782,10,121.9,127.9
default,21,words_only,pair_novel,0.514342,0.036641,10,89.2,95.2
default,21,words_only,word_novel,0.203051,0.049541,10,108.8,114.8
default,22,mean_pooled,pair_novel,0.697056,0.031687,10,96.7,102.7
default,22,mean_pooled,word_novel,0.531774,0.049215,10,107.5,113.5
default,22,words_only,pair_novel,0.531815,0.031819,10,102.9,108.9
default,22,words_only,word_novel,0.20131,0.044892,10,114.0,120.0
default,23,mean_pooled,pair_novel,0.705385,0.032593,10,106.2,112.2
default,23,mean_pooled,word_novel,0.530591,0.053828,10,112.1,118.1
default,23,words_only,pair_novel,0.521579,0.033898,10,96.7,102.7
default,23,words_only,word_novel,0.201184,0.053166,10,111.4,117.4
default,24,mean_pooled,pair_novel,0.718475,0.020083,10,102.1,108.1
default,24,mean_pooled,word_novel,0.527297,0.045368,10,102.2,108.2
default,24,words_only,pair_novel,0.570258,0.031969,10,113.7,119.7
