component,W1_sim,W2_sim,baseline_sim,W1_z,W2_z,r_bias_v_align,W1_words,W2_words
C1,0.117162615,0.13029405,0.13674764,-2.0689138695453013,-0.6817411123873727,0.016379986184119504,"sunflower, coworkers, witchcraft, objections, campgrounds, grasslands, shipowners, groundwater, streetcars, spirituality, statehood, uniformity, households, lightness, cabinets","error, chassis, sister, ones, approval, users, hangar, donor, justices, angst, dispersal, estates, robber, gliders, containers"
C2,0.13335383,0.13032486,0.13674764,-0.3585140998625839,-0.6784874027238484,0.01967460573327009,"sons, husbandry, competency, grapes, municipalities, representatives, manager, population, elephants, teacher, ladies, boys, actor, wales, journalists","dignitaries, elements, ceos, chicks, therapist, commuters, topics, stabilization, none, demonstration, donor, consequent, justices, fossil, engravers"
C3,0.118906766,0.15176597,0.13674764,-1.8846660665960104,1.5864990723795456,-0.012029361717752509,"temperature, today, calligraphy, statistics, etymology, townhouses, nuns, avionics, formula, population, months, years, cityscapes, fluency, chimpanzees","portrayal, mansions, habitats, extent, cliffs, threat, buildings, nutrients, attention, chapters, craftspeople, bombers, tramways, individuals, fur"
C4,0.1479699,0.15202558,0.13674764,1.1854915557937704,1.6139234215609288,0.027994505976109686,"degrees, minutes, hours, temperature, years, workshops, rivers, door, days, thief, horror, day, runways, moments, goodness","institution, intervention, columnist, achievements, celebrity, person, mormonism, burglary, evasion, invention, journalism, accordionist, cult, liaison, vulnerabilities"
C5,0.13151293,0.16431828,0.13674764,-0.5529826753543338,2.912493587605752,0.012769217052732589,"operettas, cameos, solution, royalties, tributes, prestige, harmonies, melodies, odes, sermons, toxicity, wartime, faithfulness, era, wharves","competency, economy, reactions, nationality, thousands, event, variety, dependency, vocal, developments, achievement, decadence, athletes, prospectors, period"
C6,0.18139009,0.14358544,0.13674764,4.715917656405851,0.7223282676676381,0.10242227306928126,"ideas, satisfaction, benefactors, apartments, incest, freedom, contributors, rum, criticism, wellness, heaths, usefulness, personalities, policy, contributor","databases, urgency, bureaucrat, today, prowess, sanity, puppeteer, trivia, cholera, dramas, bureaucrats, motives, cartography, sectors, cancer"
C7,0.12932341,0.16237935,0.13674764,-0.7842778292583474,2.7076704392225355,-0.0002764355509504066,"coffee, tea, container, money, pitcher, populations, quantification, popes, chivalry, niches, weavers, myth, voters, theft, carbon","execution, episodes, misunderstandings, revolutions, indicators, molecules, legitimacy, funeral, similarities, servant, livelihoods, antiquities, monuments, daughters, manual"
C8,0.15041687,0.16006742,0.13674764,1.443982811224977,2.4634438751173358,0.034776001508899895,"growth, appearances, oxide, strengths, lungs, failures, bitterness, rivers, disappearances, hearts, predictability, athletes, reactivity, masts, athleticism","concubines, computation, beings, clay, subdivisions, logic, clarity, prevalence, student, unit, clarification, topics, discretion, systematics, improvisation"
C9,0.1420948,0.14914976,0.13674764,0.564860998102739,1.3101289420773625,0.028427984132575582,"neighborhood, location, continents, hospitality, door, property, solution, victim, teamwork, unit, situation, pregnancy, onion, activity, household","painters, unions, salaries, opportunities, disobedience, generations, reflexes, thousands, goodness, readiness, nations, loyalists, hormones, staircases, batteries"
C10,0.1381231,0.13252096,0.13674764,0.14529930841393518,-0.4464964870049931,0.040365493629111134,"thickets, shortages, shortcomings, romanticism, production, memory, household, hours, generation, differentiation, picts, vegetable, variety, physicality, cult","stratigraphy, warships, poultry, rituals, ions, gender, nuances, enterprise, needlework, correspondence, miracles, bankers, repetition, mineralogy, treasurer"
C11,0.14158736,0.15215182,0.13674764,0.5112558559248707,1.627259381052645,0.02416736316682404,"periods, threat, contestants, tributaries, counties, attendance, multiple, canyons, interiors, legends, violations, proliferation, decision, employee, prairies","humans, recombination, trailers, observations, motility, firepower, logic, pundits, terrorism, screenplays, stadiums, groundwater, knowledge, creativity, colon"
C12,0.1675025,0.14639275,0.13674764,3.24886609089014,1.0188849353307476,0.05446256934500101,"economy, wealth, farmlands, countries, industry, freedom, growth, peace, percentage, arena, affordability, territory, happiness, community, landings","devolution, campgrounds, episodes, instructors, permanence, testament, equities, tales, soundness, picts, lipids, preferences, jeeps, violins, commentators"
C13,0.12689036,0.15504141,0.13674764,-1.041298854972219,1.9325083490360162,0.018883564412236747,"actor, worker, workshops, droughts, projectiles, reviewers, editorial, setbacks, shrapnel, designer, studios, speaker, goths, kindergarten, products","injuries, humanities, communities, cellars, illusion, folk, funeral, persecution, odes, perseverance, decision, hillsides, definition, definitions, ordinances"
C14,0.14971536,0.14331384,0.13674764,1.3698778814573283,0.6936367504750613,0.042692228790056935,"mountains, minutes, episode, events, volume, degrees, translator, century, supervision, handicraft, event, temperature, today, chapter, episodes","courtship, visuals, hospitals, payments, skills, bullets, ethnography, shopkeepers, solution, baritone, products, diseases, handbags, heaths, daughters"
C15,0.13777836,0.14276315,0.13674764,0.10888200165746056,0.6354635069698841,0.02701199908855159,"oceans, cities, aide, sanity, towns, medals, creditors, tenacity, lakes, origins, derision, mountains, finals, nominee, seas","decision, institution, accountability, outlook, lighthouse, pathways, harmony, waterways, warships, scripture, coastline, ordnance, boldness, teamwork, passion"
