condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,0.204303,0.006233,10,27.5,33.5
default,0,mean_pooled,word_novel,0.056832,0.013449,10,26.2,32.2
default,0,words_only,pair_novel,0.250806,0.007176,10,16.6,22.6
default,0,words_only,word_novel,0.102257,0.016407,10,18.0,24.0
default,1,mean_pooled,pair_novel,0.245148,0.004523,10,25.0,31.0
default,1,mean_pooled,word_novel,0.097997,0.02015,10,22.3,28.3
default,1,words_only,pair_novel,0.242635,0.005546,10,18.0,24.0
default,1,words_only,word_novel,0.110525,0.020329,10,18.4,24.4
default,2,mean_pooled,pair_novel,0.254093,0.005878,10,28.6,34.6
default,2,mean_pooled,word_novel,0.111001,0.019568,10,25.8,31.8
default,2,words_only,pair_novel,0.246865,0.007067,10,19.7,25.7
default,2,words_only,word_novel,0.119325,0.023774,10,21.1,27.1
default,3,mean_pooled,pair_novel,0.262818,0.00612,10,27.1,33.1
default,3,mean_pooled,word_novel,0.124029,0.02124,10,27.5,33.5
default,3,words_only,pair_novel,0.250877,0.00898,10,21.1,27.1
default,3,words_only,word_novel,0.119764,0.019533,10,21.5,27.5
default,4,mean_pooled,pair_novel,0.281297,0.005031,10,33.3,39.3
default,4,mean_pooled,word_novel,0.141184,0.018555,10,29.5,35.5
default,4,words_only,pair_novel,0.259855,0.005145,10,22.2,28.2
default,4,words_only,word_novel,0.129391,0.016509,10,23.0,29.0
default,5,mean_pooled,pair_novel,0.28588,0.005422,10,27.3,33.3
default,5,mean_pooled,word_novel,0.154598,0.021141,10,30.0,36.0
default,5,words_only,pair_novel,0.269598,0.007277,10,24.1,30.1
default,5,words_only,word_novel,0.13338,0.016288,10,26.0,32.0
default,6,mean_pooled,pair_novel,0.29193,0.005791,10,26.9,32.9
default,6,mean_pooled,word_novel,0.15414,0.019766,10,25.3,31.3
default,6,words_only,pair_novel,0.271389,0.011314,10,24.2,30.2
default,6,words_only,word_novel,0.137889,0.015126,10,22.1,28.1
default,7,mean_pooled,pair_novel,0.292153,0.005822,10,24.6,30.6
default,7,mean_pooled,word_novel,0.159531,0.018834,10,26.7,32.7
default,7,words_only,pair_novel,0.275162,0.006805,10,24.2,30.2
default,7,words_only,word_novel,0.139457,0.01849,10,22.8,28.8
default,8,mean_pooled,pair_novel,0.298637,0.006073,10,29.9,35.9
default,8,mean_pooled,word_novel,0.16271,0.019715,10,25.1,31.1
default,8,words_only,pair_novel,0.276403,0.004785,10,24.4,30.4
default,8,words_only,word_novel,0.139039,0.015201,10,21.4,27.4
default,9,mean_pooled,pair_novel,0.296542,0.005883,10,25.1,31.1
default,9,mean_pooled,word_novel,0.161933,0.015414,10,25.4,31.4
default,9,words_only,pair_novel,0.278463,0.005617,10,22.9,28.9
default,9,words_only,word_novel,0.139338,0.016698,10,21.1,27.1
default,10,mean_pooled,pair_novel,0.300187,0.004697,10,27.3,33.3
default,10,mean_pooled,word_novel,0.155022,0.013344,10,25.4,31.4
default,10,words_only,pair_novel,0.281461,0.004349,10,22.1,28.1
default,10,words_only,word_novel,0.141108,0.01307,10,21.4,27.4
default,11,mean_pooled,pair_novel,0.301629,0.006775,10,25.2,31.2
default,11,mean_pooled,word_novel,0.156795,0.014298,10,23.7,29.7
default,11,words_only,pair_novel,0.281272,0.007586,10,20.7,26.7
default,11,words_only,word_novel,0.139773,0.017276,10,20.8,26.8
default,12,mean_pooled,pair_novel,0.300362,0.008286,10,22.7,28.7
default,12,mean_pooled,word_novel,0.154623,0.013032,10,24.7,30.7
default,12,words_only,pair_novel,0.277947,0.006862,10,17.0,23.0
default,12,words_only,word_novel,0.140414,0.015651,10,19.2,25.2
default,13,mean_pooled,pair_novel,0.304035,0.005371,10,23.1,29.1
default,13,mean_pooled,word_novel,0.159153,0.012615,10,25.1,31.1
default,13,words_only,pair_novel,0.278306,0.008751,10,17.0,23.0
default,13,words_only,word_novel,0.141391,0.015669,10,17.4,23.4
default,14,mean_pooled,pair_novel,0.302325,0.009692,10,23.5,29.5
default,14,mean_pooled,word_novel,0.157401,0.008857,10,26.4,32.4
default,14,words_only,pair_novel,0.28077,0.006143,10,17.7,23.7
default,14,words_only,word_novel,0.141318,0.018498,10,16.6,22.6
default,15,mean_pooled,pair_novel,0.306127,0.004538,10,25.0,31.0
default,15,mean_pooled,word_novel,0.160696,0.010581,10,21.5,27.5
default,15,words_only,pair_novel,0.281034,0.007589,10,15.7,21.7
default,15,words_only,word_novel,0.145224,0.014906,10,14.8,20.8
default,16,mean_pooled,pair_novel,0.301523,0.008303,10,21.9,27.9
default,16,mean_pooled,word_novel,0.16194,0.014996,10,22.4,28.4
default,16,words_only,pair_novel,0.279658,0.006324,10,14.6,20.6
default,16,words_only,word_novel,0.143532,0.01452,10,14.5,20.5
default,17,mean_pooled,pair_novel,0.300927,0.010049,10,21.4,27.4
default,17,mean_pooled,word_novel,0.160282,0.016803,10,23.1,29.1
default,17,words_only,pair_novel,0.279776,0.006068,10,14.1,20.1
default,17,words_only,word_novel,0.14816,0.015847,10,13.4,19.4
default,18,mean_pooled,pair_novel,0.300616,0.008543,10,21.0,27.0
default,18,mean_pooled,word_novel,0.160221,0.012402,10,24.3,30.3
default,18,words_only,pair_novel,0.281184,0.006377,10,13.3,19.3
default,18,words_only,word_novel,0.145684,0.015842,10,13.4,19.4
default,19,mean_pooled,pair_novel,0.299175,0.00592,10,20.1,26.1
