feature,target,n,r,rho,p
babylm_log_freq,C1,53685,-0.09941728219542019,-0.08961067517861569,5.610905019608482e-118
babylm_log_freq,C2,53685,0.3327324509221352,0.32920180801418325,0
babylm_log_freq,C3,53685,-0.3362012179290677,-0.32240921165881087,0
babylm_log_freq,C4,53685,0.21883376940833607,0.2088957362601809,0
babylm_log_freq,C5,53685,-0.29389595049147615,-0.2929795279437936,0
babylm_log_freq,C6,53685,0.18536445027260412,0.18662857002233757,0
babylm_log_freq,C7,53685,-0.03693818127592741,-0.03478337013182506,1.1159454436300528e-17
babylm_log_freq,C8,53685,-0.04647298597778964,-0.04934809731069178,4.5984600106940365e-27
babylm_log_freq,C9,53685,-0.05427066972458101,-0.05629516852876332,2.6021336562397985e-36
babylm_log_freq,C10,53685,0.171250381553937,0.16208610851033686,0
babylm_log_freq,C11,53685,-0.14527884817218745,-0.14717531916193377,5.087531673026537e-251
babylm_log_freq,C12,53685,0.13794230631190904,0.1286919320479099,2.7982911649452214e-226
babylm_log_freq,C13,53685,-0.12487010769884695,-0.10855977463510821,1.753812879591382e-185
babylm_log_freq,C14,53685,0.0700073321374861,0.060243751764914075,2.617915471519458e-59
babylm_log_freq,C15,53685,-0.004126128806998515,-0.0019785820233503967,0.339068782454061
babylm_log_freq,preference,53685,-0.0768379142838234,-0.0700483967821783,4.185525472480636e-71
word_length,C1,53685,0.20763091426223684,0.2023942167839199,0
word_length,C2,53685,-0.054331309633066975,-0.07010354431175374,2.1769790835749557e-36
word_length,C3,53685,0.3234837095033738,0.3184946155432639,0
word_length,C4,53685,-0.318353986162956,-0.31872075320593846,0
word_length,C5,53685,-0.09441880181020049,-0.08916758738379767,1.4891240983179438e-106
word_length,C6,53685,0.0543746416120043,0.05651660031625239,1.9161935311452016e-36
word_length,C7,53685,-0.19482835403273568,-0.2018030682347532,0
word_length,C8,53685,0.018136210728050453,0.01942066340668918,2.6408582194061483e-5
word_length,C9,53685,0.13205876725562307,0.12759550556391647,2.1269780731057672e-207
word_length,C10,53685,-0.005738539835274907,0.002338990872668505,0.18364975885983234
word_length,C11,53685,0.02226341356065142,0.02504285980406925,2.4832871808742223e-7
word_length,C12,53685,-0.12762569737117982,-0.11113649248968271,9.826866141569659e-194
word_length,C13,53685,0.11131581686220907,0.10278786571092838,1.385646157205057e-147
word_length,C14,53685,-0.009364500319228293,-7.182336212347612e-4,0.030025487163076604
word_length,C15,53685,-0.0835392209297251,-0.08898173065378291,9.464390013463977e-84
word_length,preference,53685,0.11046541027409355,0.10501148467748873,2.3492344123912677e-145
n_syllables,C1,50167,0.12881203524411577,0.1275832913309476,1.510915204144139e-184
n_syllables,C2,50167,-0.0691307853889713,-0.0812060860207367,3.3590127068371716e-54
n_syllables,C3,50167,0.32051865938526003,0.3183550070853716,0
n_syllables,C4,50167,-0.3490576729542768,-0.34936233452181276,0
n_syllables,C5,50167,-0.023941902146794307,-0.024058422366607612,8.178749637993277e-8
n_syllables,C6,50167,0.10651032475023389,0.10878757226545809,1.7379333617355454e-126
n_syllables,C7,50167,-0.15985548797360216,-0.16877607635622244,2.3287339390595004e-284
n_syllables,C8,50167,-0.06107035681355016,-0.04615670457672953,1.1496177305771065e-42
n_syllables,C9,50167,0.1434549189298142,0.1311282446588155,7.61005149172148e-229
n_syllables,C10,50167,-0.009791172876154535,5.558845787482081e-4,0.028305654638014703
n_syllables,C11,50167,-0.022103942735835495,-0.027418475972995873,7.371154821410266e-7
n_syllables,C12,50167,-0.08946317363715087,-0.07410812812770863,1.1557371502408934e-89
n_syllables,C13,50167,0.07438805097343826,0.06253584191233855,1.709731138006886e-62
n_syllables,C14,50167,0.014696750101141774,0.024781680239792298,9.95227171990552e-4
n_syllables,C15,50167,-0.08839283140329435,-0.0858606660216301,1.4397688326170628e-87
n_syllables,preference,50167,0.05492452489327374,0.05031817854437466,7.906083905874761e-35
pair_cosine_sim,C1,53435,-0.02351444958064898,-0.02057019772875677,5.4420505661822416e-8
pair_cosine_sim,C2,53435,0.01387265980953454,0.017708403691011985,0.0013418064372180383
pair_cosine_sim,C3,53435,-0.0031163676017333095,-0.002818399958499477,0.47130041766636266
pair_cosine_sim,C4,53435,0.014687599412034116,0.012193161558876734,6.855571561708236e-4
pair_cosine_sim,C5,53435,-0.0052565830540872716,-0.009054724730866381,0.224330880188497
pair_cosine_sim,C6,53435,-0.024578107731503103,-0.025572626882669605,1.329701900068661e-8
pair_cosine_sim,C7,53435,0.01422651342330042,0.014824600065039644,0.0010065410597792342
pair_cosine_sim,C8,53435,-0.004480028559539655,-0.0028062550747351414,0.30039583990113455
pair_cosine_sim,C9,53435,-0.006913253838380643,-0.0069229080992859755,0.11003178736898388
pair_cosine_sim,C10,53435,0.003274887495458621,-0.004779842108147026,0.44904524974300963
pair_cosine_sim,C11,53435,0.022742282172686187,0.026059904674847794,1.4589551770152232e-7
pair_cosine_sim,C12,53435,-0.01876736969366935,-0.025931251035592937,1.4342718453970644e-5
pair_cosine_sim,C13,53435,-0.007448046770619958,-0.005878393489078203,0.08512841407887448
pair_cosine_sim,C14,53435,-0.012381498220951586,-0.012153470046815152,0.004207759475154566
pair_cosine_sim,C15,53435,0.01731765728006729,0.023369215775229144,6.244963076428318e-5
pair_cosine_sim,preference,53435,-0.012461787341430282,-0.007236688412455157,0.0039677714936200165
