word,bias_C1,bias_C2,bias_C3,bias_C4,bias_C5,bias_C6,bias_C7,bias_C8,bias_C9,bias_C10,bias_C11,bias_C12,bias_C13,bias_C14,bias_C15
ladies,0.46083772578571425,20.902958614285716,-7.647740264285714,4.602891248571429,3.9914824414285714,5.933194207142857,3.806028821428572,3.821319567142857,-9.564415787142856,-1.7596581564285714,-0.797373038857143,-6.380597307142857,3.1521536342857144,-4.501860721428572,3.4691255642857146
beasts,5.46218046,0.61578891087,-0.9152995500000001,1.993546456,0.37050325999999995,-3.4850281770000002,-2.40031279,2.01091284,0.670769707,-3.23542863,-0.927753394,-1.8321414607000002,-1.624354387,-3.36748987,-2.9335354110000003
surgery,1.6705946421818183,11.860101153045456,1.7011355887045454,9.28357890909091,-6.82851200925,-2.718532836545455,-1.2269418009090909,-4.818913101590908,6.106364062090909,-0.7323031733704546,0.22923377024090907,-2.1066070779772725,-0.5366726997727272,-4.74477733869091,0.9282165280454545
sermons,-2.77487825,1.621576058769231,-4.857297396153847,-5.711109452,14.405364961538464,-0.9751247715384614,-1.6211114458461537,1.433801757846154,4.747513645230769,-2.3541368123076922,2.090540562338462,4.677070976153846,2.1298206091153844,3.9839347852307694,6.224960782307693
tigers,-1.2114498790666666,8.077448512,-0.69117369,0.01882888666666671,0.6324648026666665,-4.123649708666667,3.437313719733333,3.8633409560666667,-0.040029151066666685,-2.1863389719999997,-1.1620884139999998,-4.4155570740000005,-4.6501137996,-4.205988034666667,-2.093470496
pharmacology,0.6353599494444444,0.30265243944444437,6.124955364777778,-0.9219102799999999,1.8572820094444444,-1.136721087777778,-0.34686588166666665,0.15624772333333334,-5.030458357777778,-1.9870916545555555,-1.6200545422222223,1.8233623655555555,4.6622088433333335,3.7853860061111115,3.266505136111111
molecules,2.262630008,1.8260095033333335,1.6697264866666668,5.02484793,6.72882487,-3.546354896666667,-6.43732402,5.389408191666666,7.825061805000001,2.4941268875000002,3.5548680358333336,0.37073079166666667,-0.8573891108333334,-3.0466827899999998,-2.443236705
reunions,0.5441434725000001,0.13734755000000032,0.5703120275,1.41496028,8.695101175,-1.509478675,3.7502865225,-3.7235137325,-1.3982821749999998,-1.67670764,5.249521975,2.32302292425,0.40485060000000006,-1.2868406835,0.4861293374999999
renovation,-0.9271979772258064,-2.438052276838709,2.4464227322580645,-1.2180205155161292,1.8107118415483872,-0.12248374445161281,-0.2200082790967743,-3.150860445483871,-1.783892258987097,-2.886606562580645,2.522184707580645,2.859352798383871,2.264771915548387,1.0649755801612903,1.8534898369354837
chimneys,-3.8796139906666665,5.684847500000001,2.160054053333333,-2.963460875333333,8.66664864,1.1077518033333333,4.199743053333334,1.3052375070666669,-3.31255004,-3.10989951,1.6631743246666666,0.7257198746666667,-2.9983673899333336,-3.907702246666667,1.3491912733333333
decorator,5.0304603199999995,13.6402863,3.17893806,-5.049923784000001,-1.9232431900000002,-9.986124460000001,1.731480092,2.441666312,5.878936331999999,-0.8150466259999999,2.0394226400000006,-7.946778538,3.87311442,0.8642214440000001,-0.79821863
distribution,-1.0961969832485206,-4.283798565919743,-0.497947642303048,-5.000676010273108,-8.798798035407174,1.3037889871690234,6.048738219991883,-0.6712670913185389,1.2990138270377063,0.1138689659917518,-0.8491216063693245,-1.5129232703393556,2.184260111607489,-0.7991363240350091,1.128299899079183
orientation,3.1698581549784484,-3.927842132047414,1.7496678094762932,-3.641842247241379,3.939410106844827,-3.4096288993448276,-0.02124317116810348,0.9274450120474139,1.3631601435538794,1.706926161213362,1.4513398456767241,-0.07682763366379307,-1.1994391327974139,-0.12841028424137935,0.2292241087267241
facilities,1.061538001274395,-1.4044732475541242,-0.8197693670655998,-2.018341799805282,-3.220586293164715,7.077074528918163,-1.2936663589728077,1.670153588320713,4.933015785250586,1.641166690805751,-0.32529406634676034,5.351365208133593,3.619332274090125,-1.9765113849912828,3.382239690155868
eugenics,-1.56075965,-2.40786822,0.682213505,-3.9253095200000003,-1.5989709,-5.203876736,4.714999580000001,-3.179439397334,-0.88434174,2.73325234,3.460771792,-1.731422028,4.030278259999999,2.944409328,7.91297688
