condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,0.904029,0.008636,10,152.0,158.0
default,0,mean_pooled,word_novel,0.827923,0.020587,10,168.6,174.6
default,0,words_only,pair_novel,0.5098,0.078785,10,208.3,214.3
default,0,words_only,word_novel,0.191865,0.041246,10,269.9,275.9
default,1,mean_pooled,pair_novel,0.706597,0.029721,10,194.3,200.3
default,1,mean_pooled,word_novel,0.500537,0.038729,10,161.4,167.4
default,1,words_only,pair_novel,0.532543,0.034019,10,210.3,216.3
default,1,words_only,word_novel,0.216883,0.045961,10,179.4,185.4
default,2,mean_pooled,pair_novel,0.696679,0.016179,10,187.6,193.6
default,2,mean_pooled,word_novel,0.475271,0.045682,10,160.7,166.7
default,2,words_only,pair_novel,0.485384,0.059737,10,167.2,173.2
default,2,words_only,word_novel,0.219077,0.038846,10,193.2,199.2
default,3,mean_pooled,pair_novel,0.686834,0.028159,10,188.6,194.6
default,3,mean_pooled,word_novel,0.470764,0.048221,10,181.0,187.0
default,3,words_only,pair_novel,0.480822,0.053533,10,166.5,172.5
default,3,words_only,word_novel,0.214121,0.0387,10,200.6,206.6
default,4,mean_pooled,pair_novel,0.672644,0.019597,10,169.5,175.5
default,4,mean_pooled,word_novel,0.461758,0.041174,10,178.3,184.3
default,4,words_only,pair_novel,0.482808,0.059798,10,192.6,198.6
default,4,words_only,word_novel,0.205373,0.044857,10,197.7,203.7
default,5,mean_pooled,pair_novel,0.683999,0.025911,10,207.2,213.2
default,5,mean_pooled,word_novel,0.439081,0.055657,10,169.1,175.1
default,5,words_only,pair_novel,0.492436,0.016101,10,189.8,195.8
default,5,words_only,word_novel,0.200294,0.035569,10,177.3,183.3
default,6,mean_pooled,pair_novel,0.673606,0.026499,10,183.7,189.7
default,6,mean_pooled,word_novel,0.431734,0.052653,10,159.5,165.5
default,6,words_only,pair_novel,0.469062,0.052997,10,176.9,182.9
default,6,words_only,word_novel,0.206824,0.041597,10,197.9,203.9
default,7,mean_pooled,pair_novel,0.680567,0.027247,10,200.2,206.2
default,7,mean_pooled,word_novel,0.447168,0.049802,10,177.9,183.9
default,7,words_only,pair_novel,0.460159,0.056091,10,167.8,173.8
default,7,words_only,word_novel,0.205443,0.03861,10,193.0,199.0
default,8,mean_pooled,pair_novel,0.676581,0.018101,10,194.8,200.8
default,8,mean_pooled,word_novel,0.441962,0.049141,10,179.9,185.9
default,8,words_only,pair_novel,0.449509,0.079771,10,173.3,179.3
default,8,words_only,word_novel,0.206534,0.034409,10,194.7,200.7
default,9,mean_pooled,pair_novel,0.660685,0.029396,10,169.9,175.9
default,9,mean_pooled,word_novel,0.425802,0.048421,10,165.1,171.1
default,9,words_only,pair_novel,0.457403,0.057746,10,172.0,178.0
default,9,words_only,word_novel,0.204848,0.036753,10,198.2,204.2
default,10,mean_pooled,pair_novel,0.675467,0.023607,10,204.8,210.8
default,10,mean_pooled,word_novel,0.433835,0.046086,10,182.7,188.7
default,10,words_only,pair_novel,0.448071,0.068443,10,166.9,172.9
default,10,words_only,word_novel,0.202868,0.030758,10,190.6,196.6
default,11,mean_pooled,pair_novel,0.668221,0.031383,10,196.5,202.5
default,11,mean_pooled,word_novel,0.436027,0.056938,10,191.0,197.0
default,11,words_only,pair_novel,0.464532,0.059631,10,188.4,194.4
default,11,words_only,word_novel,0.203748,0.037448,10,188.3,194.3
default,12,mean_pooled,pair_novel,0.671481,0.022284,10,202.3,208.3
default,12,mean_pooled,word_novel,0.434146,0.054241,10,192.4,198.4
default,12,words_only,pair_novel,0.450207,0.055785,10,169.2,175.2
default,12,words_only,word_novel,0.205343,0.041101,10,203.8,209.8
attn_zeroed,0,mean_pooled,pair_novel,0.907639,0.009052,10,168.4,174.4
attn_zeroed,0,mean_pooled,word_novel,0.830352,0.018208,10,170.0,176.0
attn_zeroed,0,words_only,pair_novel,0.505921,0.076305,10,198.8,204.8
attn_zeroed,0,words_only,word_novel,0.193522,0.040312,10,306.3,312.3
attn_zeroed,1,mean_pooled,pair_novel,0.830364,0.010336,10,170.2,176.2
attn_zeroed,1,mean_pooled,word_novel,0.75047,0.021275,10,158.2,164.2
attn_zeroed,1,words_only,pair_novel,0.527686,0.027254,10,199.6,205.6
attn_zeroed,1,words_only,word_novel,0.219299,0.038114,10,186.5,192.5
attn_zeroed,2,mean_pooled,pair_novel,0.820084,0.013856,10,197.3,203.3
attn_zeroed,2,mean_pooled,word_novel,0.731822,0.033677,10,162.2,168.2
attn_zeroed,2,words_only,pair_novel,0.494431,0.060691,10,179.2,185.2
attn_zeroed,2,words_only,word_novel,0.223645,0.036376,10,209.2,215.2
