condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,4.5e-05,7e-05,10,23.6,29.6
default,0,mean_pooled,word_novel,0.000422,0.000788,10,34.3,40.3
default,0,words_only,pair_novel,1.1e-05,1e-05,10,22.4,28.4
default,0,words_only,word_novel,0.000312,0.000465,10,31.6,37.6
default,1,mean_pooled,pair_novel,2e-05,2e-05,10,22.0,28.0
default,1,mean_pooled,word_novel,0.000252,0.000241,10,40.1,46.1
default,1,words_only,pair_novel,3.7e-05,5e-05,10,28.7,34.7
default,1,words_only,word_novel,9e-05,0.000135,10,26.4,32.4
default,2,mean_pooled,pair_novel,1.4e-05,2.5e-05,10,28.0,34.0
default,2,mean_pooled,word_novel,0.000381,0.000363,10,31.7,37.7
default,2,words_only,pair_novel,1.9e-05,2.5e-05,10,29.1,35.1
default,2,words_only,word_novel,0.000615,0.000708,10,20.7,26.7
default,3,mean_pooled,pair_novel,1.1e-05,1e-05,10,24.3,30.3
default,3,mean_pooled,word_novel,0.000431,0.000748,10,40.7,46.7
default,3,words_only,pair_novel,3.6e-05,4.9e-05,10,26.2,32.2
default,3,words_only,word_novel,0.000347,0.000471,10,36.8,42.8
default,4,mean_pooled,pair_novel,3.4e-05,3.3e-05,10,25.5,31.5
default,4,mean_pooled,word_novel,0.000256,0.000201,10,30.4,36.4
default,4,words_only,pair_novel,3.3e-05,4.7e-05,10,25.3,31.3
default,4,words_only,word_novel,0.000312,0.000277,10,26.3,32.3
default,5,mean_pooled,pair_novel,1.4e-05,2.3e-05,10,25.3,31.3
default,5,mean_pooled,word_novel,0.000117,0.000137,10,32.0,38.0
default,5,words_only,pair_novel,1.3e-05,1.3e-05,10,27.6,33.6
default,5,words_only,word_novel,0.000112,0.00013,10,28.8,34.8
default,6,mean_pooled,pair_novel,4.9e-05,8.8e-05,10,26.0,32.0
default,6,mean_pooled,word_novel,0.0001,0.000176,10,19.9,25.9
default,6,words_only,pair_novel,3.6e-05,4.1e-05,10,25.3,31.3
default,6,words_only,word_novel,9.7e-05,0.000109,10,25.2,31.2
default,7,mean_pooled,pair_novel,5.8e-05,6.9e-05,10,26.6,32.6
default,7,mean_pooled,word_novel,0.000436,0.000857,10,32.1,38.1
default,7,words_only,pair_novel,2.8e-05,3.1e-05,10,25.7,31.7
default,7,words_only,word_novel,0.00045,0.000792,10,24.3,30.3
default,8,mean_pooled,pair_novel,1.7e-05,1.8e-05,10,23.9,29.9
default,8,mean_pooled,word_novel,0.000321,0.00057,10,23.6,29.6
default,8,words_only,pair_novel,2.5e-05,3.2e-05,10,20.3,26.3
default,8,words_only,word_novel,0.000516,0.000814,10,21.3,27.3
default,9,mean_pooled,pair_novel,3.9e-05,4.6e-05,10,25.4,31.4
default,9,mean_pooled,word_novel,0.000288,0.000301,10,32.0,38.0
default,9,words_only,pair_novel,4.4e-05,6.3e-05,10,23.8,29.8
default,9,words_only,word_novel,0.000196,0.000417,10,21.3,27.3
default,10,mean_pooled,pair_novel,3.6e-05,4.3e-05,10,22.8,28.8
default,10,mean_pooled,word_novel,0.000296,0.000537,10,16.2,22.2
default,10,words_only,pair_novel,4.4e-05,5.1e-05,10,24.6,30.6
default,10,words_only,word_novel,0.000387,0.000396,10,31.7,37.7
