condition,layer,mode,split,k,mean_r2,sd_r2
default,24,mean_pooled,pair_novel,1,0.088034,0.004803
default,24,mean_pooled,pair_novel,2,0.272979,0.007677
default,24,mean_pooled,pair_novel,3,0.346635,0.005804
default,24,mean_pooled,pair_novel,4,0.389183,0.004967
default,24,mean_pooled,pair_novel,5,0.410883,0.005045
default,24,mean_pooled,pair_novel,6,0.429331,0.004806
default,24,mean_pooled,pair_novel,7,0.445998,0.004718
default,24,mean_pooled,pair_novel,8,0.459473,0.004709
default,24,mean_pooled,pair_novel,9,0.469207,0.004454
default,24,mean_pooled,pair_novel,10,0.477443,0.004652
default,24,mean_pooled,pair_novel,11,0.484311,0.004727
default,24,mean_pooled,pair_novel,12,0.489812,0.004507
default,24,mean_pooled,pair_novel,13,0.494403,0.004148
default,24,mean_pooled,pair_novel,14,0.498113,0.004037
default,24,mean_pooled,pair_novel,15,0.501455,0.003933
default,24,mean_pooled,word_novel,1,0.091494,0.034666
default,24,mean_pooled,word_novel,2,0.234453,0.038152
default,24,mean_pooled,word_novel,3,0.298938,0.039498
default,24,mean_pooled,word_novel,4,0.335656,0.041072
default,24,mean_pooled,word_novel,5,0.355143,0.042015
default,24,mean_pooled,word_novel,6,0.368412,0.0405
default,24,mean_pooled,word_novel,7,0.377537,0.046457
default,24,mean_pooled,word_novel,8,0.388374,0.043586
default,24,mean_pooled,word_novel,9,0.395139,0.042058
default,24,mean_pooled,word_novel,10,0.399987,0.041558
default,24,mean_pooled,word_novel,11,0.403678,0.040278
default,24,mean_pooled,word_novel,12,0.405037,0.04064
default,24,mean_pooled,word_novel,13,0.408649,0.039606
default,24,mean_pooled,word_novel,14,0.411671,0.04073
default,24,mean_pooled,word_novel,15,0.415649,0.039022
default,24,words_only,pair_novel,1,0.019609,0.001879
default,24,words_only,pair_novel,2,0.08297,0.00412
default,24,words_only,pair_novel,3,0.119208,0.005389
default,24,words_only,pair_novel,4,0.140654,0.00407
default,24,words_only,pair_novel,5,0.164048,0.005377
default,24,words_only,pair_novel,6,0.183874,0.006325
default,24,words_only,pair_novel,7,0.197969,0.005916
default,24,words_only,pair_novel,8,0.209143,0.006098
default,24,words_only,pair_novel,9,0.21788,0.005915
default,24,words_only,pair_novel,10,0.224644,0.0059
