condition,layer,mode,split,k,mean_r2,sd_r2
default,24,mean_pooled,pair_novel,1,0.446638,0.006405
default,24,mean_pooled,pair_novel,2,0.550925,0.005088
default,24,mean_pooled,pair_novel,3,0.582841,0.00522
default,24,mean_pooled,pair_novel,4,0.599692,0.005086
default,24,mean_pooled,pair_novel,5,0.609903,0.004999
default,24,mean_pooled,pair_novel,6,0.617612,0.005078
default,24,mean_pooled,pair_novel,7,0.625085,0.004708
default,24,mean_pooled,pair_novel,8,0.630836,0.004409
default,24,mean_pooled,pair_novel,9,0.635351,0.004288
default,24,mean_pooled,pair_novel,10,0.64005,0.00429
default,24,mean_pooled,pair_novel,11,0.643397,0.004317
default,24,mean_pooled,pair_novel,12,0.646432,0.004318
default,24,mean_pooled,pair_novel,13,0.649217,0.004393
default,24,mean_pooled,pair_novel,14,0.651886,0.004676
default,24,mean_pooled,pair_novel,15,0.654187,0.00458
default,24,mean_pooled,word_novel,1,0.447278,0.029929
default,24,mean_pooled,word_novel,2,0.54978,0.029225
default,24,mean_pooled,word_novel,3,0.577444,0.028167
default,24,mean_pooled,word_novel,4,0.591893,0.023223
default,24,mean_pooled,word_novel,5,0.600086,0.023092
default,24,mean_pooled,word_novel,6,0.60719,0.022326
default,24,mean_pooled,word_novel,7,0.612579,0.021649
default,24,mean_pooled,word_novel,8,0.615645,0.020739
default,24,mean_pooled,word_novel,9,0.61839,0.022441
default,24,mean_pooled,word_novel,10,0.620802,0.02267
default,24,mean_pooled,word_novel,11,0.623202,0.021624
default,24,mean_pooled,word_novel,12,0.62566,0.021886
default,24,mean_pooled,word_novel,13,0.627288,0.021526
default,24,mean_pooled,word_novel,14,0.629741,0.021447
default,24,mean_pooled,word_novel,15,0.631699,0.021381
default,24,words_only,pair_novel,1,0.364743,0.00625
default,24,words_only,pair_novel,2,0.453369,0.006743
default,24,words_only,pair_novel,3,0.487261,0.005943
default,24,words_only,pair_novel,4,0.511619,0.005546
default,24,words_only,pair_novel,5,0.52168,0.005382
default,24,words_only,pair_novel,6,0.529335,0.005312
default,24,words_only,pair_novel,7,0.537413,0.005052
default,24,words_only,pair_novel,8,0.541902,0.005116
default,24,words_only,pair_novel,9,0.54597,0.005209
default,24,words_only,pair_novel,10,0.549922,0.005507
default,24,words_only,pair_novel,11,0.552724,0.005449
default,24,words_only,pair_novel,12,0.555623,0.005599
default,24,words_only,pair_novel,13,0.557908,0.005451
default,24,words_only,pair_novel,14,0.559698,0.005619
default,24,words_only,pair_novel,15,0.561153,0.005546
default,24,words_only,word_novel,1,0.363023,0.03019
default,24,words_only,word_novel,2,0.450949,0.025974
default,24,words_only,word_novel,3,0.482457,0.027786
default,24,words_only,word_novel,4,0.502854,0.026953
default,24,words_only,word_novel,5,0.510392,0.025917
default,24,words_only,word_novel,6,0.516974,0.024516
default,24,words_only,word_novel,7,0.522881,0.025019
default,24,words_only,word_novel,8,0.525534,0.024805
default,24,words_only,word_novel,9,0.528064,0.024289
default,24,words_only,word_novel,10,0.530941,0.024677
default,24,words_only,word_novel,11,0.532554,0.024009
default,24,words_only,word_novel,12,0.53412,0.0251
default,24,words_only,word_novel,13,0.534818,0.025657
default,24,words_only,word_novel,14,0.53574,0.024964
