input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_train_r
concat,word_novel,10,200,275479.4,3445.8,0.359418,0.035292,0.130302,0.024712,0.313688,0.031447,0.61782
