component,W1_sim,W2_sim,baseline_sim,W1_z,W2_z,r_bias_v_align,W1_words,W2_words
C1,0.22429122,0.13091841,0.11998095,11.996142461030926,1.2578562945842369,0.12163826647915746,"tall, thick, days, soft, beautiful, bright, inches, thin, months, sunny, dark, black, handsome, long, adult","volunteer, cacti, varying, caramel, richer, impostor, lumpy, ochre, lard, gamelan, squared, iridescent, indigo, circassian, rudders"
C2,0.1255051,0.14913967,0.11998095,0.6353018241814835,3.3533817606676544,-0.03815221026254381,"pacy, go, gate, room, flagship, friendlies, fatherly, house, coup, street, pithy, chic, books, goals, book","bad, socialising, delicious, hate, industriousness, insular, whisky, soy, freud, stronger, wonderful, volunteering, conquest, determining, shaking"
C3,0.13937801,0.22580458,0.11998095,2.2307474961891343,12.170185782906014,0.06237949876297566,"topology, taoism, grouse, usurpation, formality, novelties, proscription, cladding, cleverness, rectory, deity, reception, harness, etymology, ultimate","rigor, rebuilds, eat, acts, let, purges, remaining, apparent, sets, demands, becoming, generally, liens, others, universals"
C4,0.10415316,0.15920146,0.11998095,-1.8202667671086121,4.510531646905589,-0.05142571652978093,"dosing, crowding, suffragette, dumping, ranking, coat, doubling, rented, litterateur, shed, plotting, tap, detailing, woodcarver, pairing","activism, petition, heart, receptors, estuaries, care, deities, gentle, social, disorderly, commonly, branch, politics, gentleman, imperatives"
C5,0.14718138,0.1374815,0.11998095,3.128169085229469,2.0126398189046917,0.11472904797948603,"extents, features, postures, allies, reviewing, treatments, suites, lots, traditions, publications, pounds, extradition, resumption, indictments, factions","anthologies, diagnoses, breweries, titling, lobbying, redevelopment, rewrite, survey, vocabulary, hobby, syndicates, metamorphism, monitor, crowding, scope"
C6,0.1260661,0.15457259,0.11998095,0.6998191832003225,3.9781914596208963,-0.04133171957234012,"theme, themes, ball, suites, redress, rovers, weekly, puzzle, isoforms, posterity, menace, beliefs, nonlinearity, woman, weary","plundering, passing, elision, outbreak, statistics, emigration, repudiation, presidencies, thanks, wait, pull, postponement, editing, end, aphids"
C7,0.13883565,0.110557504,0.11998095,2.1683739752528646,-1.083738426780619,0.05883434470759856,"dump, ticketing, push, grounding, dumping, bit, breathing, noise, hazing, brushes, ground, bouncy, bustling, darkness, wandering","lots, coda, mayhem, favors, cousin, arrival, heyday, predictors, marry, nobleman, mrna, father, hydrography, ligands, quadrilateral"
C8,0.118257575,0.1223583,0.11998095,-0.19819620271899724,0.2734053329585794,0.006184816484985681,"formula, dear, stadia, weaponry, hen, nomadism, hens, elected, roadway, directories, liners, right, betting, presenters, socialism","releases, eye, sparse, teen, insecure, episcopal, enter, intrepid, pupils, spine, wings, flotation, earls, fingerprints, hydrology"
C9,0.12393582,0.1289293,0.11998095,0.4548269880586883,1.0290996885667123,0.0029378045575222137,"grapes, assessments, monuments, edifying, pigs, hydrology, rotors, venues, protestantism, values, theories, symbolism, habits, bits, fairy","report, infamy, contest, wordplay, footwear, siding, regency, fasteners, funeral, lore, ore, rescue, replica, air, extraversion"
C10,0.19792168,0.12731974,0.11998095,8.96352840343137,0.8439927226779821,0.0919713064386155,"rise, headquarters, minute, pastimes, ep, instant, background, path, pull, rest, heyday, tillage, comeback, everyday, birthdays","instrumentalist, policing, embassy, tastes, intertextuality, murders, founding, interests, empress, says, burglaries, tablets, cause, educate, diagnostics"
C11,0.13311802,0.15063122,0.11998095,1.5108206198298777,3.5249162264652987,0.021358580055428754,"boyhood, lineup, timetable, episcopate, beheading, coastline, agenda, phonemes, career, wordplay, reverb, visuals, aging, background, update","etymologies, deafness, pause, rhythm, lush, protest, cryptographer, woman, kingdom, shaman, injunction, raid, effectiveness, union, cysts"
C12,0.15003566,0.12596425,0.11998095,3.4564247982910015,0.6881060470737351,0.02216819835092204,"tides, scientology, buddhism, might, speaks, heats, dumping, hearing, coups, theologians, remains, ambush, wellbeing, humanitarianism, musicologists","logged, carpet, door, bookkeeping, uniform, mythical, volume, traveler, projectors, cycle, craft, ascetics, silences, treasure, governorship"
C13,0.12139344,0.16041704,0.11998095,0.16244243306617243,4.650328397843775,0.019245091365684495,"deity, stacks, editions, transliterations, oration, landholdings, foundation, winds, splits, utilities, densities, priceless, wise, dotted, standardised","crumbling, steeple, romantic, phonemes, launch, microphone, boom, polling, psyche, go, menu, bustling, disturbed, doctors, void"
C14,0.12207803,0.14584133,0.11998095,0.24117321579150983,2.9740578023139044,0.023279241373571354,"chase, siting, cabling, chapters, wilting, matching, thanksgiving, gamelan, playing, filming, caregiving, guarding, furnishing, dream, crying","attractions, heir, ashes, settled, steep, conduits, medium, colour, lodges, niches, accession, calculation, lands, scents, exactly"
C15,0.1474243,0.15424724,0.11998095,3.1561058145836207,3.9407745445970614,0.01975539209746904,"cancerous, alternatively, conservatory, poetical, capitulation, capitalization, victim, reformulation, protestantism, poorly, visuals, perils, institute, capitalisation, soy","squad, lay, preamble, lore, faction, forks, paving, goodness, splendid, scroll, sowing, genders, aspect, offspring, fleeting"
