condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,1.4e-05,3.3e-05,10,21.1,27.1
default,0,mean_pooled,word_novel,0.000365,0.000304,10,36.3,42.3
default,0,words_only,pair_novel,1.7e-05,1.7e-05,10,24.5,30.5
default,0,words_only,word_novel,0.000347,0.000569,10,25.3,31.3
default,1,mean_pooled,pair_novel,2.9e-05,5.1e-05,10,20.9,26.9
default,1,mean_pooled,word_novel,0.000422,0.00036,10,32.3,38.3
default,1,words_only,pair_novel,3.9e-05,7.2e-05,10,22.9,28.9
default,1,words_only,word_novel,0.000312,0.00022,10,26.0,32.0
default,2,mean_pooled,pair_novel,2.8e-05,2.6e-05,10,24.7,30.7
default,2,mean_pooled,word_novel,0.000149,9.9e-05,10,33.5,39.5
default,2,words_only,pair_novel,2.3e-05,3.5e-05,10,18.6,24.6
default,2,words_only,word_novel,0.00011,0.000153,10,27.0,33.0
default,3,mean_pooled,pair_novel,2.6e-05,2.6e-05,10,23.5,29.5
default,3,mean_pooled,word_novel,0.000283,0.000499,10,37.8,43.8
default,3,words_only,pair_novel,2e-05,2.6e-05,10,23.3,29.3
default,3,words_only,word_novel,0.000478,0.00056,10,24.0,30.0
default,4,mean_pooled,pair_novel,4.2e-05,4.1e-05,10,28.4,34.4
default,4,mean_pooled,word_novel,0.000193,0.00025,10,37.2,43.2
default,4,words_only,pair_novel,3.1e-05,2.9e-05,10,23.7,29.7
default,4,words_only,word_novel,0.000257,0.000318,10,28.2,34.2
default,5,mean_pooled,pair_novel,3e-05,4.6e-05,10,26.1,32.1
default,5,mean_pooled,word_novel,0.000198,0.000207,10,42.0,48.0
default,5,words_only,pair_novel,1.7e-05,1.8e-05,10,22.2,28.2
default,5,words_only,word_novel,0.000458,0.000715,10,27.7,33.7
default,6,mean_pooled,pair_novel,1.9e-05,2.7e-05,10,27.5,33.5
default,6,mean_pooled,word_novel,0.000117,0.000101,10,37.9,43.9
